,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
GainLossOnDerivativeInstrumentsNetPretax,-1143346.000,-64739.000,592470.000,-3417260.000,-1616198.000,-629122.000
IncomeLossAttributableToParent,-1363606.000,-324692.000,290050.000,-3802433.000,-2001624.000,-834339.000
InterestAndDividendIncomeOperating,-220260.000,-259953.000,-302420.000,-385173.000,-385426.000,-205217.000
InterestIncomeOperating,,,985.000,,3136.000,908.000
ManagementFeesRevenue,-77708.000,-93071.000,-115093.000,-119806.000,-86885.000,-57081.000
NoninterestExpenseCommissionExpense,14484.000,15607.000,16810.000,23423.000,22784.000,-45418.000
OperatingExpenses,96456.000,116074.000,142259.000,216245.000,246325.000,102721.000
OtherExpenses,88094.000,81607.000,94141.000,163299.000,205833.000,77398.000
RealizedInvestmentGainsLosses,-60005.000,-1035763.000,764670.000,-1542764.000,-3634903.000,-349935.000
SponsorFees,8362.000,34467.000,48118.000,52946.000,40492.000,25323.000
UnrealizedGainLossOnInvestments,,986631.000,-155390.000,,2041489.000,-324605.000
