,2011-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,240091.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1196713.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,8086.000
AmortizationOfDebtDiscountPremium,1012004.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-156037.000
ContractRevenueCost,617961.000
ContractsRevenue,1010200.000
CostOfGoodsAndServicesSold,991969.000
DebtInstrumentConvertibleInterestExpense,351864.000
Depreciation,54058.000
DepreciationNonproduction,50057.000
EarningsPerShareBasicAndDiluted,0.000
GainLossOnDispositionOfProperty,-63025.000
GeneralAndAdministrativeExpense,1559213.000
GrossProfit,725752.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4376105.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayable,102025.000
IncreaseDecreaseInAccountsReceivable,-32061.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,0.000
IncreaseDecreaseInDeferredRevenue,-45283.000
IncreaseDecreaseInEmployeeRelatedLiabilities,17718.000
IncreaseDecreaseInInventories,-393999.000
IncreaseDecreaseInPrepaidExpense,-38827.000
InterestAndOtherIncome,280.000
InterestExpense,1376702.000
InterestPaid,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,1204800.000
NetCashProvidedByUsedInFinancingActivities,921570.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,921570.000
NetCashProvidedByUsedInInvestingActivities,-9694.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9694.000
NetCashProvidedByUsedInOperatingActivities,-1067913.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1067913.000
NetIncomeLoss,-4376105.000
OperatingExpenses,3579315.000
OperatingIncomeLoss,-2853563.000
OtherSalesRevenueNet,707521.000
PaymentsToAcquirePropertyPlantAndEquipment,9694.000
ProceedsFromConvertibleDebt,915000.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,-154459.000
Revenues,1717721.000
SalesRevenueNet,1717721.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,1684726.000
StockIssuedDuringPeriodValueNewIssues,160829.000
UnrealizedGainLossOnDerivatives,-83095.000
