,2015-09-30
ComprehensiveIncomeNetOfTax,59309000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,9381000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,68690000.000
CostOfServicesDepreciationAndAmortization,48133000.000
CostsAndExpenses,3125103000.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,0.000
GainLossOnDispositionOfAssets,142000.000
GainLossOnFairValueHedgeIneffectivenessNet,0.000
GeneralAndAdministrativeExpense,50808000.000
IncomeLossAttributableToNoncontrollingInterest,9381000.000
InterestAndDebtExpense,29360000.000
NetIncomeLoss,58790000.000
OperatingExpenses,203860000.000
OperatingIncomeLoss,92537000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,119000.000
OtherComprehensiveIncomeLossNetOfTax,519000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-400000.000
ProfitLoss,68171000.000
RefiningAndMarketingRevenue,3217640000.000
Revenues,3217640000.000
SalesRevenueNet,3217640000.000
