,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,37517000.000,25000000.000,15000000.000,23000000.000,18000000.000,17000000.000,35000000.000,28000000.000,17000000.000,15000000.000,19000000.000,18000000.000,21000000.000
AccountsReceivableNetCurrent,63039000.000,60000000.000,25000000.000,33000000.000,51000000.000,48000000.000,72000000.000,92000000.000,92000000.000,91000000.000,80000000.000,89000000.000,97000000.000
AccumulatedDeferredInvestmentTaxCredit,595100000.000,595000000.000,592000000.000,,,,699000000.000,,,,701000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,164000000.000,,,,482000000.000,,,,687000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-25558000.000,-1000000.000,-3000000.000,-6000000.000,-3000000.000,-7000000.000,-6000000.000,-5000000.000,-5000000.000,-4000000.000,-3000000.000,-2000000.000,-1000000.000
AdditionalPaidInCapital,417908000.000,0.000,0.000,,,,,,,,,,
AssetRetirementObligation,,,2000000.000,,,,,,,,,,
AssetRetirementObligationsNoncurrent,16249000.000,17000000.000,17000000.000,20000000.000,29000000.000,29000000.000,32000000.000,37000000.000,37000000.000,49000000.000,65000000.000,66000000.000,71000000.000
Assets,2876452000.000,2775000000.000,2727000000.000,2928000000.000,3719000000.000,4217000000.000,6092000000.000,6700000000.000,6736000000.000,7369000000.000,7150000000.000,7092000000.000,7479000000.000
AssetsCurrent,524163000.000,374000000.000,370000000.000,172000000.000,225000000.000,811000000.000,342000000.000,380000000.000,460000000.000,628000000.000,355000000.000,333000000.000,361000000.000
AssetsNoncurrent,2352289000.000,2401000000.000,2357000000.000,2756000000.000,3494000000.000,3406000000.000,5750000000.000,6320000000.000,6276000000.000,6741000000.000,6795000000.000,6759000000.000,7118000000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,187000000.000,364000000.000,267000000.000,199000000.000,0.000,0.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,762000000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,23000000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,301000000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,461000000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,,61000000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,678000000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,107095000.000,118000000.000,97000000.000,52000000.000,100000000.000,696000000.000,161000000.000,133000000.000,244000000.000,133000000.000,147000000.000,82000000.000,128000000.000
ConstructionInProgressGross,164037000.000,2000000.000,1000000.000,50000000.000,1000000.000,2000000.000,3000000.000,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,3000000.000,,,,2000000.000,,
DebtWeightedAverageInterestRate,,,,,,,,,,,0.027,,
DeferredFinanceCostsGross,,,10000000.000,,,,16000000.000,,,,10000000.000,,
DeferredFinanceCostsNet,,,40000000.000,,,,51000000.000,,,,53000000.000,,
DeferredIncomeTaxLiabilities,,,60000000.000,,,,50000000.000,,,,54000000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,0.000,,,,,,,,,,
DeferredTaxAssetsInvestments,,,93000000.000,,,,83000000.000,,,,68000000.000,,
DeferredTaxAssetsLiabilitiesNet,,,69000000.000,,,,121000000.000,,,,210000000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,32955000.000,120000000.000,124000000.000,130000000.000,154000000.000,151000000.000,161000000.000,224000000.000,220000000.000,261000000.000,255000000.000,253000000.000,254000000.000
DeferredTaxAssetsNet,,,129000000.000,,,,171000000.000,,,,264000000.000,,
DeferredTaxAssetsNetCurrent,,,1000000.000,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,124000000.000,,,,161000000.000,,,,255000000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,31000000.000,,,,78000000.000,,,,184000000.000,,
DeferredTaxAssetsOther,,,0.000,,,,1000000.000,,,,1000000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,0.000,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,1000000.000,,,,2000000.000,,,,5000000.000,,
DeferredTaxAssetsValuationAllowance,,,0.000,,,,0.000,,,,1000000.000,,
DeferredTaxLiabilities,,,,,,,40000000.000,,,,45000000.000,,
DeferredTaxLiabilitiesCurrent,,,0.000,,,,,,,,,,
DeferredTaxLiabilitiesInvestments,,,,,,,,,,,0.000,,
DeferredTaxLiabilitiesNoncurrent,,48000000.000,56000000.000,55000000.000,59000000.000,52000000.000,40000000.000,49000000.000,34000000.000,37000000.000,45000000.000,51000000.000,56000000.000
DeferredTaxLiabilitiesOther,,,,,,,2000000.000,,,,3000000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,54000000.000,,,,44000000.000,,,,51000000.000,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,0.000,,,,,,,,,,
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,22000000.000,24000000.000,24000000.000,21000000.000,18000000.000,17000000.000,16000000.000
DueFromRelatedPartiesCurrent,,182000000.000,212000000.000,51000000.000,38000000.000,34000000.000,70000000.000,87000000.000,74000000.000,349000000.000,67000000.000,99000000.000,75000000.000
DueToRelatedPartiesCurrent,32837000.000,35000000.000,31000000.000,23000000.000,24000000.000,14000000.000,16000000.000,16000000.000,32000000.000,29000000.000,19000000.000,17000000.000,14000000.000
DueToRelatedPartiesNoncurrent,,,,16000000.000,16000000.000,18000000.000,18000000.000,20000000.000,19000000.000,21000000.000,22000000.000,22000000.000,22000000.000
EquityMethodInvestments,,,,,45000000.000,18000000.000,22000000.000,17000000.000,9000000.000,10000000.000,93000000.000,88000000.000,92000000.000
