,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AmortizationOfDebtDiscountPremium,,,127822.000,4976.000,0.000,0.000,0.000,44281.000,,0.000,1038.000,,,
AmortizationOfFinancingCosts,,,3103.000,1335.000,0.000,637.000,1170.000,1693.000,0.000,0.000,4405.000,-4405.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,215352.000,,,,1030389.000,,32112.000,,,,-6832.000,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-1621493.000,989710.000
ConversionOfStockAmountConverted1,,,0.000,,,,0.000,,,,,,,
ConversionOfStockAmountIssued1,,,123938.000,,,,0.000,,,,,,494633.000,
CostOfRevenue,,,,392.000,740.000,,0.000,0.000,5908.000,6984.000,18572.000,13818.000,9103.000,6121.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,162602.000,,8402.000,,,,2009.000,
Depreciation,4021.000,2181.000,7334.000,3007.000,6427.000,7330.000,14582.000,13513.000,27310.000,25293.000,22745.000,30932.000,23925.000,22287.000
DerivativeGainLossOnDerivativeNet,,,132050.000,-1918.000,2276.000,-406305.000,-4235.000,-147635.000,0.000,0.000,-59669.000,-27966.000,,
EarningsPerShareBasicAndDiluted,,,0.000,-0.010,,,,,,,,,-0.010,0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,-110.000,
ForeignCurrencyTransactionGainLossBeforeTax,7937.000,-1355.000,313.000,-475.000,-2019.000,4855.000,1799.000,21236.000,-2827.000,1881.000,-69069.000,61817.000,-14177.000,31763.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,,,-15613.000,
GainsLossesOnExtinguishmentOfDebt,,,,,-1957.000,,0.000,0.000,,,-30252.000,,,
GeneralAndAdministrativeExpense,35588.000,32962.000,74160.000,668950.000,164730.000,143837.000,261415.000,204223.000,467455.000,215866.000,246656.000,155436.000,87295.000,52049.000
GrossProfit,,,,386.000,2872.000,,0.000,0.000,11344.000,17100.000,-1520.000,28942.000,26924.000,66916.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
IncomeTaxesPaid,,,0.000,,,,0.000,,0.000,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,18972.000,,,,44742.000,,21100.000,,,,77119.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,-15.000,,9779.000,,,,20819.000,
IncreaseDecreaseInDeferredCompensation,,,-143425.000,,,,162602.000,,8402.000,,,,2009.000,
IncreaseDecreaseInDueToRelatedParties,,,12909.000,,,,60207.000,,-12001.000,,,,4974.000,
IncreaseDecreaseInInventories,,,,,,,0.000,,6204.000,,,,8227.000,
IncreaseDecreaseInOtherReceivables,,,,,,,,,,,,,-16900.000,
IncreaseDecreaseInPrepaidExpense,,,147802.000,,,,-1440.000,,-8058.000,,,,577.000,
IncreaseDecreaseInReceivables,,,,,,,729.000,,24253.000,,,,,
InterestExpense,,2435.000,1365.000,2507.000,3251.000,592.000,17789.000,4409.000,0.000,0.000,13350.000,39468.000,17237.000,16635.000
InterestPaid,,,0.000,,,,0.000,,0.000,,,,0.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,300000.000,,,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,294500.000,,,,1080924.000,,598335.000,,,,94696.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,294500.000,,,,1080924.000,,598335.000,,,,94696.000,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,-92551.000,,,,-2598.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,-92551.000,,,,-2598.000,
NetCashProvidedByUsedInOperatingActivities,,,-79148.000,,,,-50535.000,,-473672.000,,,,-98820.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-79148.000,,,,-50535.000,,-473672.000,,,,-98820.000,
NetIncomeLoss,-59566.000,-79378.000,-126011.000,-1292170.000,-197410.000,-83148.000,-338799.000,-516453.000,-766305.000,-346514.000,-574030.000,50684.000,-1632729.000,1008580.000
NonoperatingIncomeExpense,,,-240.000,-551524.000,-2932.000,133254.000,-23194.000,-198018.000,0.000,0.000,-108714.000,327467.000,-1426335.000,1049695.000
OperatingExpenses,59566.000,76943.000,125771.000,741032.000,197350.000,217703.000,315605.000,318435.000,777649.000,363614.000,463796.000,305725.000,233318.000,108031.000
OperatingIncomeLoss,,-76943.000,-125771.000,-740646.000,-194478.000,-216402.000,-315605.000,-318435.000,-766305.000,-346514.000,-465316.000,-276783.000,-206394.000,-41115.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,11236.000,-18870.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,,,11236.000,
OtherIncome,,,,,,,,,,,,,,18200.000
PaymentsForFees,,,15500.000,,,,,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,,,0.000,,,,,,,
PaymentsToAcquireIntangibleAssets,,,0.000,,,,0.000,,3570.000,,,,2344.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,0.000,,88981.000,,,,254.000,
ProceedsFromConvertibleDebt,,,0.000,,,,32500.000,,0.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,310000.000,,,,1000000.000,,400500.000,,,,0.000,
ProceedsFromNotesPayable,,,,,,,,,197835.000,,,,0.000,
ProceedsFromRelatedPartyDebt,,,,,,,48424.000,,0.000,,,,94696.000,
ProfessionalFees,27353.000,39714.000,43596.000,43344.000,24472.000,53623.000,37189.000,46914.000,64910.000,16861.000,33689.000,25294.000,42267.000,21912.000
ProvisionForDoubtfulAccounts,,,,,,,,,,,1221.000,,3979.000,-3979.000
ResearchAndDevelopmentExpense,541.000,731.000,994.000,25256.000,-298.000,17768.000,4218.000,75021.000,215147.000,107475.000,90416.000,122468.000,61675.000,47525.000
Revenues,0.000,0.000,0.000,778.000,3612.000,1301.000,0.000,0.000,17252.000,24084.000,17052.000,42760.000,36027.000,
RoyaltyRevenue,,,,,,,,,,,,,,43680.000
SalesRevenueGoodsNet,,,,,,,,,,,,,,29357.000
SalesRevenueNet,0.000,0.000,0.000,778.000,3612.000,1301.000,0.000,0.000,17252.000,24084.000,17052.000,42760.000,36027.000,
ShareBasedCompensation,,,0.000,,,,0.000,,280000.000,,,,0.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,,,,,,494633.000,
StockIssuedDuringPeriodValueIssuedForCash,,,,,,,1000000.000,,400500.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,24661176.000
WeightedAverageNumberOfSharesOutstandingBasic,56761671.000,57517227.000,91950228.000,146889425.000,149010546.000,-252377565.000,160890668.000,222844719.000,278242125.000,281417146.000,287931433.000,-563187755.000,315661226.000,
