,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-01-31
AllocatedShareBasedCompensationExpense,118000.000,37000.000,289000.000,341000.000,368000.000,312000.000,282000.000,
AmortizationOfDebtDiscountPremium,707000.000,,,,7000.000,,,
AssetImpairmentCharges,,,,,1460000.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,-9564000.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,252000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-716000.000,,,,-5268000.000,,,
ComprehensiveIncomeNetOfTax,,,,,,,,-7478000.000
Depreciation,31000.000,,,,,,,
DepreciationDepletionAndAmortization,31000.000,,,,34000.000,,,
DividendsCommonStock,0.000,,,,0.000,,,
EarningsPerShareBasicAndDiluted,-7.380,-0.370,-0.190,6.640,-0.250,-0.280,-0.090,-1.030
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,-195000.000
GainsLossesOnExtinguishmentOfDebt,,-3177000.000,,,,,,
GeneralAndAdministrativeExpense,1006000.000,1170000.000,1373000.000,1317000.000,1543000.000,2604000.000,2080000.000,5026000.000
IncomeTaxExpenseBenefit,,,,,,,,0.000
IncreaseDecreaseInAccountsPayable,1011000.000,,,,-272000.000,,,
IncreaseDecreaseInAccruedLiabilities,146000.000,,,,-246000.000,,,
IncreaseDecreaseInDeferredRevenue,,,,,-7000.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,-59000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,437000.000,,,,-85000.000,,,
InterestExpense,836000.000,169000.000,95000.000,88000.000,88000.000,406000.000,,
InterestIncomeExpenseNonoperatingNet,553000.000,,,,,,,
InterestPaid,44000.000,,,,45000.000,,,
InvestmentIncomeInterest,,,2000.000,,12000.000,20000.000,19000.000,7000.000
LicenseAndServicesRevenue,7000.000,7000.000,7000.000,8000.000,7000.000,7000.000,7000.000,
NetCashProvidedByUsedInFinancingActivities,3513000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3513000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,-180000.000,,,,-184000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-180000.000,,,,-184000.000,,,
NetCashProvidedByUsedInOperatingActivities,-4049000.000,,,,-5084000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4049000.000,,,,-5084000.000,,,
NetIncomeLoss,-5184000.000,-9012000.000,-4991000.000,-5659000.000,-6607000.000,-7350000.000,-2385000.000,-7644000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-5184000.000,,,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,61000.000,,,
NonoperatingIncomeExpense,-283000.000,-3345000.000,,,,,,473000.000
OperatingExpenses,4908000.000,5674000.000,4906000.000,5577000.000,6535000.000,6971000.000,2412000.000,8365000.000
OperatingIncomeLoss,-4901000.000,-5667000.000,-4899000.000,-5569000.000,-6528000.000,-6964000.000,-2405000.000,-8117000.000
OperatingLeasesIncomeStatementSubleaseRevenue,16000.000,,,,,,,
OperatingLeasesRentExpenseMinimumRentals,108000.000,110000.000,110000.000,103000.000,174000.000,332000.000,0.000,
OperatingLeasesRentExpenseSubleaseRentals1,48000.000,48000.000,50000.000,49000.000,37000.000,0.000,0.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,166000.000
OtherNonoperatingIncomeExpense,,-1000.000,1000.000,,-3000.000,,1000.000,661000.000
PaidInKindInterest,84000.000,,,,,,,
PaymentsOfStockIssuanceCosts,607000.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,180000.000,,,,184000.000,,,
ProceedsFromConvertibleDebt,4000000.000,,,,,,,
ProceedsFromIssuanceOfCommonStock,120000.000,,,,,,,
ResearchAndDevelopmentExpense,3902000.000,4504000.000,3533000.000,4260000.000,3532000.000,947000.000,332000.000,3339000.000
RestructuringCharges,,,,,,3420000.000,,
RevenueFromGrants,,,,,,,,248000.000
SeveranceCosts1,,,,,,700000.000,,
ShareBasedCompensation,118000.000,,,,,,,
StockholdersEquityNoteStockSplitConversionRatio1,0.250,,,,0.250,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,0.000,,,,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,701980.000,24303819.000,26322494.000,-32245689.000,26332494.000,26334622.000,26343108.000,7657874.000
