,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28
AccountsPayableCurrent,1556000000.000,1463000000.000,1444000000.000,1460000000.000,1548000000.000,1598000000.000,1606000000.000,1561000000.000,1537000000.000,1629000000.000
AccruedAdvertisingCurrent,740000000.000,626000000.000,621000000.000,583000000.000,685000000.000,575000000.000,577000000.000,385000000.000,511000000.000,500000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4198000000.000,4156000000.000,4105000000.000,3851000000.000,3707000000.000,3761000000.000,3821000000.000,3832000000.000,3851000000.000,3921000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-460000000.000,-477000000.000,-509000000.000,-489000000.000,-499000000.000,-518000000.000,-483000000.000,-561000000.000,-562000000.000,-634000000.000
AdditionalPaidInCapitalCommonStock,4240000000.000,4291000000.000,4354000000.000,4390000000.000,4434000000.000,4516000000.000,4587000000.000,4628000000.000,4678000000.000,4820000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,28000000.000,27000000.000,26000000.000,26000000.000,26000000.000,26000000.000,26000000.000,22000000.000,21000000.000,21000000.000
Assets,23329000000.000,23267000000.000,23064000000.000,23126000000.000,23148000000.000,23361000000.000,23345000000.000,22803000000.000,22947000000.000,23134000000.000
AssetsCurrent,4823000000.000,4954000000.000,4819000000.000,4835000000.000,4908000000.000,5157000000.000,5111000000.000,4622000000.000,4791000000.000,5004000000.000
AssetsNoncurrent,18506000000.000,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,1881000000.000,1891000000.000
CapitalLeaseObligations,,,,,,,,,30000000.000,
CashAndCashEquivalentsAtCarryingValue,1255000000.000,1181000000.000,1164000000.000,1231000000.000,1686000000.000,1482000000.000,1370000000.000,935000000.000,1293000000.000,1178000000.000
CommonStockSharesAuthorized,,,,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,592783696.000,594687319.000,595910581.000,596239384.000,596843449.000,598652090.000,599955433.000,600447756.000,601402816.000,604583114.000
CommonStockSharesOutstanding,592763708.000,,,,,595457878.000,594710033.000,590210454.000,587331944.000,590188621.000
CommonStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ConstructionInProgressGross,,,,,,,,,464000000.000,512000000.000
DeferredIncomeTaxLiabilities,2381000000.000,,,,2226000000.000,,,,2223000000.000,
DeferredTaxAssetsGross,2692000000.000,,,,1961000000.000,,,,2346000000.000,
DeferredTaxAssetsLiabilitiesNet,285000000.000,,,,-268000000.000,,,,103000000.000,
