,2012-04-30,2013-05-31,2014-05-31,2015-05-31,2016-05-31
AdvertisingExpense,,,35794.000,49135.000,897944.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,12202821.000,4287618.000,5743775.000,-20601548.000
CashPeriodIncreaseDecrease,9995.000,,,,
ComprehensiveIncomeNetOfTax,,3372718.000,2946791.000,4612114.000,5992930.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-173032.000,-141096.000,-234935.000,-235533.000
CostOfGoodsSold,,,,,12550550.000
CostOfRevenue,,-524734.000,354085.000,356813.000,
DeferredIncomeTaxExpenseBenefit,,-325079.000,335569.000,,
Depreciation,,10756.000,-14922.000,-11633.000,-478450.000
DepreciationAndAmortization,,10756.000,14922.000,11633.000,478450.000
EarningsPerShareBasicAndDiluted,,0.070,0.050,0.080,0.100
EffectOfExchangeRateOnCashAndCashEquivalents,,166347.000,17842.000,165593.000,-1820985.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,0.250,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,0.005,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.255,
GeneralAndAdministrativeExpense,,350174.000,391546.000,416143.000,795516.000
GrossProfit,,4901701.000,4356080.000,6639287.000,9636544.000
IncomeLossFromContinuingOperations,-15620.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-15620.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,4496991.000,3929055.000,6187819.000,8031573.000
IncomeTaxExpenseBenefit,,1124273.000,982264.000,1575705.000,2038643.000
IncomeTaxExpenseBenefitExtraordinaryItems,,1124273.000,982264.000,1575705.000,2038643.000
IncomeTaxesPaid,0.000,,,,
IncomeTaxesPaidNet,,859348.000,1163119.000,1029753.000,1836226.000
IncreaseDecreaseInAccountsPayable,,,,,774668.000
IncreaseDecreaseInAccountsReceivable,,,,,-10079767.000
IncreaseDecreaseInAccruedLiabilities,,,,,-148436.000
IncreaseDecreaseInDeferredRevenue,,-1333200.000,-562200.000,-309150.000,-762466.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,48504.000,-50174.000,29681.000,
IncreaseDecreaseInPrepaidExpense,,90641.000,-239.000,-775.000,10033.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,-606777.000,509529.000,-555138.000,-157029.000
IncreaseDecreaseInSecurityDeposits,,,,,2794868.000
InterestPaid,0.000,,,,
InvestmentIncomeInterest,,11630.000,62041.000,75167.000,420513.000
LeaseAndRentalExpense,,7097.000,7267.000,7267.000,5818.000
NetCashProvidedByUsedInFinancingActivities,26600.000,7181916.000,73000.000,124605.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,26600.000,7181916.000,73000.000,124605.000,
NetCashProvidedByUsedInInvestingActivities,0.000,-4669.000,796888.000,-4002.000,-17533106.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-4669.000,796888.000,-4002.000,-17533106.000
NetCashProvidedByUsedInOperatingActivities,-16605.000,4859227.000,3399888.000,5457579.000,-1247457.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16605.000,4859227.000,3399888.000,5457579.000,-1247457.000
NetIncomeLoss,-15620.000,3372718.000,2946791.000,4612114.000,5992930.000
NetIncomeLossAttributableToNoncontrollingInterest,,-164236.000,-140671.000,-229616.000,-299325.000
OperatingExpenses,15620.000,416340.000,489066.000,526635.000,2025484.000
OperatingIncomeLoss,,4485361.000,3867014.000,6112652.000,7611060.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,,,,,434474.000
OperatingLeasesIncomeStatementLeaseRevenue,,,,,899579.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,209744.000,25715.000,165755.000,-1805473.000
OtherComprehensiveIncomeLossBeforeTax,,3582462.000,2972506.000,4777869.000,4187457.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,165755.000,-1805473.000
PaymentsToAcquirePropertyPlantAndEquipment,,-4669.000,-16612.000,-4002.000,17533106.000
ProceedsFromIssuanceOfCommonStock,,7000000.000,,,
ProceedsFromOtherDebt,,,,149506.000,
ProceedsFromRelatedPartyDebt,,156000.000,229000.000,380000.000,480000.000
ProfessionalFees,15309.000,,,,
RelatedPartyTransactionPurchasesFromRelatedParty,,12712.000,13016.000,13016.000,12505.000
RepaymentsOfDebt,,,,-24901.000,
Revenues,,5426435.000,4710165.000,6996100.000,22187094.000
SalesRevenueNet,,5426435.000,4710165.000,6996100.000,21287515.000
SellingAndMarketingExpense,,66166.000,97520.000,110492.000,1229968.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,44038356.000,55200000.000,55200000.000,55200000.000
WeightedAverageNumberOfSharesOutstandingBasic,9379167.000,,,,
