,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
IncreaseDecreaseInAccruedLiabilities,,,8100.000,,,,3500.000,,,,10600.000,,,,1400.000,,,,5300.000,
IncreaseDecreaseInDueToAffiliates,,,,,,,,,,,,,,,,,,,108500.000,
InvestmentIncomeInterest,100.000,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-130100.000,,,,-97900.000,,,,-86500.000,,,,,,,,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-130100.000,,,,-97900.000,,,,-86500.000,,,,,,,,0.000,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,,,,,,,200.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,,,,,,200.000,
NetCashProvidedByUsedInOperatingActivities,,,133400.000,,,,100000.000,,,,54300.000,,,,,,,,-200.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,133400.000,,,,100000.000,,,,54300.000,,,,,,,,-200.000,
NetIncomeLoss,19200.000,15000.000,-86600.000,-93800.000,-65700.000,-84300.000,-114800.000,-41300.000,-67000.000,-3500.000,45600.000,38800.000,-77500.000,-1995300.000,-84100.000,-101900.000,-855600.000,-79200.000,-77700.000,-96200.000
NetIncomeLossAllocatedToGeneralPartners,13800.000,13000.000,-14900.000,-13500.000,-2900.000,16400.000,-10600.000,17100.000,9900.000,18200.000,24800.000,23500.000,-13600.000,-567700.000,-27200.000,-31300.000,-228100.000,-27100.000,-25700.000,-29700.000
NetIncomeLossAllocatedToLimitedPartners,5400.000,2000.000,-71700.000,-80300.000,-62800.000,-100700.000,-104200.000,-58400.000,-76900.000,-21700.000,20800.000,15300.000,-63900.000,-1427600.000,-56900.000,-70600.000,-627500.000,-52100.000,-52000.000,-66500.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,2.000,1.000,-34.000,-37.000,-30.000,,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,-36.000,,10.000,7.000,-30.000,-669.000,-27.000,-33.000,-294.000,-24.000,-24.000,-32.000
OilAndGasProductionExpense,165500.000,161100.000,145700.000,129600.000,143900.000,134500.000,137000.000,146500.000,140400.000,135200.000,131400.000,149400.000,128200.000,128200.000,120200.000,100400.000,89500.000,96500.000,87700.000,99500.000
OilAndGasRevenue,389500.000,380000.000,193300.000,160000.000,222500.000,229100.000,192300.000,291400.000,269200.000,231800.000,272000.000,281900.000,149900.000,169500.000,112300.000,77600.000,71600.000,85600.000,61000.000,58000.000
OilAndGasSalesRevenue,,,,,,,,,,,,,,,,,,,58300.000,60800.000
OperatingCostsAndExpenses,370400.000,365000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,-1500.000,-3100.000,-9900.000,-5700.000,-3100.000,2000.000,3100.000,1700.000,-900.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,-100.000,2700.000,,-1000.000,-1100.000,-900.000,-600.000,-300.000,-400.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,3400.000,,8200.000,-1100.000,-300.000,100.000,2300.000,2200.000,-1300.000,-400.000,300.000,400.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,,700.000,3600.000,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,-2100.000,-8800.000,,-12100.000,1000.000,2200.000,-2000.000,-10700.000,,,,,,,,,
OtherNoncashExpense,,,-36500.000,,,,-20300.000,,,,3300.000,,,,,,,,,
PartnersCapitalAccountDistributions,,,130100.000,,,,97900.000,,,,86500.000,,,,,,,,,
PaymentsOfCapitalDistribution,,,,,,,,,,,86500.000,,,,,,,,,
PriceRiskCashFlowHedgeGainOrLossReclassifiedToEarningsNet,,,-16600.000,-1900.000,-2800.000,2600.000,-4100.000,2400.000,,,,,,,,,,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,,,,,,,,,,,,,,,200.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,,133700.000,132000.000,,123900.000,133500.000,159500.000,,,,,,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,,19000.000,,18800.000,,,,,,,,,,,,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,,,,,,,,,,,,,,0.000,0.000,768600.000,0.000,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities,389600.000,380000.000,193300.000,160000.000,222500.000,229100.000,192300.000,291400.000,269200.000,231800.000,272000.000,281900.000,149900.000,169500.000,115300.000,74800.000,77900.000,,,
