,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-30,2014-06-30
Assets,39656774.000,22428558.000,8453564.000,6388959.000,6016786.000,5126251.000,3897045.000,3318749.000,2640975.000,2133407.000,,1328588.000
AssetsFairValueDisclosure,,,,,4005071.000,3496756.000,2657705.000,3014606.000,1788403.000,1705543.000,,1276010.000
CashAndCashEquivalentsAtCarryingValue,27509634.000,19308817.000,5514288.000,3596286.000,3598702.000,3564407.000,2677917.000,2605476.000,1979743.000,1842293.000,,1322076.000
Deposits,,,,590544.000,637008.000,417416.000,1340027.000,0.000,0.000,0.000,,
DueFromCorrespondentBrokers,11989202.000,3639659.000,3942227.000,3462443.000,2380113.000,1733762.000,1340027.000,543936.000,798316.000,373093.000,,10450.000
DueFromRelatedParties,30417.000,18779.000,10587.000,10050.000,10383.000,11011.000,8909.000,3505.000,3394.000,972.000,,0.000
GeneralPartnersCapitalAccount,,1718.000,1691.000,1627.000,1633.000,1508.000,1551.000,1458.000,1332.000,1293.000,,1191.000
GeneralPartnersCapitalAccountValue,862.000,,,,,,,,,,,
Liabilities,1500410.000,9805766.000,919771.000,409824.000,153754.000,731189.000,138709.000,259146.000,60007.000,188083.000,,127864.000
LiabilitiesAndPartnersCapital,39656774.000,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,,22428558.000,8453564.000,6388959.000,6016786.000,5126251.000,3897045.000,3318749.000,2640975.000,2133407.000,,1328588.000
LiabilitiesFairValueDisclosure,,,,,-1012834.000,-714138.000,-771493.000,-832438.000,-412366.000,-272261.000,,-13026.000
MarginDepositAssets,2906422.000,1726592.000,2199813.000,1371765.000,1147224.000,781836.000,658131.000,352633.000,140332.000,96206.000,,3936.000
MoneyMarketFundsAtCarryingValue,,,,2963647.000,2964649.000,2965547.000,2016020.000,2016336.000,1516515.000,1516655.000,,1266922.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,53465.000,67138.000,69213.000,47640.000,47425.000,48182.000,37452.000,41085.000,26623.000,12134.000,,14424.000
PartnersCapital,38156364.000,12622792.000,7533793.000,5979135.000,5863032.000,4395062.000,3758336.000,3059603.000,2580968.000,1945324.000,,1200724.000
PrepaidExpenseCurrent,,,,,,,,,,422.000,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,0.000
StockholdersEquity,,12622792.000,7533793.000,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,12622792.000,7533793.000,5979135.000,5863032.000,4395062.000,3758336.000,3059603.000,2580968.000,1945324.000,,1200724.000
TradingSecuritiesEquity,12116723.000,3100962.000,2928689.000,2782623.000,2407701.000,1550833.000,1210219.000,709768.000,657838.000,289720.000,,6512.000
