,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsAndNotesReceivableNet,,,1948175.000,,,,,,
AccountsPayable,-325570.000,915577.000,,,,,,,2229873.000
AccountsPayableOther,,,,,,,,276046.000,
AccountsPayableOtherCurrent,,,,,,,,,388031.000
AccountsPayableTrade,2306140.000,3574287.000,2703328.000,2749555.000,3095991.000,2636667.000,2247146.000,2111130.000,
AccountsReceivableGross,,,,,,,,,4838255.000
AccountsReceivableNet,4382306.000,3393631.000,,2147891.000,2293000.000,1277741.000,1101977.000,727729.000,1475506.000
AccountsReceivableNetCurrent,,,,,,,,,1475506.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,514218.000
AccruedLiabilitiesCurrent,937312.000,789070.000,1087364.000,853356.000,890774.000,423241.000,428281.000,445335.000,514218.000
AccruedSalaries,,,,,,51971.000,46117.000,65683.000,45809.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-136203.000,-139866.000,-152355.000,-140211.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-82411.000,-144033.000,-84646.000,-105204.000,-172297.000,-94549.000,-93080.000,-85869.000,-88857.000
AdditionalPaidInCapital,20636980.000,20636980.000,20636980.000,20636980.000,20636980.000,20636980.000,20775271.000,21120977.000,21363203.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,-336727.000,-391287.000,-428150.000
AllowanceForDoubtfulAccountsReceivable,63985.000,-42625.000,11358.000,1800250.000,9422.000,888970.000,-67976.000,167351.000,-3362749.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,1797373.000,3818209.000,3126942.000,3363959.000,3362749.000
Assets,7423145.000,6057416.000,6067753.000,6979796.000,6393856.000,4172007.000,3967099.000,3549955.000,4566925.000
AssetsCurrent,7394927.000,6019742.000,6032608.000,6112523.000,6338032.000,4107145.000,3817453.000,3390795.000,4417089.000
Cash,1443977.000,1396896.000,2321902.000,2021535.000,2194936.000,2414507.000,2312351.000,2289501.000,2046002.000
CommonStockValue,41508.000,41508.000,41508.000,41508.000,41508.000,41508.000,58429.000,80319.000,112391.000
ConvertibleNotesPayable,,,,,,,6750.000,189276.000,114576.000
ConvertibleNotesPayableCurrent,,,,,,,27000.000,,
ConvertiblePreferredStockSharesOutstanding,,,,,,4500000.000,,,
CustomerAdvancesCurrent,1520003.000,485102.000,711442.000,697769.000,903010.000,302042.000,90889.000,175697.000,960101.000
DebtInstrumentUnamortizedDiscount,,,,,,,-20250.000,,
DerivativeLiabilities,,,,,,,45914.000,38861.000,55324.000
DueFromRelatedParties,600917.000,630465.000,598570.000,685888.000,597228.000,0.000,,,
DueToRelatedParties,1237923.000,1350743.000,1032975.000,82484.000,1216204.000,1050937.000,1043186.000,607478.000,551120.000
FurnitureAndFixturesGross,,,,,,147165.000,204458.000,217794.000,169837.000
Liabilities,6011251.000,6209469.000,5544095.000,5551933.000,6110796.000,4413244.000,3865506.000,3567777.000,4446902.000
LiabilitiesAndStockholdersEquity,7423145.000,6057416.000,6067753.000,6171522.000,6393856.000,4172007.000,3967099.000,3549955.000,4566925.000
LiabilitiesCurrent,6011251.000,6209469.000,5544095.000,5551933.000,6110796.000,4413244.000,3819592.000,3528916.000,4446902.000
MinorityInterest,283302.000,-468761.000,-131194.000,-75528.000,-234673.000,-578344.000,-407511.000,-579809.000,-577841.000
NotesPayable,,,,323000.000,,,,,
NotesReceivableNet,,,,,,7935.000,,57993.000,
OtherAssetsMiscellaneous,,,,,,19930.000,8109.000,6250.000,57036.000
OtherLiabilitiesCurrent,,,,,,423241.000,,,
OtherPrepaidExpenseCurrent,,,,551987.000,688376.000,57871.000,5543.000,30249.000,398911.000
OtherReceivables,402680.000,598750.000,618429.000,702467.000,564492.000,349093.000,397582.000,285323.000,343035.000
OtherReceivablesNetCurrent,,,,,,,,,343035.000
PreferredStockValue,450.000,450.000,450.000,450.000,450.000,450.000,,,
PrepaidExpenseAndOtherAssetsCurrent,565049.000,,545532.000,551987.000,688376.000,57869.000,5543.000,30249.000,398911.000
PropertyPlantAndEquipmentNet,28218.000,37674.000,35145.000,58999.000,55824.000,64862.000,149646.000,159160.000,149836.000
RestrictedCashAndCashEquivalents,,,,,,,,,81481.000
RetainedEarningsAccumulatedDeficit,-19467935.000,-20218197.000,-19939440.000,-19878617.000,-19988908.000,-20247282.000,-20231516.000,-20553440.000,-20688873.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.200,0.200,0.200,0.200,0.000,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1,,,,0.800,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,,,,,0.800,0.330,0.080,0.000,
StockholdersEquity,1128592.000,316708.000,654852.000,695117.000,517733.000,-241237.000,,,120023.000
StockholdersEquityAttributableToParentNotAllowableForNetCapital,,,,,,,,,697864.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1411894.000,-152053.000,523658.000,619589.000,283060.000,-241237.000,101593.000,-17822.000,120023.000
TaxesPayable,,,,,,,,,7265.000
WarrantsAndRightsOutstanding,,,,31558500.000,31558500.000,31558500.000,31558500.000,0.000,
