,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,1300000.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,1700000.000,1900000.000,,1700000.000,800000.000,1100000.000,,1300000.000,1500000.000,1500000.000,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,1200000.000,1400000.000,,1200000.000,500000.000,700000.000,,800000.000,900000.000,900000.000,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,,,0.660,,0.160
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,,,0.660,,0.160
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,,,,,,,,,,,,,,28200000.000,,7000000.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,,,,,507000000.000,,474400000.000
BusinessExitCosts,,,,,200000.000,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,2900000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,3000000.000,,,,-3000000.000,,,,-8900000.000,,,,115200000.000,,,,32400000.000,,,,-5400000.000,,,,5600000.000
CommonStockDividendsPerShareCashPaid,0.315,0.315,0.315,,0.315,0.315,0.150,0.150,0.150,0.150,0.160,,,,,,,,,,0.180,0.180,0.190,,0.190
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,0.170,0.170,0.180,,,,,,
ComprehensiveIncomeNetOfTax,,19500000.000,10500000.000,,,,,,,,,,,,,,,11200000.000,43100000.000,,19400000.000,18800000.000,26200000.000,16900000.000,7700000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,2100000.000,7400000.000,17100000.000,18800000.000,10400000.000,19400000.000,18200000.000,27700000.000,3700000.000,18600000.000,22200000.000,-3500000.000,25900000.000,,,,,,,,
CostOfGoodsAndServicesSold,365200000.000,424800000.000,366500000.000,,,,,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,,9100000.000,,,,,,,,,,,,,,,,,,,,
CostOfRealEstateRevenue,,,,,15400000.000,,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,,462700000.000,403800000.000,,392800000.000,361700000.000,367200000.000,341600000.000,376000000.000,380100000.000,387800000.000,393000000.000,382600000.000,400700000.000,396800000.000,394100000.000,353300000.000,413900000.000,472500000.000,448900000.000,419600000.000,431600000.000,454200000.000,483000000.000,458000000.000
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,2200000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,-3500000.000,,,,700000.000,,,,4500000.000,,,,3000000.000,,,,2900000.000
DepreciationDepletionAndAmortization,27000000.000,,,,27000000.000,,,,17500000.000,,,,17500000.000,,,,16800000.000,,,,23800000.000,,,,24600000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,5300000.000,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,200000.000,-14000000.000,,-1400000.000,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,6500000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.120,0.450,0.210,0.040,0.090,0.180,0.450,0.370,0.210,0.470,0.400,0.180,0.080,0.420,0.500,0.650,0.580,0.230,0.950,0.610,0.420,0.420,0.580,0.450,0.160
EarningsPerShareDiluted,0.120,0.440,0.210,0.040,0.090,0.180,0.450,0.360,0.210,0.470,0.400,0.170,0.080,0.420,0.500,0.630,0.570,0.230,0.940,0.600,0.410,0.420,0.580,0.440,0.160
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,500000.000,500000.000,,500000.000,300000.000,400000.000,100000.000,500000.000,600000.000,600000.000,-1100000.000,,,,,,,,,,,,,
EscrowDepositsRelatedToPropertySales,,,,,9000000.000,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,-1700000.000,,,,,,,,100000.000,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,200000.000,,,,,,,,,,,,
GainLossOnDispositionOfProperty,,,,,,,,,100000.000,,,,,,,,,,,,,,,,
GainLossOnInvestments,3700000.000,,,,,,,,,,,,,,,,,,,,,,,,
GainOnSaleOfInvestments,,2500000.000,0.000,,,,,,,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,,,,,,,,3500000.000,79000000.000,,
IncomeLossFromContinuingOperations,1300000.000,13200000.000,18300000.000,22200000.000,2800000.000,15300000.000,19000000.000,14900000.000,9100000.000,20100000.000,17200000.000,7300000.000,3400000.000,,,,25000000.000,,,,18100000.000,,,,7000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,21700000.000,29000000.000,,4600000.000,30600000.000,30200000.000,19600000.000,15000000.000,32900000.000,23600000.000,14400000.000,5800000.000,31200000.000,40600000.000,45100000.000,40600000.000,29100000.000,67100000.000,41000000.000,29700000.000,29600000.000,40200000.000,29600000.000,10100000.000
