,2011-07-31,2011-10-31,2012-04-30,2012-07-31,2012-10-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,621000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,1453000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5282000.000,-12348000.000,1976000.000,12445000.000,-4101000.000
CommonStockDividendsPerShareDeclared,0.200,0.250,0.350,0.350,0.350
ComprehensiveIncomeNetOfTax,,,15949000.000,7908000.000,16651000.000
CostOfGoodsSold,92331000.000,92841000.000,97941000.000,94350000.000,95105000.000
DeferredIncomeTaxExpenseBenefit,349000.000,-1635000.000,-1871000.000,-1419000.000,-693000.000
Depreciation,,,,2579000.000,2588000.000
DepreciationDepletionAndAmortization,2493000.000,2622000.000,2542000.000,2664000.000,2673000.000
DividendsCommonStockCash,,,3882000.000,,
EarningsPerShareBasic,1.260,1.780,1.380,1.140,1.190
EarningsPerShareDiluted,1.230,1.740,1.340,1.110,1.160
EffectOfExchangeRateOnCashAndCashEquivalents,1827000.000,523000.000,-826000.000,825000.000,-450000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,700000.000,-439000.000,1453000.000,121000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,-439000.000,1453000.000,121000.000,
ForeignCurrencyTransactionGainLossBeforeTax,-463000.000,-378000.000,-10000.000,-225000.000,-22000.000
GainLossOnSaleOfPropertyPlantEquipment,119000.000,10000.000,39000.000,-9000.000,6000.000
GrossProfit,43311000.000,45183000.000,43294000.000,42060000.000,42088000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,20308000.000,23001000.000,20593000.000,19711000.000,18444000.000
IncomeTaxExpenseBenefit,6457000.000,3426000.000,5385000.000,7072000.000,5153000.000
IncomeTaxesPaid,,,,7436000.000,6938000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5305000.000,906000.000,367000.000,-3230000.000,1929000.000
IncreaseDecreaseInAccountsReceivable,-2403000.000,555000.000,10412000.000,-2900000.000,884000.000
IncreaseDecreaseInInventories,8194000.000,4622000.000,168000.000,2851000.000,-845000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-50000.000,-804000.000,-64000.000,-2156000.000,366000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2872000.000,2148000.000,1651000.000,-563000.000,692000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,266000.000,299000.000
InterestIncomeExpenseNonoperatingNet,-206000.000,-20000.000,-84000.000,-127000.000,56000.000
InterestPaid,,,,241000.000,109000.000
NetCashProvidedByUsedInFinancingActivities,-5017000.000,-29219000.000,2764000.000,1348000.000,-15706000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-5017000.000,-29219000.000,2764000.000,1348000.000,-15706000.000
NetCashProvidedByUsedInInvestingActivities,-2405000.000,-3360000.000,-4188000.000,-2656000.000,-3627000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2405000.000,-3360000.000,-4188000.000,-2656000.000,-3627000.000
NetCashProvidedByUsedInOperatingActivities,10877000.000,19708000.000,4226000.000,12928000.000,15682000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,10877000.000,19708000.000,4226000.000,12928000.000,15682000.000
NetIncomeLoss,13851000.000,19575000.000,15208000.000,12639000.000,13291000.000
OperatingIncomeLoss,20977000.000,23399000.000,20687000.000,20063000.000,18410000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,741000.000,-4731000.000,3360000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,741000.000,-4731000.000,
PaymentsOfDividends,4421000.000,2769000.000,,7799000.000,3919000.000
PaymentsToAcquireBusinessesGross,,,,18000.000,68000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,1180000.000,,
PaymentsToAcquireProductiveAssets,3406000.000,3482000.000,3103000.000,2654000.000,3604000.000
ProceedsFromIssuanceOfLongTermDebt,28500000.000,10500000.000,77000000.000,28700000.000,9000000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,210000.000,,808000.000,,34000.000
ProceedsFromRepaymentsOfNotesPayable,-2966000.000,635000.000,342000.000,-440000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,1001000.000,122000.000,95000.000,16000.000,45000.000
RepaymentsOfLongTermDebt,27040000.000,37146000.000,76839000.000,19234000.000,20821000.000
Revenues,135642000.000,138024000.000,141235000.000,136410000.000,137193000.000
SalesRevenueNet,135642000.000,138024000.000,141235000.000,136410000.000,137193000.000
SegmentReportingInformationRevenue,,,,136410000.000,137193000.000
SellingGeneralAndAdministrativeExpense,22334000.000,21784000.000,22607000.000,21997000.000,23678000.000
ShareBasedCompensation,746000.000,571000.000,621000.000,735000.000,785000.000
StockIssuedDuringPeriodValueNewIssues,,,808000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,11302000.000,11256000.000,11384000.000,11378000.000,11423000.000
WeightedAverageNumberOfSharesOutstandingBasic,10994000.000,11016000.000,11034000.000,11112000.000,11124000.000
