,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfDebtDiscountPremium,,,217000.000,,,,451000.000,,
AmortizationOfIntangibleAssets,15200000.000,14400000.000,12500000.000,11300000.000,10700000.000,10100000.000,9700000.000,9000000.000,8400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1713000.000,,,,-7492000.000,,
ComprehensiveIncomeNetOfTax,,,-3667000.000,-21582000.000,-6984000.000,,-11547000.000,-309000.000,-4650000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-6984000.000,,-11547000.000,-309000.000,-4650000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,0.150,,,,0.150,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,0.150,,,,0.150,,
DeferredIncomeTaxExpenseBenefit,,,,,,,1803000.000,,
DepreciationDepletionAndAmortization,,,13043000.000,,,,10380000.000,,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,0.479,,,,-0.227,,
GainLossOnSaleOfPropertyPlantEquipment,,,-287000.000,,,,-101000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-7041000.000,-7803000.000,-4530000.000,,-9411000.000,-683000.000,-5665000.000
IncomeLossFromEquityMethodInvestments,,,,,0.000,,0.000,0.000,0.000
IncomeTaxExpenseBenefit,,1600000.000,-3374000.000,13779000.000,2454000.000,,2136000.000,-374000.000,-1015000.000
IncomeTaxReconciliationTaxSettlementsStateAndLocal,,,,,,,,-1500000.000,
IncomeTaxesPaidNet,,,61000.000,,,,1245000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-5679000.000,,,,-534000.000,,
IncreaseDecreaseInAccountsReceivable,,,-3615000.000,,,,-3667000.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-2927000.000,,,,-4494000.000,,
IncreaseDecreaseInInterestPayableNet,,,10216000.000,,,,10196000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-1650000.000,,,,96000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-523000.000,,,,790000.000,,
IncreaseDecreaseInRestrictedCash,,,-2000.000,,,,-22000.000,,
InterestExpense,,,15369000.000,15485000.000,16411000.000,,16450000.000,16497000.000,16511000.000
InterestPaid,,,5558000.000,,,,6527000.000,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,0.006,,,,0.006,,
NetCashProvidedByUsedInFinancingActivities,,,-15038000.000,,,,-17038000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-15038000.000,,,,-17038000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-1154000.000,,,,-559000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1154000.000,,,,-559000.000,,
NetCashProvidedByUsedInOperatingActivities,,,14479000.000,,,,10105000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,14479000.000,,,,10105000.000,,
NetIncomeLoss,,,-3667000.000,,-6984000.000,,-11547000.000,,
OperatingExpenses,,,145085000.000,166068000.000,156050000.000,,150981000.000,167216000.000,167782000.000
OperatingIncomeLoss,,,10865000.000,7871000.000,11727000.000,11343000.000,7126000.000,15659000.000,10859000.000
OtherCostAndExpenseOperating,,,59696000.000,62069000.000,60153000.000,,58676000.000,63215000.000,61436000.000
OtherNoncashExpense,,,-3008000.000,,,,,,
OtherNonoperatingIncomeExpense,,,-2537000.000,-189000.000,154000.000,,-87000.000,155000.000,-13000.000
PaymentsOfDividendsCommonStock,,,38000.000,,,,38000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,474000.000,,,,790000.000,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,209000.000,,
ProceedsFromRepaymentsOfDebt,,,-5000000.000,,,,0.000,,
RepaymentsOfLinesOfCredit,,,10000000.000,,,,17000000.000,,
Revenues,,,155950000.000,173939000.000,167777000.000,169181000.000,158107000.000,182875000.000,178641000.000
SalesRevenueNet,,,155950000.000,173939000.000,167777000.000,169181000.000,158107000.000,182875000.000,178641000.000
SellingGeneralAndAdministrativeExpense,,,5867000.000,13855000.000,6071000.000,11128000.000,6415000.000,6822000.000,6816000.000
ShareBasedCompensation,,,426000.000,,,,278000.000,,
