,2012-08-13,2013-05-31,2014-05-31,2015-05-31,2016-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,6609.000,-3163.000,-2154.000
CashPeriodIncreaseDecrease,,-6295.000,,,
DebtInstrumentInterestRateDuringPeriod,,0.080,,,
EarningsPerShareBasicAndDiluted,,,-0.130,-0.090,-0.080
GeneralAndAdministrativeExpense,,32595.000,29591.000,18538.000,14354.000
IncomeLossFromContinuingOperations,,-35230.000,-33313.000,-22768.000,-19109.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-35230.000,-33313.000,-22768.000,-19109.000
IncomeLossFromContinuingOperationsPerBasicShare,,-0.140,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,3414.000,2866.000
IncreaseDecreaseInAccountsPayable,,24800.000,18400.000,10375.000,6900.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,1880.000,1880.000,1880.000
IncreaseDecreaseInDueToRelatedParties,,1880.000,,,
IncreaseDecreaseInInterestPayableNet,,755.000,1842.000,2350.000,2875.000
IncreaseDecreaseInOtherLoans,,,-17800.000,-5000.000,-5300.000
InterestExpense,,-755.000,-1842.000,-2350.000,2875.000
InterestExpenseDebt,,,1880.000,,
InterestExpenseRelatedParty,,-1880.000,-1880.000,-1880.000,1880.000
NetCashProvidedByUsedInFinancingActivities,,1500.000,17800.000,5000.000,5300.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1500.000,17800.000,5000.000,5300.000
NetCashProvidedByUsedInOperatingActivities,,-7795.000,-11191.000,-8163.000,-7454.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-7795.000,-11191.000,-8163.000,-7454.000
NetIncomeLoss,,-35230.000,-33313.000,-22768.000,-19109.000
OperatingExpenses,,32595.000,29591.000,18538.000,14354.000
OperatingIncomeLoss,,-32595.000,-29591.000,-18538.000,-14354.000
OtherExpenses,,-2635.000,-3722.000,-4230.000,4755.000
ProceedsFromConstructionLoansPayable,,1500.000,,,
ValuationAllowancesAndReservesAdjustments,,5285.000,4997.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,250556.000,250556.000
WeightedAverageNumberOfSharesOutstandingBasic,,,250556.000,250556.000,250556.000
