,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,,,,,,,,,,,88700.000,78300.000,78300.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,29500.000,80100.000,138900.000,172600.000,346500.000
AccruedLiabilitiesCurrent,18300.000,15500.000,7700.000,19500.000,19600.000,11300.000,1100.000,3900.000,2700.000,12600.000,7900.000,17900.000,4900.000,7100.000,8000.000,10800.000,3900.000,11600.000,8500.000,13900.000,9200.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,355900.000,307600.000,,0.000,-2100.000,-11100.000,-17100.000,-18800.000,-15800.000,-12100.000,-9400.000,-9600.000,-9400.000,-6500.000,4400.000,3500.000,2400.000,1600.000,1000.000,700.000,400.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,1936600.000,1964800.000,2100000.000,2126700.000,2153500.000,2180200.000,2134500.000,2141400.000,2170200.000,2195200.000,2063900.000,2094500.000,2124900.000,2155500.000,2848700.000,2889400.000,2930200.000,2971000.000,3011400.000,3036500.000,3061800.000
Assets,10440200.000,10126100.000,5201300.000,4960400.000,4777800.000,4659500.000,4463000.000,4265300.000,4183900.000,4024300.000,3861000.000,3805700.000,3769000.000,3535300.000,2123700.000,2051900.000,1987800.000,1302600.000,1303200.000,1289900.000,1372200.000
AssetsCurrent,685600.000,675700.000,501800.000,375700.000,306800.000,303400.000,339000.000,277000.000,343100.000,326100.000,375600.000,364600.000,381900.000,194700.000,183000.000,135800.000,98100.000,97300.000,67700.000,54600.000,54100.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,41103800.000,,,,41232100.000,,,,43440400.000,,,,44170800.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,4110300.000,,,,3478500.000,,,,1932800.000,,,,1199400.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,1110900.000,,,,1102500.000,,,,1102500.000,,,,1102500.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,44103200.000,,,,43608100.000,,,,44270700.000,,,,44267700.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,68000.000,67900.000,71600.000,44200.000,20100.000,1600.000,33800.000,5800.000,33600.000,,43700.000,,,0.000,,1200.000,,0.000,0.000,,
DerivativeAssetFairValueNet,,,,,,,17100.000,,11300.000,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,17800.000,7100.000
