,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AllocatedShareBasedCompensationExpense,,,,27390.000,27691.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1395216.000,,,
ComprehensiveIncomeNetOfTax,2063496.000,1711687.000,173410.000,1409446.000,1378447.000,653735.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,17685.000,22682.000,6766.000,-13253.000,24067.000,9593.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2045811.000,1689005.000,166644.000,1422699.000,1354380.000,644142.000
CostOfGoodsAndServicesSold,4871247.000,3272012.000,2074656.000,4242660.000,3461742.000,3475529.000
DepreciationDepletionAndAmortization,,,118724.000,127724.000,152687.000,152951.000
EarningsPerShareBasic,0.390,0.310,0.030,0.370,0.230,0.070
EarningsPerShareDiluted,0.390,0.310,0.030,0.360,0.220,0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,,41252.000,,,
GainLossOnDerivativeInstrumentsNetPretax,140341.000,27491.000,-199508.000,107441.000,-95756.000,7631.000
GeneralAndAdministrativeExpense,512641.000,396692.000,490713.000,540789.000,432169.000,1135697.000
GrossProfit,2841537.000,2417031.000,1241275.000,2740468.000,2067378.000,2066617.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,1655751.000,227663.000,1997728.000,1272240.000,581516.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2053506.000,,,,,
IncomeTaxExpenseBenefit,314105.000,270758.000,97048.000,319420.000,229618.000,216709.000
IncomeTaxesPaid,,,775123.000,,,
IncreaseDecreaseInAccountsPayable,,,-4539.000,,,
IncreaseDecreaseInAccountsReceivable,,,739737.000,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-26122.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,,-1493151.000,,,
IncreaseDecreaseInCustomerAdvances,,,-108803.000,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,-517169.000,,,
IncreaseDecreaseInInventories,,,-1374764.000,,,
IncreaseDecreaseInOtherReceivables,,,1701006.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-81913.000,,,
InterestExpense,10816.000,26922.000,27163.000,37741.000,43061.000,41523.000
InterestPaid,,,27163.000,,,
LeaseAndRentalExpense,,,,21989.000,21174.000,
NetCashProvidedByUsedInFinancingActivities,,,159887.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,159887.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-5758.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5758.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-1590597.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1590597.000,,,
NetIncomeLoss,1738077.000,1379255.000,126021.000,1690380.000,1036555.000,353195.000
NetIncomeLossAttributableToNoncontrollingInterest,1324.000,5738.000,4594.000,-12072.000,6067.000,11612.000
NonoperatingIncomeExpense,,,,395.000,0.000,
OperatingIncomeLoss,1925024.000,1658477.000,454820.000,1928212.000,1411658.000,592670.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,324095.000,326694.000,42795.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,-268862.000,335825.000,
PaymentsToAcquireMachineryAndEquipment,,,5758.000,,,
PaymentsToFundLongtermLoansToRelatedParties,,,0.000,,,
ProceedsFromBankDebt,,,791315.000,,,
ProductWarrantyExpense,,,,16770.000,13611.000,
ProfitLoss,1739401.000,1384993.000,130615.000,1678308.000,1042622.000,364807.000
RepaymentsOfLinesOfCredit,,,631428.000,,,
Revenues,7712784.000,5689043.000,3315931.000,6983128.000,5529120.000,5542146.000
SalesRevenueNet,7712784.000,5689043.000,3315931.000,6983128.000,5529120.000,5542146.000
SellingExpense,454792.000,398520.000,318679.000,344173.000,304085.000,391035.000
ShareBasedCompensation,,,60068.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,4510000.000,4510000.000,4710528.000,4717639.000,4703945.000,-9530205.000
WeightedAverageNumberOfSharesOutstandingBasic,4510000.000,4510000.000,4562611.000,4569722.000,4578571.000,-9132753.000
