,2011-06-30,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,3000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,0.000,,1978.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,-0.140,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.150,0.150
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-0.150,-0.150
GeneralAndAdministrativeExpense,,,,,11553.000,5988.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-16000.000,-26000.000,-35485.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-62553.000,-47288.000
IncreaseDecreaseInAccountsPayable,,-15396.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,9755.000
IncreaseDecreaseInDueToRelatedParties,,,,,62553.000,
LeaseAndRentalExpense,,,4285.000,,,
ManagementFeeExpense,12000.000,22000.000,22000.000,12000.000,18000.000,18000.000
NetCashProvidedByUsedInFinancingActivities,,,9485.000,0.000,,36511.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,9485.000,0.000,,36511.000
NetCashProvidedByUsedInInvestingActivities,,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,-9485.000,,,-34533.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-9485.000,,,-34533.000
NetIncomeLoss,-16000.000,-26000.000,-35485.000,-26000.000,-62553.000,-47288.000
OperatingExpenses,16000.000,26000.000,35485.000,26000.000,62553.000,47288.000
OperatingIncomeLoss,,,,-26000.000,-62553.000,-47288.000
PaymentsForProceedsFromLongtermInvestments,,,,0.000,,
ProceedsFromContributionsFromParent,,,,,,3000.000
ProceedsFromLoans,,-85391.000,9485.000,,,
ProceedsFromRelatedPartyDebt,,,,,,36511.000
ProfessionalFees,,,5000.000,10000.000,33000.000,23300.000
ShareBasedCompensation,,10000.000,10000.000,,,
StockIssuedDuringPeriodValueIssuedForServices,,,10000.000,10000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,179586.000,260983.000,260983.000
WeightedAverageNumberOfSharesOutstandingBasic,6095000.000,7903219.000,24588151.000,,,
