,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,69519.000,,,,8971.000,,,,9785.000,,,,8375.000,,,,4453.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,93480.000,,,,-109949.000,,,,-30375.000
CashPeriodIncreaseDecrease,,,-124191.000,,,,-69985.000,,,,75350.000,,,,,,,,,,,,
CostOfGoodsSold,260032.000,224307.000,172095.000,163894.000,145822.000,135969.000,141691.000,125301.000,181931.000,169120.000,163783.000,167466.000,116264.000,230784.000,121317.000,56349.000,106562.000,122883.000,107180.000,105184.000,74581.000,89119.000,90028.000
DebtInstrumentDecreaseForgiveness,,,,,,,,,710.000,,,,,,,,,,,,,,
Depreciation,,,2400.000,,,,2303.000,,,,334.000,,,,0.000,,,,0.000,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-0.000,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,-0.010,-0.010,-0.010,0.070,-0.050,,,,,0.000,,,,,,,,,,,,-0.000
EarningsPerShareBasicAndDiluted,,,,,,,-0.010,-0.010,-0.010,0.010,,-0.010,-0.010,,0.000,0.020,0.000,0.000,0.010,0.000,-0.000,-0.010,
EarningsPerShareDiluted,,,,,,,,,,,0.000,,,,,,,,,,,,-0.000
GainsLossesOnExtinguishmentOfDebt,,,,,3428875.000,,,,0.000,,,,,,,-1355375.000,0.000,,,,0.000,,
GeneralAndAdministrativeExpense,217114.000,183712.000,155197.000,158968.000,154820.000,182382.000,102025.000,116026.000,100755.000,319838.000,68173.000,84177.000,78615.000,453517.000,75602.000,54910.000,70946.000,119489.000,88013.000,66517.000,66821.000,119643.000,42787.000
GrossProfit,233798.000,257018.000,152922.000,193803.000,159891.000,204658.000,127003.000,170970.000,207631.000,163376.000,238659.000,211447.000,174447.000,225077.000,191905.000,141727.000,149510.000,147071.000,266784.000,282209.000,139823.000,123730.000,165887.000
IncomeLossFromContinuingOperations,-390556.000,-186160.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-390556.000,-186160.000,-259293.000,-213005.000,3285746.000,-2612531.000,-111152.000,-87675.000,-45449.000,-768922.000,26094.000,-19362.000,-64322.000,-783219.000,-31275.000,1278010.000,-46191.000,-364607.000,35890.000,81795.000,-49920.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,-2388.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,122929.000,,,,-32406.000,,,,8615.000,,,,-26755.000,,,,-35321.000,,,,-34722.000
IncreaseDecreaseInAccountsReceivable,,,-34561.000,,,,19427.000,,,,-13977.000,,,,131436.000,,,,-73677.000,,,,12096.000
IncreaseDecreaseInCustomerDeposits,,,-4500.000,,,,0.000,,,,-875.000,,,,-16115.000,,,,-45378.000,,,,130.000
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,29250.000,,,,29250.000,,,,0.000,,,,
IncreaseDecreaseInInventories,,,-16464.000,,,,13414.000,,,,18669.000,,,,1261.000,,,,6912.000,,,,-5491.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,28000.000,,,,0.000,,,,,,,,,,,,
InterestExpense,131625.000,131625.000,1666.000,1705.000,1852.000,310576.000,1972.000,1929.000,-1919.000,116089.000,-1833.000,-1799.000,-1754.000,-117801.000,-303.000,-263.000,-240.000,-58680.000,-143.000,-102.000,-55.000,-14.000,0.000
InterestExpenseOther,1991.000,1946.000,-131625.000,-131625.000,-22500.000,,-22500.000,-29250.000,-29250.000,,-29250.000,-29250.000,-29250.000,,-29250.000,-29250.000,0.000,,0.000,0.000,0.000,,
InterestExpenseRelatedParty,,,,,,,,775.000,,,,,,,,,,,,,,,
InterestPaid,,,1666.000,,,,1972.000,,,,1833.000,,,,303.000,,,,143.000,,,,0.000
InvestmentIncomeInterest,1.000,0.000,,0.000,0.000,,,,,,,,,,,,,,,,,,
LeaseAndRentalExpense,14140.000,10641.000,10106.000,9412.000,9102.000,9412.000,9412.000,9412.000,9412.000,10116.000,8768.000,8482.000,8483.000,8482.000,8604.000,8605.000,8608.000,8607.000,8609.000,8608.000,8611.000,8422.000,8578.000
LineOfCreditFacilityIncreaseAdditionalBorrowings,,,,,,,-4794.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,,,,,,96177.000,,,,-107121.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,-4221.000,,,,1458.000,,,,-2545.000,,,,-2697.000,,,,-2828.000,,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4221.000,,,,1458.000,,,,-2545.000,,,,-2697.000,,,,-2828.000,,,,0.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,,,,,,,,,,,,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,,,,,,,,,,,,,0.000
NetCashProvidedByUsedInOperatingActivities,,,-119970.000,,,,-71443.000,,,,77895.000,,,,,,,,,,,,-30375.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-119970.000,,,,-71443.000,,,,77895.000,,,,,,,,,,,,-30375.000
NetIncomeLoss,-390556.000,-186160.000,-259293.000,-213005.000,3285746.000,-2612531.000,-111152.000,-87675.000,-45449.000,-768922.000,26094.000,-19362.000,-64322.000,-783219.000,-31275.000,1278010.000,-46191.000,-364607.000,35890.000,81795.000,-49920.000,-283961.000,-2388.000
OperatingExpenses,490739.000,309607.000,278924.000,273478.000,278668.000,2792363.000,213683.000,229636.000,222621.000,901721.000,181482.000,200572.000,207917.000,978255.000,193627.000,189579.000,195461.000,511498.000,230751.000,200312.000,189688.000,443397.000,168275.000
OperatingIncomeLoss,-256941.000,-52589.000,-126002.000,-79675.000,-118777.000,-2587705.000,-86680.000,-58666.000,-14990.000,-738345.000,57177.000,10875.000,-33470.000,-753178.000,-1722.000,-47852.000,-45951.000,-364427.000,36033.000,81897.000,-49865.000,-319667.000,-2388.000
