,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccretionExpense,,,,,,,,400.000,,,
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,,,,,,,173.000,,,
AmortizationOfDebtDiscountPremium,,,,,,,,21481.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,147676.000,,897676.000,,,
AssetRetirementObligationAccretionExpense,,3930.000,,1051.000,,,,400.000,,,
AssetRetirementObligationPeriodIncreaseDecrease,,,,,,,,-500.000,,,
CashPeriodIncreaseDecrease,,3458.000,,-5662.000,,,,-63571.000,,,
DepreciationDepletionAndAmortization,,2504.000,,2336.000,,,,1738.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.020,-0.010,-0.020,-0.020,-0.020,-0.020,-0.030,-0.030
EffectOfChangeInCashFlowProjectionEstimate,,,,,,,,500.000,,,
GeneralAndAdministrativeExpense,110990.000,143128.000,168909.000,297124.000,199229.000,312018.000,240404.000,225624.000,181096.000,332184.000,426086.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-114307.000,-150154.000,-186341.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,17381.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,36545.000,,,,-2848.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,50000.000,,54380.000,,,,,,,
IncreaseDecreaseInAccountsReceivable,,-100.000,,-2424.000,,,,-904.000,,,
IncreaseDecreaseInAssetRetirementObligations,,,,,,,,500.000,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,48379.000,,,
IncreaseDecreaseInOtherAccruedLiabilities,,2397.000,,7598.000,,,,13619.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,12044.000,,,
IncreaseDecreaseInPrepaidExpense,,,,6899.000,,,,,,,
InitialFranchiseFees,,,,45000.000,,,,,,,
InterestAndDebtExpense,,,,28407.000,,,,,,,
InterestExpense,1291.000,2397.000,4985.000,7962.000,9575.000,10906.000,12115.000,40159.000,58468.000,82275.000,37593.000
InterestExpenseRelatedParty,,,,7598.000,,,,11178.000,,,
InterestIncomeOther,,,,,,,,-45.000,-4.000,-1.000,
LeaseOperatingExpense,58130.000,50963.000,35005.000,30969.000,32888.000,33847.000,33645.000,10771.000,17301.000,5553.000,1395.000
NetCashProvidedByUsedInFinancingActivities,,77500.000,,104000.000,,,,100000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,77500.000,,104000.000,,,,100000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,-45000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-45000.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-74042.000,,-64662.000,,,,-163571.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-74042.000,,-64662.000,,,,-163571.000,,,
NetIncomeLoss,-114307.000,-150154.000,-186341.000,-315047.000,-208977.000,-325019.000,-242043.000,-257480.000,-243484.000,-413815.000,-582859.000
OilAndGasRevenue,74846.000,52768.000,24870.000,24395.000,34075.000,34202.000,31837.000,21167.000,15937.000,4573.000,0.000
OilAndGasSalesRevenue,,,,,,,,,15937.000,4573.000,
OperatingCostsAndExpenses,187862.000,200524.000,206226.000,331480.000,233477.000,348315.000,261765.000,238533.000,201318.000,336114.000,544855.000
OperatingIncomeLoss,-113016.000,-147757.000,-181356.000,-307085.000,-199402.000,-314113.000,-229928.000,-217366.000,-185380.000,-331541.000,-544856.000
OtherDeferredCostAmortizationExpense,,,,,,,,1125.000,,,
OtherExpenses,-1291.000,2397.000,4985.000,,,,,40114.000,58464.000,82274.000,37643.000
OtherMaterialNoncashItems,,,,,,,,41126.000,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,-185380.000,-331541.000,
ProceedsFromConvertibleDebt,,,,,,,,100000.000,,,
ProceedsFromNotesPayable,,77500.000,,104000.000,,,,,,,
ProfitLoss,,,,315047.000,,,,-257480.000,,,
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,18742.000,6434.000,2311.000,3387.000,1360.000,2450.000,2716.000,2138.000,2920.000,-1623.000,3375.000
SegmentReportingInformationOperatingIncomeLoss,,,,,,,,-238533.000,,,
SegmentReportingSegmentRevenue,,,,,,,,21167.000,,,
ShareBasedCompensation,,,,144000.000,,,,,,,
StockIssued,,,,,,,,45000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,49919289.000,50169289.000,14359025.000,14767553.000,14767553.000,-29132057.000,15169895.000,15212553.000,15237553.000,-30361558.000
