,2011-06-30,2011-09-30,2012-03-31
AdjustmentForAmortization,,,76000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,-29000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,10829000.000
ComprehensiveIncomeNetOfTax,248000.000,269000.000,146000.000
DepreciationNonproduction,,,76000.000
EarningsPerShareBasicAndDiluted,0.090,0.070,0.090
FederalDepositInsuranceCorporationPremiumExpense,77000.000,,23000.000
FeesAndCommissionsDepositorAccounts,90000.000,101000.000,103000.000
GainLossOnSaleOfInvestments,7000.000,,29000.000
GainsLossesOnSalesOfOtherRealEstate,-11000.000,,
IncomeTaxExpenseBenefit,,,0.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-33000.000
IncreaseDecreaseInDeposits,,,15529000.000
IncreaseDecreaseInInterestPayableNet,,,-5000.000
IncreaseDecreaseInOtherOperatingAssets,,,-42000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,137000.000
InformationTechnologyAndDataProcessing,136000.000,138000.000,146000.000
InterestAndDividendIncomeOperating,1866000.000,1917000.000,1901000.000
InterestAndDividendIncomeSecurities,69000.000,71000.000,61000.000
InterestAndFeeIncomeLoansAndLeases,1763000.000,1828000.000,1824000.000
InterestExpense,300000.000,306000.000,271000.000
InterestExpenseDomesticDeposits,267000.000,272000.000,236000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,33000.000,34000.000,35000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1490000.000,1376000.000,1487000.000
InterestIncomeExpenseNet,1566000.000,1611000.000,1630000.000
InterestIncomeFederalFundsSold,0.000,1000.000,1000.000
InterestPaid,,,276000.000
LaborAndRelatedExpense,594000.000,587000.000,715000.000
MarketingAndAdvertisingExpense,18000.000,25000.000,24000.000
NetCashProvidedByUsedInFinancingActivities,,,14998000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,14998000.000
NetCashProvidedByUsedInInvestingActivities,,,-4807000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4807000.000
NetCashProvidedByUsedInOperatingActivities,,,638000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,638000.000
NetIncomeLoss,234000.000,275000.000,165000.000
NetIncomeLossAvailableToCommonStockholdersBasic,154000.000,120000.000,159000.000
NoninterestExpense,1358000.000,1226000.000,1474000.000
NoninterestIncome,102000.000,125000.000,152000.000
NoninterestIncomeOtherOperatingIncome,16000.000,24000.000,20000.000
OccupancyNet,223000.000,249000.000,267000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,14000.000,-6000.000,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,-32000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-19000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,-13000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,-29000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,7000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,-3000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,21000.000,-6000.000,
OtherInterestAndDividendIncome,34000.000,17000.000,15000.000
OtherNoninterestExpense,122000.000,228000.000,221000.000
PaymentsForProceedsFromLoansAndLeases,,,6284000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,7000.000
PaymentsToAcquireAvailableForSaleSecurities,,,2111000.000
PaymentsToAcquireProductiveAssets,,,14000.000
PaymentsToAcquireRestrictedInvestments,,,248000.000
PreferredStockDividendsAndOtherAdjustments,80000.000,155000.000,6000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,2353000.000
ProceedsFromRepaymentsOfShortTermDebt,,,-524000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,1051000.000
ProceedsFromSaleOfRestrictedInvestments,,,248000.000
ProfessionalFees,188000.000,-1000.000,78000.000
ProvisionForLoanAndLeaseLosses,76000.000,235000.000,143000.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,,165000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1788262.000
