,2011-09-30,2012-03-31
AmortizationOfDebtDiscountPremium,,155359.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-260.000,-150.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-3643.000
ComprehensiveIncomeNetOfTax,-828364.000,-675949.000
CostOfGoodsSold,129523.000,176674.000
DepreciationAndAmortization,27047.000,33115.000
EarningsPerShareBasicAndDiluted,-0.040,-0.030
GainLossOnSaleOfPropertyPlantEquipment,,15324.000
GrossProfit,-57670.000,-115806.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-828104.000,-675799.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,81538.000
IncreaseDecreaseInAccountsReceivable,,-25673.000
IncreaseDecreaseInInventories,,-64679.000
IncreaseDecreaseInOtherCurrentAssets,,-5962.000
InterestExpense,345758.000,182281.000
NetCashProvidedByUsedInFinancingActivities,,88000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,88000.000
NetCashProvidedByUsedInInvestingActivities,,27255.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,27255.000
NetCashProvidedByUsedInOperatingActivities,,-118898.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-118898.000
NetIncomeLossAvailableToCommonStockholdersBasic,-828104.000,-675799.000
NonoperatingIncomeExpense,-345758.000,-166957.000
OperatingExpenses,424676.000,393036.000
OperatingIncomeLoss,-482346.000,-508842.000
ProceedsFromConvertibleDebt,,100000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,27255.000
RepaymentsOfRelatedPartyDebt,,12000.000
ResearchAndDevelopmentExpense,19708.000,
SalesRevenueGoodsNet,71853.000,60868.000
SellingGeneralAndAdministrativeExpense,377921.000,359921.000
StockOptionPlanExpense,,30739.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,19976401.000
