,2011-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,705333.000
CashAcquiredFromAcquisition,40272.000
CashPeriodIncreaseDecrease,121088.000
CostOfGoodsSold,212202.000
CostsAndExpenses,1102343.000
DebtConversionConvertedInstrumentAmount1,56000.000
Depreciation,275930.000
EarningsPerShareBasicAndDiluted,-0.038
GeneralAndAdministrativeExpense,551118.000
GrossProfit,250640.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-877604.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-6939.000
IncreaseDecreaseInAccountsReceivable,12339.000
InterestExpense,25901.000
NetCashProvidedByUsedInFinancingActivities,395000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,395000.000
NetCashProvidedByUsedInInvestingActivities,6761.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,6761.000
NetCashProvidedByUsedInOperatingActivities,-280673.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-280673.000
NetIncomeLoss,-877604.000
NonoperatingIncomeExpense,-25901.000
OperatingExpenses,71557.000
OperatingIncomeLoss,-851703.000
PaymentsToAcquirePropertyPlantAndEquipment,16764.000
ProceedsFromIssuanceOfCommonStock,395000.000
ResearchAndDevelopmentExpense,203738.000
SalesRevenueServicesNet,462842.000
ShareBasedCompensation,5850.000
StockIssued1,5850.000
WeightedAverageNumberOfSharesOutstandingBasic,23351643.000
