,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,13435.000,43093.000,24780.000,,,,,,,,72632.000,100952.000,87748.000,82785.000,,,,
AdditionalPaidInCapital,449090.000,449090.000,479511.000,,,,,,,,748729.000,905047.000,1046085.000,1046085.000,,,,
Assets,198272.000,189075.000,213343.000,,,,,,,,192666.000,155482.000,140939.000,134130.000,,,,
AssetsCurrent,14056.000,8256.000,45640.000,,,,,,,,45793.000,21726.000,19919.000,26194.000,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,,,20012.000,20012.000,20012.000,20012.000,,,,
CapitalizedCostsUnprovedProperties,40537.000,47877.000,47877.000,,,,,,,,,,,,,,,
Cash,,,,,,,,,,,43006.000,18939.000,7132.000,13407.000,,,,
CashAndCashEquivalentsAtCarryingValue,12831.000,6350.000,43814.000,,,,,,,,43006.000,18939.000,7132.000,13407.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,,,,,,,14405.000,56329.000,148733.000,148733.000,,,,
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,1500000000.000,75000000.000,1500000000.000,1500000000.000,1500000000.000,2000000000.000,4500000.000,4500000.000,4500000000.000,4500000000.000,4500000000.000,4500000000.000
CommonStockSharesOutstanding,34247417.000,34247417.000,34247417.000,40147417.000,46113507.000,46113507.000,46113507.000,56113507.000,62764768.000,,,,,,45338846.000,425124057.000,1905958724.000,1905958724.000
CommonStockValue,3425.000,3425.000,3425.000,,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,373718.000,428168.000,497427.000,,,,,,,,1570434.000,2820339.000,2768967.000,2762275.000,,,,
DividendsPayableCurrent,,,,,,,,,,,23871.000,25593.000,27353.000,29056.000,,,,
DueToRelatedPartiesCurrent,30076.000,45671.000,117403.000,,,,,,,,332747.000,198982.000,196985.000,226064.000,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,,,,,341002.000,1451609.000,1161156.000,1117398.000,,,,
Liabilities,43511.000,88764.000,151870.000,,,,,,,,924002.000,1938481.000,1639124.000,1625623.000,,,,
LiabilitiesAndStockholdersEquity,198272.000,189075.000,213343.000,,,,,,,,192666.000,155482.000,140939.000,134130.000,,,,
LiabilitiesCurrent,,,,,,,,,,,924002.000,1938481.000,1639124.000,1625623.000,,,,
MinorityInterest,75964.000,75964.000,75964.000,,,,,,,,75964.000,75964.000,75964.000,75964.000,,,,
NotesPayable,,,,,,,,,,,153750.000,161345.000,165882.000,170320.000,,,,
NotesPayableCurrent,,,9687.000,,,,,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,,,,,,,,,10000.000,10000.000,,,,
PreferredStockSharesOutstanding,,,,,,,,,,,,,,,,,,1000.000
PropertyPlantAndEquipmentGross,,,,,,,,,,,126861.000,113744.000,101008.000,87924.000,,,,
PropertyPlantAndEquipmentNet,184216.000,180819.000,167703.000,,,,,,,,146873.000,133756.000,121020.000,107936.000,,,,
PropertyPlantAndEquipmentOtherNet,143679.000,132942.000,119826.000,,,,,,,,,,,,,,,
SharesIssued,,,,,,0.000,0.000,0.000,0.000,,,,0.000,0.000,,,,
SharesOutstanding,,,,,,,,,,82622445.000,144049894.000,563297130.000,14873382.000,14873382.000,,,,
StockholdersEquity,78797.000,24347.000,-14491.000,,,,,,,,-807300.000,-1858963.000,-1574149.000,-1567457.000,,,,
StockholdersEquityAttributableToParentNotAllowableForNetCapital,,,,,,,,,,,-731336.000,-1782999.000,-1498185.000,-1491493.000,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,154761.000,100311.000,61473.000,,,,,,,,-731336.000,-1782999.000,-1498185.000,-1491493.000,,,,
ValueAddedTaxReceivableCurrent,1225.000,1906.000,1826.000,,,,,,,,2787.000,2787.000,2787.000,2787.000,,,,
