,2011-09-30,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,112935.000,
ComprehensiveIncomeNetOfTax,,,733474.000
CostOfRevenue,434071.000,1737541.000,1256503.000
DepreciationAndAmortization,,200939.000,
EarningsPerShareBasic,0.010,-0.040,0.020
EarningsPerShareDiluted,,-0.040,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,16399.000,
GeneralAndAdministrativeExpense,454767.000,735490.000,
GrossProfit,1208523.000,184742.000,2287240.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,453253.000,-1925859.000,530583.000
IncomeTaxExpenseBenefit,130160.000,-152721.000,413806.000
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInAccountsPayable,,-1221344.000,
IncreaseDecreaseInAccountsReceivable,,-1708831.000,
IncreaseDecreaseInDeferredRevenue,,0.000,
IncreaseDecreaseInDueToRelatedParties,,82276.000,
IncreaseDecreaseInIncomeTaxesReceivable,,367446.000,
IncreaseDecreaseInInventories,,137240.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-81263.000,
InterestExpense,31761.000,60922.000,401267.000
InterestPaid,,0.000,
NetCashProvidedByUsedInFinancingActivities,,736842.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,736842.000,
NetCashProvidedByUsedInInvestingActivities,,18747.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,18747.000,
NetCashProvidedByUsedInOperatingActivities,,-659053.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-659053.000,
NetIncomeLoss,323093.000,-1773138.000,116777.000
OperatingExpenses,831183.000,1969198.000,1401002.000
OperatingIncomeLoss,377340.000,-1784456.000,886238.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,616697.000
OtherNoncashIncomeExpense,,24178.000,
OtherNonoperatingIncome,107674.000,-80481.000,
OtherNonoperatingIncomeExpense,,,45612.000
PaymentsForOtherDeposits,,-19993.000,
PaymentsToAcquireAvailableForSaleSecurities,,0.000,
ProceedsFromConvertibleDebt,,78500.000,
ProceedsFromRepaymentsOfShortTermDebt,,658342.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,0.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,0.000,
ResearchAndDevelopmentExpense,252223.000,172041.000,122604.000
Revenues,1642594.000,1922283.000,3543743.000
SalesRevenueNet,1642594.000,1922283.000,3543743.000
SellingAndMarketingExpense,124193.000,1061667.000,1278398.000
ShareBasedCompensation,,836627.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,39903651.000,44731688.000
WeightedAverageNumberOfSharesOutstandingBasic,39888750.000,39903651.000,6953462.000
