,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AmortizationOfDeferredLeasingFees,,,64000.000,81000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,23000.000,27000.000
AssetImpairmentCharges,,,576000.000,2000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-887000.000,-293000.000,274000.000,-157000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,82000.000,28000.000,
ContributionsFromNoncontrollingInterests,,97000.000,,
CurrentStateAndLocalTaxExpenseBenefit,,,6000.000,0.000
DepreciationAndAmortization,543000.000,565000.000,539000.000,541000.000
DepreciationDepletionAndAmortization,,,650000.000,533000.000
DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,,,94000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,1111000.000,31000.000
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,183000.000,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,882000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,882000.000,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,-2432000.000,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,17787000.000,,
GeneralAndAdministrativeExpense,70000.000,93000.000,79000.000,72000.000
ImpairmentOfRealEstate,0.000,,,2000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,191000.000,-1850000.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,96.080,-930.580
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-229000.000,-31000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,-115.190,-15.600
IncomeLossFromEquityMethodInvestments,-1306000.000,-1063000.000,1359000.000,1547000.000
IncomeTaxExpenseBenefit,-4000.000,7000.000,-6000.000,
IncomeTaxesPaid,0.000,6000.000,,
IncomeTaxesPaidNet,,,6000.000,10000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-88000.000,-60000.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-321000.000,-411000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,649000.000,802000.000,194000.000,29000.000
IncreaseDecreaseInAccountsReceivable,-41000.000,115000.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,-75000.000,95000.000,5000.000,-423000.000
IncreaseDecreaseInAssetRetirementObligations,0.000,,,
IncreaseDecreaseInDeferredCharges,155000.000,,,
IncreaseDecreaseInDerivativeAssets,0.000,,,
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,0.000,,,
IncreaseDecreaseInOtherOperatingAssets,-58000.000,-3000.000,22000.000,
IncreaseDecreaseInSecurityDeposits,-29000.000,-2000.000,2000.000,-1000.000
InterestAndOtherIncome,2000.000,,,
InterestExpense,423000.000,543000.000,434000.000,364000.000
InterestPaid,,,496000.000,321000.000
InterestPaidNet,337000.000,333000.000,,
InvestmentIncomeNet,,,12000.000,
