,2011-09-30,2012-03-31
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-5973.000
IncreaseDecreaseInAccountsPayable,,-2002.000
NetCashProvidedByUsedInFinancingActivities,,7975.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,7975.000
NetCashProvidedByUsedInOperatingActivities,,-7975.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-7975.000
NetIncomeLossAvailableToCommonStockholdersBasic,-8487.000,-5973.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-0.000,-0.000
OperatingIncomeLoss,-8487.000,-5973.000
ProceedsFromContributedCapital,,7975.000
SellingGeneralAndAdministrativeExpense,8487.000,5973.000
WeightedAverageNumberOfSharesOutstandingBasic,55500000.000,55500000.000
