,2011-07-31,2012-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,4138937.000
CommonStockDividendsPerShareCashPaid,0.610,0.350
ComprehensiveIncomeNetOfTax,183143.000,111930.000
CostsAndExpenses,29923.000,24153.000
EarningsPerShareBasicAndDiluted,0.540,0.320
EffectOfExchangeRateOnCashAndCashEquivalents,,470558.000
ForeignCurrencyTransactionGainLossUnrealized,,-264.000
IncreaseDecreaseInAccruedInterestReceivableNet,,45204.000
InvestmentIncomeInterest,213400.000,130920.000
NetCashProvidedByUsedInFinancingActivities,,3556037.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3556037.000
NetCashProvidedByUsedInOperatingActivities,,112342.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,112342.000
NetIncomeLoss,183477.000,106767.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,-334.000,5163.000
PaymentsForOperatingActivities,,22935.000
PaymentsOfCapitalDistribution,,114770.000
ProceedsFromInterestReceived,,135277.000
ProceedsFromIssuanceOfRedeemablePreferredStock,,3670807.000
Revenues,213400.000,130920.000
SalesRevenueNet,213400.000,130920.000
SponsorFees,29923.000,24153.000
