,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,,,-550.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,,,,,,,,,,,,-428.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,99782.000,50476.000,50476.000,50476.000,301308.000,664540.000,185522.000,331651.000,321177.000,472564.000,192576.000,192576.000,169851.000,377277.000,640731.000,-463116.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,-738085.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,4828245.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,301308.000,664540.000,185522.000,331651.000,321177.000,472564.000,192576.000,192576.000,169851.000,207426.000,263454.000,84012.000,220623.000,146597.000,70232.000,70232.000,,,
CarryingCostsPropertyAndExplorationRights,,,,,67605.000,31683.000,31683.000,40468.000,60631.000,39613.000,39576.000,39574.000,39019.000,41217.000,40389.000,8514.000,14425.000,0.000,0.000,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1293430.000,,,,-4595271.000,,,,-3703318.000,,,,-780179.000,,,,-163571.000,,,,-113923.000,,
CostsAndExpenses,1650170.000,492480.000,243079.000,1873963.000,4236756.000,1161451.000,501033.000,4133443.000,6178953.000,1613508.000,679524.000,726237.000,1037170.000,661250.000,1096186.000,-620539.000,450492.000,318158.000,181257.000,270311.000,955650.000,592142.000,516929.000
EarningsPerShareBasic,-1.050,-0.310,-0.150,-0.840,-1.710,0.460,0.190,4.600,-1.650,-0.430,-0.180,4.690,-0.270,-0.170,-0.090,,-0.120,-0.080,-0.050,,-0.240,-0.130,-0.110
