,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionExpense,,,,,,,,1000000.000,0.000,,1000000.000,1000000.000,0.000,1000000.000,1000000.000,0.000,3000000.000,0.000,0.000,1000000.000,1000000.000
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForAcquisitionsAndDivestitures,,,5000000.000,,,,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation,,,,,,,1000000.000,,,,0.000,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,,,,,,,-3000000.000,,,,-5000000.000,,,,-6000000.000,,,,-4000000.000,,
AccrualForEnvironmentalLossContingenciesPayments,,,-8000000.000,,,,12000000.000,,,,8000000.000,,,,8000000.000,,,,10000000.000,,
AllocatedShareBasedCompensationExpense,,4000000.000,6000000.000,7000000.000,7000000.000,8000000.000,9000000.000,8000000.000,8000000.000,5000000.000,8000000.000,9000000.000,9000000.000,8000000.000,14000000.000,8000000.000,7000000.000,9000000.000,9000000.000,8000000.000,7000000.000
AmortizationOfFinancingCosts,,,6000000.000,,,,5000000.000,,,,3000000.000,,,,4000000.000,,,,3000000.000,,
AmortizationOfIntangibleAssets,,,,,,,,29000000.000,29000000.000,,29000000.000,22000000.000,22000000.000,16000000.000,21000000.000,20000000.000,19000000.000,18000000.000,19000000.000,19000000.000,19000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1000000.000,1000000.000,600000.000,-1600000.000,600000.000,,,,600000.000,,,,1200000.000,,,,1200000.000,,
AssetRetirementObligationAccretionExpense,,26000000.000,6000000.000,5000000.000,14000000.000,4000000.000,3000000.000,5000000.000,20000000.000,5000000.000,5000000.000,8000000.000,15000000.000,9000000.000,7000000.000,11000000.000,12000000.000,12000000.000,6000000.000,13000000.000,19000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,,,,,,,,,-5000000.000,,9000000.000,5000000.000,7000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,,,,,,,,,,,,,-3000000.000,,6000000.000,3000000.000,4000000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,,,,,,,,,,,,,-2000000.000,,3000000.000,2000000.000,3000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-271000000.000,,,,-35000000.000,,,,-51000000.000,,,,-137000000.000,,,,-218000000.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,,,,,-2000000.000,,,,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-3000000.000,,,,-16000000.000,,,,-12000000.000,,,,-84000000.000,,,,-10000000.000,,
CommonStockDividendsPerShareCashPaid,0.150,0.175,0.175,0.175,0.225,0.225,0.225,0.225,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.390,0.390,0.390,0.390,0.390
CommonStockDividendsPerShareDeclared,,0.175,0.175,0.175,0.225,0.325,0.225,0.225,0.340,0.570,0.340,0.340,0.340,0.340,0.340,0.340,0.390,0.490,0.390,0.390,0.390
ComprehensiveIncomeNetOfTax,625000000.000,148000000.000,-55000000.000,172000000.000,-54000000.000,-126000000.000,145000000.000,19000000.000,111000000.000,478000000.000,145000000.000,-74000000.000,107000000.000,-126000000.000,-100000000.000,-37000000.000,170000000.000,-122000000.000,31000000.000,194000000.000,29000000.000
CostOfGoodsSold,1135000000.000,1236000000.000,1408000000.000,1504000000.000,1514000000.000,1599000000.000,1332000000.000,,,,,,,,,,,,,,
CostOfRevenue,,,,,,,,1406000000.000,1479000000.000,,1333000000.000,1168000000.000,1161000000.000,943000000.000,982000000.000,925000000.000,939000000.000,968000000.000,771000000.000,823000000.000,854000000.000
CostsAndExpenses,1449000000.000,1562000000.000,1800000000.000,1916000000.000,1893000000.000,2353000000.000,,,,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,,,,,10000000.000,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,7000000.000,,
DeferredIncomeTaxExpenseBenefit,,,2000000.000,,,,3000000.000,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,3000000.000,,,,10000000.000,,,,-3000000.000,,
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,,,,,,7000000.000,0.000,,,7000000.000,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,,21000000.000,16000000.000,,,,,,,,
DepreciationDepletionAndAmortization,,,104000000.000,,,,107000000.000,,,,105000000.000,,,,85000000.000,,,,83000000.000,,
