,2011-06-30
AssetRetirementObligationAccretionExpense,6399.000
CostsAndExpenses,524548.000
DepreciationDepletionAndAmortization,221626.000
GainLossOnDerivativeInstrumentsNetPretax,142804.000
GeneralAndAdministrativeExpense,39976.000
InterestIncomeDomesticDeposits,32.000
NetIncomeLossAllocatedToGeneralPartners,13006.000
NetIncomeLossAllocatedToLimitedPartners,52024.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,30.000
OilAndGasProductionExpense,256547.000
OilAndGasSalesRevenue,446742.000
OperatingIncomeLoss,64998.000
ProfitLoss,65030.000
Revenues,589546.000
SalesRevenueNet,589546.000
