,2011-09-30,2011-12-31,2012-03-31
AdvertisingExpense,52000.000,71000.000,64000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3821000.000,,
CommonStockDividendsPerShareDeclared,0.170,0.170,0.170
ComprehensiveIncomeNetOfTax,400000.000,461000.000,444000.000
EarningsPerShareBasic,0.360,0.450,0.410
EarningsPerShareDiluted,0.360,0.450,0.410
FederalDepositInsuranceCorporationPremiumExpense,25000.000,18000.000,22000.000
FeesAndCommissionsDepositorAccounts,109000.000,101000.000,125000.000
GainLossOnSalesOfLoansNet,163000.000,258000.000,225000.000
GainLossOnSalesOfMortgageBackedSecuritiesMBS,-1000.000,-59000.000,-49000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,560000.000,691000.000,637000.000
IncomeTaxExpenseBenefit,192000.000,237000.000,218000.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInDeposits,5339000.000,,
InformationTechnologyAndDataProcessing,102000.000,96000.000,105000.000
InterestAndDividendIncomeOperating,2646000.000,2676000.000,2650000.000
InterestAndDividendIncomeSecurities,28000.000,8000.000,2000.000
InterestAndFeeIncomeLoansAndLeases,2558000.000,2589000.000,2569000.000
InterestExpense,662000.000,638000.000,621000.000
InterestExpenseBorrowings,130000.000,129000.000,124000.000
InterestExpenseDeposits,532000.000,509000.000,497000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1741000.000,1875000.000,1879000.000
InterestIncomeExpenseNet,1984000.000,2038000.000,2029000.000
InterestIncomeSecuritiesMortgageBacked,32000.000,49000.000,44000.000
InterestPaid,671000.000,,
LaborAndRelatedExpense,688000.000,661000.000,706000.000
NetCashProvidedByUsedInFinancingActivities,5157000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5157000.000,,
NetCashProvidedByUsedInInvestingActivities,-1536000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1536000.000,,
NetCashProvidedByUsedInOperatingActivities,200000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,200000.000,,
NetIncomeLoss,368000.000,454000.000,419000.000
NoninterestExpense,1478000.000,1515000.000,1597000.000
NoninterestIncome,297000.000,331000.000,355000.000
NoninterestIncomeOtherOperatingIncome,26000.000,31000.000,54000.000
OccupancyNet,145000.000,163000.000,169000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,32000.000,7000.000,25000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,17000.000,4000.000,13000.000
OtherInterestAndDividendIncome,28000.000,30000.000,35000.000
OtherNoninterestExpense,196000.000,216000.000,237000.000
PaymentsForFederalHomeLoanBankAdvances,54000.000,,
PaymentsOfDividendsCommonStock,173000.000,,
PaymentsToAcquireAvailableForSaleSecurities,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,96000.000,,
ProceedsFromFederalHomeLoanBankAdvances,0.000,,
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections,5569000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,4000000.000,,
ProceedsFromRepaymentsOfOtherDebt,0.000,,
ProceedsFromSaleOfOtherRealEstate,0.000,,
ProceedsFromStockOptionsExercised,45000.000,,
ProfessionalFees,90000.000,86000.000,97000.000
ProfitLoss,368000.000,454000.000,419000.000
ProvisionForLoanAndLeaseLosses,243000.000,163000.000,150000.000
SuppliesAndPostageExpense,29000.000,51000.000,37000.000
TaxesOther,60000.000,61000.000,63000.000
TransferOfOtherRealEstate,0.000,,
