,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,2674000.000,-290000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,105000.000,92000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2779000.000,-198000.000
CostOfServices,6895000.000,4719000.000
EarningsPerShareBasic,0.090,-0.040
EarningsPerShareDiluted,0.090,-0.040
GrossProfit,4519000.000,3919000.000
ImpairmentOfInvestments,,1059000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-642000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1866000.000,
IncomeTaxExpenseBenefit,-41000.000,184000.000
InterestExpense,0.000,0.000
InvestmentIncomeInterest,8000.000,32000.000
NetIncomeLoss,1907000.000,-826000.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,0.000
NonoperatingIncomeExpense,531000.000,-686000.000
OperatingExpenses,3184000.000,3875000.000
OperatingIncomeLoss,1335000.000,44000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,872000.000,628000.000
OtherNonoperatingExpense,0.000,2000.000
ProfitLoss,1907000.000,-826000.000
ResearchAndDevelopmentExpense,781000.000,835000.000
SalesRevenueServicesNet,11414000.000,8638000.000
SellingGeneralAndAdministrativeExpense,2403000.000,3040000.000
WeightedAverageNumberOfDilutedSharesOutstanding,20447519.000,20442322.000
WeightedAverageNumberOfSharesOutstandingBasic,20427007.000,20442322.000
