,2016-03-31,2017-03-31
AmortizationOfIntangibleAssets,,7311.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3843.000,3290.000
CostOfServices,4613.000,85239.000
CurrentFederalStateAndLocalTaxExpenseBenefit,0.000,0.000
DeferredForeignIncomeTaxExpenseBenefit,15598.000,11250.000
DeferredIncomeTaxExpenseBenefit,-2255.000,-1414.000
Depreciation,2697.000,1257.000
DepreciationAndAmortization,13665.000,8568.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
GeneralAndAdministrativeExpense,83602.000,56645.000
ImpairmentOfLongLivedAssetsHeldForUse,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-89128.000,-64285.000
IncomeTaxExpenseBenefit,-2255.000,-1414.000
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,-6047.000,1258.000
IncomeTaxReconciliationDeductionsExtraterritorialIncomeExclusion,0.000,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-30304.000,-21857.000
IncomeTaxReconciliationNondeductibleExpense,8659.000,7935.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,10898.000,724.000
IncreaseDecreaseInAccountsReceivable,18671.000,-5903.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-137.000
IncreaseDecreaseInDepositOtherAssets,5440.000,-1379.000
IncreaseDecreaseInOtherReceivables,,503.000
InterestPaid,,0.000
NetCashProvidedByUsedInFinancingActivities,61001.000,51641.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,61001.000,51641.000
NetCashProvidedByUsedInInvestingActivities,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInOperatingActivities,-64844.000,-48351.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-64844.000,-48351.000
OperatingExpenses,168954.000,212220.000
PaymentsToAcquireIntangibleAssets,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000
ProceedsFromIssuanceOrSaleOfEquity,15097.000,6542.000
ProceedsFromRelatedPartyDebt,45904.000,45099.000
ProfitLoss,-86873.000,-62871.000
ProvisionForDoubtfulAccounts,23832.000,0.000
Revenues,79826.000,147935.000
SalariesWagesAndOfficersCompensation,67074.000,61768.000
SalesRevenueNet,79826.000,147935.000
StockIssuedDuringPeriodValueNewIssues,,21639.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,-3792.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10361890.000
