,2011-03-31,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AcceleratedShareRepurchasesFinalPricePaidPerShare,52.220,,,,,,,,,,,,,,,,,,,,,,
AdditionsToNoncurrentAssets,,,,,,,,531000000.000,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,6000000.000,,,,-24000000.000,,,,-27000000.000,,,,2000000.000,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-13000000.000,,,14000000.000,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,11000000.000,,,11000000.000,,,,10000000.000,,,,10000000.000,,,,13000000.000,,,,13000000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,2000000.000,,,,,,,2000000.000,,,,8000000.000,,,,52000000.000,,,,34000000.000,,,
AllocatedShareBasedCompensationExpense,6000000.000,7000000.000,7000000.000,5000000.000,8000000.000,5000000.000,22000000.000,6000000.000,5000000.000,6000000.000,21000000.000,7000000.000,7000000.000,8000000.000,24000000.000,8000000.000,7000000.000,7000000.000,26000000.000,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,,,,,,,,,,,7000000.000,6000000.000,7000000.000,
AvailableForSaleSecuritiesGrossRealizedGains,1000000.000,1000000.000,27000000.000,4000000.000,5000000.000,3000000.000,9000000.000,5000000.000,6000000.000,2000000.000,13000000.000,4000000.000,0.000,5000000.000,2000000.000,2000000.000,4000000.000,18000000.000,5000000.000,3000000.000,5000000.000,24000000.000,79000000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,42000000.000,48000000.000,294000000.000,129000000.000,191000000.000,204000000.000,199000000.000,134000000.000,192000000.000,181000000.000,178000000.000,195000000.000,155000000.000,148000000.000,103000000.000,94000000.000,127000000.000,210000000.000,146000000.000,93000000.000,111000000.000,282000000.000,648000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,1000000.000,1000000.000,8000000.000,,5000000.000,1000000.000,,-3000000.000,-4000000.000,-8000000.000,33000000.000,-4000000.000,-1000000.000,3000000.000,13000000.000,4000000.000,3000000.000,6000000.000,2000000.000,8000000.000,3000000.000,3000000.000,15000000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,-427000000.000,-459000000.000,-444000000.000,1796000000.000,477000000.000,,,,433000000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,-6000000.000,-4000000.000,-6000000.000,26000000.000,12000000.000,,,,13000000.000,,,
BusinessAcquisitionProFormaNetIncomeLoss,,234000000.000,296000000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaRevenue,,2422000000.000,2576000000.000,,,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,,,,,2000000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,6000000.000,,,,0.000,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss,,277000000.000,,,,,,,,,,,,,,,,,,,,617000000.000,
CapitalExpendituresIncurredButNotYetPaid,233000000.000,,,336000000.000,,,,275000000.000,,,,249000000.000,,,,272000000.000,,,,423000000.000,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,60000000.000,,,,0.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,307000000.000,,,152000000.000,,,,996000000.000,,,,-60000000.000,,,,-193000000.000,,,,-27000000.000,,,
CashDivestedFromDeconsolidation,,,,,,,,,,,,-2000000.000,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,-10000000.000,-9000000.000,-8000000.000,-14000000.000,-12000000.000,-18000000.000,58000000.000,-21000000.000,-22000000.000,-22000000.000,42000000.000,24000000.000,26000000.000,25000000.000,-94000000.000,23000000.000,,,,21000000.000,23000000.000,,
CommonStockDividendsPerShareDeclared,0.480,0.480,0.480,0.600,0.600,0.600,0.600,0.630,0.630,0.630,0.630,0.660,0.660,0.660,0.660,0.700,0.700,0.700,0.700,0.760,0.750,0.760,0.750
ComprehensiveIncomeNetOfTax,,,,324000000.000,25000000.000,359000000.000,,174000000.000,419000000.000,323000000.000,,,,,,,,,,,,,
