,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,47842.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,42271.000
AdditionalPaidInCapitalCommonStock,672164.000
Assets,476790.000
AssetsCurrent,442489.000
CashAndCashEquivalentsAtCarryingValue,180293.000
CommonStockSharesIssued,9000000.000
CommonStockSharesOutstanding,9000000.000
CommonStockValue,306000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,41923.000
IntangibleAssetsNetExcludingGoodwill,34301.000
LiabilitiesAndStockholdersEquity,476790.000
LiabilitiesCurrent,846201.000
LoansPayableCurrent,798360.000
OtherReceivablesNetCurrent,262196.000
RetainedEarningsAccumulatedDeficit,-1389847.000
StockholdersEquity,-369412.000
