,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,2000000.000,,,,24000000.000,,,,25000000.000,,,,15000000.000,,,,10000000.000,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,7000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,10000000.000,,,,11000000.000,,,,10000000.000,,,,9000000.000,,,,12000000.000,,,,13000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,6000000.000,6000000.000,,,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,2.110,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,2.100,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,1196000000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,35491000000.000,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,799000000.000,,,,535000000.000,,,,134000000.000,,,,-645000000.000,,,,1181000000.000,,,,-336000000.000,,,,-353000000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,19000000.000,,,,-1000000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.050,0.050,0.050,0.150,0.150,0.150,0.175,0.175,0.200,0.200,0.225,0.225,0.250,0.250,0.275,0.275,0.400,0.400,0.400,0.500,0.600,0.600,0.600,0.600,0.700
ComprehensiveIncomeNetOfTax,189000000.000,763000000.000,937000000.000,-91000000.000,,729000000.000,807000000.000,,667000000.000,405000000.000,494000000.000,1555000000.000,755000000.000,737000000.000,782000000.000,639000000.000,601000000.000,1552000000.000,1111000000.000,160000000.000,626000000.000,614000000.000,495000000.000,77000000.000,381000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-1000000.000,0.000,,,-1000000.000,-1000000.000,,-2000000.000,-1000000.000,12000000.000,-1000000.000,8000000.000,5000000.000,3000000.000,65000000.000,4000000.000,14000000.000,-4000000.000,97000000.000,19000000.000,29000000.000,32000000.000,49000000.000,16000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,762000000.000,937000000.000,,-307000000.000,728000000.000,806000000.000,865000000.000,665000000.000,404000000.000,506000000.000,1554000000.000,763000000.000,742000000.000,785000000.000,704000000.000,605000000.000,1566000000.000,1107000000.000,257000000.000,645000000.000,643000000.000,527000000.000,126000000.000,397000000.000
CostOfGoodsSoldOverhead,,,,,,,,,,,,,,,,,133000000.000,55000000.000,95000000.000,157000000.000,161000000.000,173000000.000,198000000.000,217000000.000,146000000.000
CostsAndExpenses,26064000000.000,30003000000.000,31734000000.000,34506000000.000,35411000000.000,33301000000.000,33417000000.000,33111000000.000,32413000000.000,33226000000.000,35605000000.000,32867000000.000,32313000000.000,33829000000.000,32738000000.000,26062000000.000,19835000000.000,23040000000.000,20440000000.000,18131000000.000,14885000000.000,18353000000.000,18757000000.000,20092000000.000,21235000000.000
DeferredIncomeTaxesAndTaxCredits,-44000000.000,,,,61000000.000,,,,173000000.000,,,,88000000.000,,,,-61000000.000,,,,121000000.000,,,,-4000000.000
DefinedBenefitPlanContributionsByEmployer,0.000,,,,0.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanPlanAmendments,,,,,,,,,-328000000.000,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,365000000.000,,,,384000000.000,,,,,,,,,,,,,,,,,,,,500000000.000
DepreciationDepletionAndAmortization,365000000.000,386000000.000,390000000.000,393000000.000,384000000.000,386000000.000,402000000.000,402000000.000,430000000.000,405000000.000,448000000.000,437000000.000,421000000.000,414000000.000,430000000.000,425000000.000,441000000.000,425000000.000,482000000.000,494000000.000,485000000.000,471000000.000,470000000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,,,,-63000000.000,0.000,,0.000,0.000,0.000,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,,,-0.120,0.000,,0.000,0.000,0.000,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,,,,-0.120,0.000,,0.000,0.000,0.000,0.000,,,,,
Dividends,,,,,,,,,,,,,133000000.000,,,,206000000.000,,,,282000000.000,,,,315000000.000
DividendsCommonStockCash,,,,,83000000.000,,,,111000000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.170,1.310,2.120,0.090,-0.780,1.500,1.220,1.830,1.180,0.860,0.580,2.370,1.550,1.110,2.010,2.210,1.870,2.670,2.790,0.670,1.050,1.740,1.330,0.820,0.680
EarningsPerShareDiluted,0.170,1.300,2.110,0.100,-0.780,1.500,1.210,1.820,1.180,0.850,0.570,2.370,1.540,1.100,2.000,2.210,1.870,2.660,2.790,0.670,1.050,1.730,1.330,0.830,0.680
EffectOfExchangeRateOnCashAndCashEquivalents,36000000.000,,,,24000000.000,,,,-33000000.000,,,,-19000000.000,,,,-65000000.000,,,,49000000.000,,,,25000000.000
ExciseAndSalesTaxes,,227000000.000,229000000.000,,234000000.000,241000000.000,248000000.000,241000000.000,236000000.000,,,,,,,,,,,,1395000000.000,1470000000.000,1398000000.000,1230000000.000,1272000000.000
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
GainLossFromComponentsExcludedFromAssessmentOfFairValueHedgeEffectivenessNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
GainLossFromHedgedFirmCommitmentNotQualifyingAsFairValueHedgeNet,0.000,0.000,0.000,0.000,0.000,28000000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
