,2011-12-31
AmortizationOfFinancingCostsAndDiscounts,14500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,251800000.000
CostOfGoodsSold,1447400000.000
CostOfGoodsSoldDirectLabor,481200000.000
CostOfGoodsSoldDirectMaterials,524700000.000
CostOfGoodsSoldOverhead,441500000.000
CostsAndExpenses,1972700000.000
DeferredIncomeTaxExpenseBenefit,-30400000.000
DepreciationAndAmortization,136400000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-4800000.000
ForeignCurrencyTransactionGainLossUnrealized,-400000.000
GainLossOnDispositionOfAssets,1000000.000
GainLossOnSaleOfDerivatives,-500000.000
GainsLossesOnExtinguishmentOfDebt,-21400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,146800000.000
IncomeTaxExpenseBenefit,39800000.000
IncomeTaxesPaid,26200000.000
IncreaseDecreaseInAccountsAndNotesReceivable,6000000.000
IncreaseDecreaseInAccountsPayable,8700000.000
IncreaseDecreaseInOtherAccruedLiabilities,18400000.000
IncreaseDecreaseInOtherOperatingCapitalNet,2300000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-105500000.000
InterestExpense,194800000.000
InterestPaid,183000000.000
NetCashProvidedByUsedInFinancingActivities,-108200000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-108200000.000
NetCashProvidedByUsedInInvestingActivities,-41400000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-41400000.000
NetCashProvidedByUsedInOperatingActivities,406200000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,406200000.000
NetIncomeLoss,107000000.000
OperatingIncomeLoss,363000000.000
OtherOperatingIncomeExpenseNet,-11300000.000
PaymentsForProceedsFromOtherInvestingActivities,-700000.000
PaymentsOfDividends,7600000.000
PaymentsOfFinancingCosts,23100000.000
PaymentsToAcquireInvestments,4500000.000
PaymentsToAcquirePropertyPlantAndEquipment,82100000.000
ProceedsFromLeasesHeldForInvestment,14600000.000
ProceedsFromRepaymentsOfDebt,1860000000.000
ProceedsFromSaleOfProductiveAssets,29900000.000
ProvisionForDoubtfulAccounts,6100000.000
RepaymentsOfLongTermDebt,1874500000.000
RestructuringSettlementAndImpairmentProvisions,2300000.000
Revenues,2335700000.000
SalesRevenueGoodsNet,1638700000.000
SalesRevenueNet,2335700000.000
SellingGeneralAndAdministrativeExpense,416900000.000
ShareBasedCompensation,6400000.000
