,2011-09-30
Depreciation,665000.000
GainsLossesOnExtinguishmentOfDebt,0.000
GainsLossesOnSalesOfInvestmentRealEstate,17884000.000
GeneralAndAdministrativeExpense,95000.000
IncomeLossFromContinuingOperations,-296000.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-1578000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000
InterestExpenseBorrowings,866000.000
NetIncomeLoss,16010000.000
NetIncomeLossAllocatedToGeneralPartners,2082000.000
NetIncomeLossAllocatedToLimitedPartners,0.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,185.710
OperatingExpenses,1135000.000
OtherIncome,355000.000
RealEstateRevenueNet,2241000.000
RealEstateTaxExpense,131000.000
Revenues,2596000.000
SalesRevenueNet,2241000.000
