,2011-07-30,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AssetImpairmentCharges,1609000.000,696000.000,,,660000.000,27000.000,654000.000,556000.000,305000.000,,83000.000,0.000,,,0.000,,,221000.000,,61000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,-615000.000,,,810000.000,,,,121000.000,,,,313000.000,,,,427000.000,,,,1412000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,0.060,,0.060,0.060,0.060,,0.060
CostOfGoodsSold,86781000.000,94909000.000,123028000.000,87903000.000,97808000.000,114505000.000,88299000.000,92074000.000,99567000.000,114767000.000,91540000.000,98542000.000,113567000.000,117509000.000,93179000.000,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,97565000.000,,117809000.000,95150000.000,100386000.000,114822000.000,122390000.000
DeferredIncomeTaxExpenseBenefit,,,-341000.000,,,1155000.000,,,,661000.000,,,,1426000.000,,,,1468000.000,,,,1469000.000
DepreciationDepletionAndAmortization,6351000.000,6454000.000,6145000.000,6038000.000,5970000.000,5595000.000,5667000.000,5454000.000,5258000.000,5160000.000,5108000.000,5038000.000,4871000.000,4813000.000,4620000.000,4589000.000,4555000.000,4444000.000,4294000.000,4223000.000,4129000.000,4298000.000
EarningsPerShareBasic,-0.690,-0.460,0.690,-0.540,-0.250,0.420,-0.370,-0.110,0.090,0.610,-0.170,-0.150,0.310,0.750,0.010,0.040,0.240,0.600,-0.010,-0.060,0.380,0.600
EarningsPerShareDiluted,-0.690,-0.460,0.690,-0.540,-0.250,0.420,-0.370,-0.110,0.090,0.610,-0.170,-0.150,0.310,0.740,0.010,0.040,0.240,0.600,-0.010,-0.060,0.380,0.600
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,-0.320,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,-444000.000,,,-428000.000,,,,236000.000,,,,1293000.000,,,,192000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,-444000.000,,,-428000.000,,,,236000.000,,,,1293000.000,,,,192000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-10000.000,,,-1000.000,,,,-1000.000,,,,-24000.000,,,,-39000.000,,,,
GrossProfit,43452000.000,48158000.000,74666000.000,44415000.000,51177000.000,67323000.000,49522000.000,53288000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-15137000.000,-12007000.000,15865000.000,-12553000.000,-6569000.000,9814000.000,-8701000.000,-3315000.000,1912000.000,14119000.000,-4958000.000,-3245000.000,5194000.000,16788000.000,388000.000,1167000.000,5971000.000,12954000.000,-179000.000,-1484000.000,8060000.000,12929000.000
IncomeTaxExpenseBenefit,-5106000.000,-5246000.000,5761000.000,-4628000.000,-2869000.000,3650000.000,-3208000.000,-1643000.000,447000.000,5040000.000,-2379000.000,-1038000.000,521000.000,5509000.000,226000.000,553000.000,2499000.000,4217000.000,-59000.000,-648000.000,2510000.000,4039000.000
IncomeTaxesPaid,,,,,,289000.000,,,,25000.000,,,,-303000.000,,,,,,,,
IncomeTaxesPaidNet,,,-3536000.000,,,,,,,,,,,,,,,41000.000,,,,-3000.000
IncreaseDecreaseInAccountsPayable,,,-18945000.000,,,-22192000.000,,,,-8434000.000,,,,-15304000.000,,,,-7437000.000,,,,-4022000.000
IncreaseDecreaseInAccruedLiabilities,,,-64000.000,,,191000.000,,,,181000.000,,,,524000.000,,,,-1579000.000,,,,-103000.000
IncreaseDecreaseInCustomerAdvances,,,1372000.000,,,941000.000,,,,919000.000,,,,817000.000,,,,800000.000,,,,700000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-1305000.000,,,2013000.000,,,,837000.000,,,,-4447000.000,,,,-2041000.000,,,,1516000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,9638000.000,,,2206000.000,,,,4354000.000,,,,4386000.000,,,,2708000.000,,,,2573000.000
IncreaseDecreaseInInventories,,,-16518000.000,,,-32964000.000,,,,-13781000.000,,,,-14905000.000,,,,-13690000.000,,,,-10116000.000
IncreaseDecreaseInOtherOperatingAssets,,,-13000.000,,,-10000.000,,,,-13000.000,,,,-9000.000,,,,-2000.000,,,,-9000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-457000.000,,,254000.000,,,,1492000.000,,,,-513000.000,,,,1335000.000,,,,104000.000
InterestExpense,6000.000,17000.000,49000.000,64000.000,50000.000,47000.000,49000.000,49000.000,49000.000,48000.000,56000.000,48000.000,48000.000,47000.000,47000.000,107000.000,41000.000,40000.000,41000.000,39000.000,39000.000,37000.000
InterestPaid,,,31000.000,,,31000.000,,,,31000.000,,,,31000.000,,,,31000.000,,,,31000.000
InvestmentIncomeInterest,65000.000,61000.000,62000.000,66000.000,66000.000,68000.000,67000.000,78000.000,68000.000,53000.000,39000.000,43000.000,52000.000,56000.000,59000.000,107000.000,117000.000,127000.000,135000.000,146000.000,163000.000,186000.000
NetCashProvidedByUsedInContinuingOperations,,,21978000.000,,,26802000.000,,,,22505000.000,,,,12294000.000,,,,13916000.000,,,,23784000.000
NetCashProvidedByUsedInFinancingActivities,,,-778000.000,,,-902000.000,,,,-1003000.000,,,,-1117000.000,,,,-2207000.000,,,,-1731000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-778000.000,,,-902000.000,,,,-1003000.000,,,,-1117000.000,,,,-2207000.000,,,,-1731000.000
NetCashProvidedByUsedInInvestingActivities,,,-1834000.000,,,-2513000.000,,,,-2506000.000,,,,-5604000.000,,,,-4442000.000,,,,-144000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1834000.000,,,-2513000.000,,,,-2506000.000,,,,-5604000.000,,,,-4442000.000,,,,-144000.000
NetCashProvidedByUsedInOperatingActivities,,,24590000.000,,,30217000.000,,,,26014000.000,,,,19015000.000,,,,20565000.000,,,,25659000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,24590000.000,,,30217000.000,,,,26014000.000,,,,19015000.000,,,,20565000.000,,,,25659000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-6761000.000,10104000.000,-7925000.000,-3700000.000,6164000.000,-5493000.000,-1672000.000,1465000.000,9079000.000,-2579000.000,-2207000.000,4673000.000,11279000.000,162000.000,614000.000,3472000.000,8737000.000,-120000.000,-836000.000,5550000.000,8890000.000
OperatingIncomeLoss,-15196000.000,-12051000.000,15852000.000,-12555000.000,-6585000.000,9793000.000,-8719000.000,-3344000.000,1893000.000,14114000.000,-4941000.000,-3240000.000,5190000.000,16779000.000,376000.000,1167000.000,5895000.000,12867000.000,-273000.000,-1591000.000,7936000.000,12780000.000
PaymentsOfDividends,,,,,,,,,,,,,,,,900000.000,,871000.000,,,,881000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,334000.000,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireMarketableSecurities,,,,,,,,,,4754000.000,,,,7247000.000,,,,8190000.000,,,,12026000.000
PaymentsToAcquireProductiveAssets,,,1851000.000,,,3020000.000,,,,1846000.000,,,,1866000.000,,,,3461000.000,,,,4758000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,17000.000,,,507000.000,,,,4094000.000,,,,3509000.000,,,,7209000.000,,,,16640000.000
ProceedsFromStockOptionsExercised,,,,,,,,,,,,,,70000.000,,,,,,,,
ProfitLoss,-10031000.000,,,,,,,,,,,,,,,,,,,,,
SalesRevenueGoodsNet,130233000.000,143067000.000,197694000.000,132318000.000,148985000.000,181828000.000,137821000.000,145362000.000,157193000.000,188016000.000,144987000.000,156694000.000,181143000.000,194913000.000,153878000.000,158937000.000,176063000.000,193672000.000,155276000.000,160716000.000,185511000.000,199955000.000
SellingGeneralAndAdministrativeExpense,50688000.000,53059000.000,52669000.000,50932000.000,51132000.000,51908000.000,51920000.000,52148000.000,50170000.000,53975000.000,53197000.000,56354000.000,57515000.000,55812000.000,55703000.000,55616000.000,57087000.000,58331000.000,56105000.000,57637000.000,58593000.000,60487000.000
ShareBasedCompensation,,,544000.000,,,968000.000,,,,1190000.000,,,,1363000.000,,,,1040000.000,,,,317000.000
WeightedAverageNumberOfDilutedSharesOutstanding,14596000.000,14602000.000,14637000.000,14673403.000,14676817.000,14753048.000,14801217.000,14815107.000,-29555928.000,14901530.000,14972186.000,14981559.000,-29834786.000,15181337.000,15203692.000,15114572.000,-30444063.000,14603377.000,14675712.000,14676990.000,-29293807.000,14779930.000
WeightedAverageNumberOfSharesOutstandingBasic,14596000.000,14602000.000,14636000.000,14673403.000,14676817.000,14751637.000,14801217.000,14815107.000,-29569807.000,14900893.000,14972186.000,14981559.000,-29893718.000,15095729.000,15182838.000,15056014.000,-30338085.000,14594180.000,14675712.000,14676990.000,-29290129.000,14719130.000
