,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,37060000.000,44110000.000,37652000.000,32640000.000,29904000.000,40646000.000,35861000.000,36485000.000,46458000.000,40230000.000,43564000.000,38717000.000,39349000.000,37800000.000,43300000.000,53137000.000,36478000.000,48922000.000,42433000.000,36898000.000,43346000.000,39129000.000,34524000.000,51611000.000,45698000.000
AccountsReceivableNetCurrent,86485000.000,82365000.000,85561000.000,104421000.000,126763000.000,98099000.000,93984000.000,94033000.000,109741000.000,101545000.000,99230000.000,88434000.000,107076000.000,107713000.000,94699000.000,90551000.000,100488000.000,101427000.000,100672000.000,79743000.000,91888000.000,85037000.000,79845000.000,77692000.000,84442000.000
AccrualForEnvironmentalLossContingencies,,,,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,8352000.000,6403000.000,4518000.000,3680000.000,5610000.000,4552000.000,3758000.000,3792000.000,5057000.000,4762000.000,3959000.000,4767000.000,5779000.000,3816000.000,3106000.000,3827000.000,2624000.000,4077000.000
AccruedIncomeTaxes,,,,,,,,,,,,,7730000.000,4509000.000,8166000.000,,1713000.000,2497000.000,2374000.000,,11492000.000,10356000.000,11851000.000,,8677000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,3879000.000,,,,1302000.000,,,,23609000.000,,,,9278000.000,
AccruedSalariesCurrent,,,,11708000.000,8060000.000,8639000.000,10820000.000,10723000.000,9398000.000,9152000.000,8857000.000,8680000.000,9216000.000,11125000.000,11889000.000,12703000.000,9261000.000,9718000.000,10884000.000,9513000.000,9566000.000,9594000.000,11352000.000,11852000.000,8941000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,837000.000,982000.000,1124000.000,1265000.000,1092000.000,1240000.000,1381000.000,1517000.000,1652000.000,1784000.000,1915000.000,2044000.000,2178000.000,2321000.000,2463000.000,2623000.000,2793000.000,,3130000.000,3297000.000,3473000.000,3580000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,299080000.000,,,,336244000.000,,,,363677000.000,,,,392832000.000,,,,421000000.000,,,,447606000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2487000.000,-3247000.000,-3399000.000,-4995000.000,-4904000.000,-4460000.000,-4319000.000,-5936000.000,-5522000.000,-4091000.000,-4432000.000,-1565000.000,-1495000.000,-1929000.000,-1425000.000,-2813000.000,-2952000.000,-2902000.000,-2927000.000,-2794000.000,-3294000.000,-3322000.000,-3040000.000,-1484000.000,-1397000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,,22100000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,107796000.000,109947000.000,111041000.000,112193000.000,112806000.000,114062000.000,115792000.000,115782000.000,115060000.000,116241000.000,117516000.000,120046000.000,121411000.000,122334000.000,123708000.000,124558000.000,125203000.000,77813000.000,127763000.000,132399000.000,132086000.000,133450000.000,134462000.000,134694000.000,134509000.000
Assets,640555000.000,662284000.000,678871000.000,687015000.000,690808000.000,686052000.000,677280000.000,739266000.000,718818000.000,728737000.000,730141000.000,745177000.000,749886000.000,737591000.000,737672000.000,728411000.000,748029000.000,752610000.000,751734000.000,669553000.000,677616000.000,672217000.000,644813000.000,643011000.000,637586000.000
AssetsCurrent,354322000.000,377700000.000,396076000.000,384707000.000,391996000.000,393629000.000,363288000.000,384381000.000,362758000.000,372675000.000,371284000.000,384128000.000,390952000.000,379859000.000,381950000.000,371514000.000,396613000.000,402813000.000,404228000.000,293829000.000,305062000.000,298378000.000,273370000.000,283368000.000,279890000.000
