,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,6000000.000,,,,,,
AdjustmentForAmortization,21000000.000,24000000.000,23000000.000,22000000.000,22000000.000,22000000.000,22000000.000,21000000.000,22000000.000,21000000.000,22000000.000,22000000.000,15000000.000,12000000.000,11000000.000,11000000.000,6000000.000,4000000.000,4000000.000,2000000.000,2000000.000,2000000.000,3000000.000,2000000.000,3000000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,1000000.000,,,2000000.000,2000000.000,,,1000000.000,1000000.000,,,2000000.000,0.000,1000000.000,0.000,1000000.000,,0.000,,3000000.000
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,6000000.000,,,,0.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,6000000.000,4000000.000,,5000000.000,4000000.000,4000000.000,13000000.000,6000000.000,9000000.000,10000000.000,3000000.000,6000000.000,4000000.000,6000000.000,4000000.000,4000000.000,6000000.000,7000000.000,0.000,2000000.000,4000000.000,5000000.000,5000000.000,7000000.000
AllocatedShareBasedCompensationExpense,,5000000.000,1000000.000,,7000000.000,3000000.000,4000000.000,5000000.000,5000000.000,4000000.000,5000000.000,2000000.000,4000000.000,5000000.000,2000000.000,5000000.000,3000000.000,5000000.000,6000000.000,0.000,2000000.000,5000000.000,4000000.000,6000000.000,4000000.000
AmortizationOfFinancingCosts,,,,,,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000
AmortizationOfFinancingCostsAndDiscounts,3000000.000,,,,1000000.000,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,17000000.000,21000000.000,20000000.000,19000000.000,19000000.000,19000000.000,18000000.000,18000000.000,19000000.000,18000000.000,18000000.000,19000000.000,13000000.000,10000000.000,10000000.000,9000000.000,5000000.000,4000000.000,4000000.000,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
AmountRecognizedInIncomeDueToInflationaryAccounting,,,,,,,,,,,,,-17000000.000,,-3000000.000,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,37000000.000,,,,,,,,106000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-305000000.000,,,,-170000000.000,,,,-67000000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,-117000000.000,,,,-183000000.000,,,,-139000000.000,,,,-297000000.000
CommonStockDividendsPerShareDeclared,,,,,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060
ComprehensiveIncomeNetOfTax,,113000000.000,-63000000.000,,126000000.000,10000000.000,83000000.000,-62000000.000,37000000.000,,,,29000000.000,107000000.000,-22000000.000,-65000000.000,-20000000.000,82000000.000,66000000.000,-146000000.000,86000000.000,23000000.000,33000000.000,388000000.000,105000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-4000000.000,2000000.000,6000000.000,-19000000.000,6000000.000,1000000.000,5000000.000,-24000000.000,2000000.000,5000000.000,1000000.000,-3000000.000,12000000.000,2000000.000,0.000,3000000.000,4000000.000,2000000.000,4000000.000,1000000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,130000000.000,12000000.000,89000000.000,-59000000.000,43000000.000,36000000.000,111000000.000,135000000.000,31000000.000,112000000.000,-21000000.000,-68000000.000,-8000000.000,84000000.000,66000000.000,-143000000.000,90000000.000,25000000.000,37000000.000,389000000.000,111000000.000
CostOfGoodsAndServicesSold,1585000000.000,1700000000.000,1719000000.000,1693000000.000,1709000000.000,1674000000.000,1477000000.000,1390000000.000,1462000000.000,1541000000.000,1434000000.000,1412000000.000,1454000000.000,1462000000.000,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,,1397000000.000,,1380000000.000,1373000000.000,1255000000.000,1203000000.000,1250000000.000,1313000000.000,1176000000.000,1243000000.000,1438000000.000
CostOfGoodsSoldAmortization,,3000000.000,3000000.000,,3000000.000,3000000.000,4000000.000,3000000.000,3000000.000,3000000.000,4000000.000,3000000.000,2000000.000,2000000.000,1000000.000,2000000.000,1000000.000,0.000,0.000,1000000.000,0.000,0.000,1000000.000,0.000,1000000.000
DeconsolidationGainOrLossAmount,,,,,,,,,,,,,,,,,5000000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,5000000.000,,,,2000000.000,,,,,,,,,,,,,,,,4000000.000,,,,10000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,,,,,,,,,-1000000.000,,,,
DefinedBenefitPlanPlanAmendments,,,,,,,6000000.000,,,,,,,,,,,,,,,,,,
Depreciation,55000000.000,55000000.000,53000000.000,54000000.000,49000000.000,47000000.000,,,42000000.000,,,,40000000.000,,,,39000000.000,,,,41000000.000,43000000.000,45000000.000,44000000.000,49000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,2000000.000,-1000000.000,-1000000.000,-1000000.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,7000000.000,,,1000000.000,1000000.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,8000000.000,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,,,5000000.000,,2000000.000,,,,,,,,,,,,,,,,,,,,
DividendsCommonStock,,,2000000.000,,7000000.000,8000000.000,7000000.000,,8000000.000,7000000.000,7000000.000,,7000000.000,9000000.000,7000000.000,,8000000.000,10000000.000,9000000.000,,9000000.000,9000000.000,8000000.000,,9000000.000
DividendsCommonStockCash,,,,,7000000.000,,,,,,,,,,,,,,,,,,,,
DividendsPreferredStock,8000000.000,7000000.000,8000000.000,8000000.000,8000000.000,7000000.000,8000000.000,,8000000.000,7000000.000,6000000.000,,3000000.000,2000000.000,2000000.000,,0.000,0.000,0.000,,,,,,
EarningsPerShareBasic,-0.260,0.410,0.690,0.440,0.420,0.530,0.320,0.550,0.230,0.580,-1.160,0.260,0.210,0.540,0.560,0.660,0.380,0.360,0.750,-0.490,0.300,0.360,0.400,3.320,0.520
EarningsPerShareDiluted,-0.260,0.320,0.510,0.450,0.330,0.400,0.260,0.410,0.190,0.440,-1.160,0.440,0.190,0.490,0.520,0.640,0.380,0.360,0.750,-0.500,0.300,0.360,0.390,3.310,0.510
EffectOfExchangeRateOnCashAndCashEquivalents,8000000.000,,,,12000000.000,,,,-11000000.000,,,,-23000000.000,,,,-53000000.000,,,,17000000.000,,,,13000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,0.300,,,,0.330,,,,0.290
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,,,,,,,,,2000000.000,,,,-1000000.000,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,,,,,1000000.000,,,,3000000.000,,,,1000000.000,,,,,,,,4000000.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,,60000000.000,,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,-2000000.000,,-1000000.000,,2000000.000,3000000.000,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,1000000.000,12000000.000,,-9000000.000,-1000000.000,-2000000.000,-3000000.000,-8000000.000,4000000.000,1000000.000,-2000000.000,-12000000.000,14000000.000,6000000.000,3000000.000,,-6000000.000,-4000000.000,,-2000000.000,,-2000000.000,,-2000000.000
GainLossOnDispositionOfAssets,,,-5000000.000,,-3000000.000,-3000000.000,,,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-53000000.000,,,,,,,,,,,,,,,,-2000000.000,,,,,-17000000.000,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,,,,,-2000000.000,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,,,,,,,,,,,43000000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,1000000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,,,,,,,36000000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2000000.000,94000000.000,135000000.000,65000000.000,106000000.000,114000000.000,95000000.000,49000000.000,71000000.000,129000000.000,103000000.000,65000000.000,71000000.000,119000000.000,121000000.000,-51000000.000,104000000.000,97000000.000,45000000.000,46000000.000,72000000.000,80000000.000,72000000.000,-9000000.000,105000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,60000000.000,,48000000.000,97000000.000,72000000.000,44000000.000,38000000.000,92000000.000,94000000.000,119000000.000,74000000.000,63000000.000,122000000.000,-83000000.000,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,0.320,,0.220,0.590,-1.150,0.260,0.210,0.550,0.570,0.740,0.380,0.360,0.750,-0.510,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,0.260,,0.180,0.440,-1.150,0.450,0.190,0.500,0.530,0.710,0.380,0.360,0.750,-0.520,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,2000000.000,-1000000.000,-1000000.000,-1000000.000,-1000000.000,-2000000.000,-1000000.000,-11000000.000,,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,0.010,-0.010,-0.010,0.000,0.000,-0.010,-0.010,-0.080,0.000,0.000,0.000,0.020,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,0.010,,-0.010,,0.000,-0.010,-0.010,-0.070,0.000,0.000,0.000,0.020,,,,,
IncomeLossFromEquityMethodInvestments,4000000.000,7000000.000,6000000.000,4000000.000,4000000.000,2000000.000,-2000000.000,-2000000.000,4000000.000,3000000.000,3000000.000,2000000.000,1000000.000,6000000.000,2000000.000,4000000.000,1000000.000,2000000.000,0.000,-37000000.000,,4000000.000,2000000.000,,5000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,,3000000.000,,,,4000000.000,,,,-1000000.000,,,,-1000000.000,,,,-2000000.000,,,,5000000.000
IncomeTaxExpenseBenefit,31000000.000,31000000.000,29000000.000,-6000000.000,37000000.000,27000000.000,33000000.000,-46000000.000,27000000.000,35000000.000,34000000.000,23000000.000,34000000.000,33000000.000,29000000.000,-166000000.000,31000000.000,36000000.000,-77000000.000,92000000.000,24000000.000,29000000.000,13000000.000,-490000000.000,30000000.000
IncomeTaxReconciliationOtherAdjustments,,,,,,,,,,,,,4000000.000,1000000.000,,,,6000000.000,1000000.000,,1000000.000,,,,
IncomeTaxReconciliationRepatriationOfForeignEarnings,,1000000.000,1000000.000,,2000000.000,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000,1000000.000,3000000.000,1000000.000,2000000.000,2000000.000,-2000000.000,1000000.000,2000000.000,1000000.000,-3000000.000,1000000.000,3000000.000,1000000.000,,2000000.000
IncreaseDecreaseInOperatingCapital,120000000.000,,,,137000000.000,,,,109000000.000,,,,145000000.000,,,,141000000.000,,,,128000000.000,,,,133000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,4000000.000,,,,-10000000.000,,,,5000000.000,,,,-8000000.000,,,,-4000000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,64700000.000,64700000.000,,64700000.000,64700000.000,64700000.000,-129400000.000,64700000.000,64600000.000,,,25200000.000,17100000.000,15100000.000,-43100000.000,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,3400000.000,2800000.000,,2500000.000,2000000.000,1700000.000,-4200000.000,1700000.000,1400000.000,,,1100000.000,1300000.000,1300000.000,-2500000.000,1300000.000,1100000.000,900000.000,-2300000.000,500000.000,400000.000,600000.000,-700000.000,1300000.000
InsuranceRecoveries,,,,,,,,,,,5000000.000,,,,2000000.000,,1000000.000,3000000.000,,,,,,,
InterestExpense,19000000.000,20000000.000,20000000.000,20000000.000,21000000.000,20000000.000,22000000.000,21000000.000,21000000.000,21000000.000,27000000.000,30000000.000,30000000.000,29000000.000,30000000.000,29000000.000,28000000.000,27000000.000,31000000.000,27000000.000,27000000.000,30000000.000,27000000.000,29000000.000,27000000.000
InvestmentIncomeInterest,,6000000.000,7000000.000,,6000000.000,5000000.000,6000000.000,7000000.000,7000000.000,5000000.000,8000000.000,5000000.000,3000000.000,3000000.000,5000000.000,4000000.000,3000000.000,4000000.000,4000000.000,2000000.000,3000000.000,2000000.000,3000000.000,5000000.000,3000000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,8000000.000,1000000.000,,1000000.000,4000000.000,6000000.000,0.000,1000000.000,6000000.000,1000000.000,1000000.000,1000000.000,5000000.000,2000000.000,1000000.000,1000000.000,13000000.000,2000000.000,1000000.000,1000000.000
MinorityInterestDecreaseFromRedemptions,,,,,,,,,9000000.000,,,,0.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-126000000.000,,,,19000000.000,,,,-20000000.000,,,,-87000000.000,,,,-104000000.000,,,,-20000000.000,,,,-26000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-126000000.000,,,,19000000.000,,,,-20000000.000,,,,-87000000.000,,,,-104000000.000,,,,-20000000.000,,,,-26000000.000
NetCashProvidedByUsedInInvestingActivities,-177000000.000,,,,-36000000.000,,,,-32000000.000,,,,-30000000.000,,,,-59000000.000,,,,-92000000.000,,,,-282000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-177000000.000,,,,-36000000.000,,,,-32000000.000,,,,-30000000.000,,,,-59000000.000,,,,-92000000.000,,,,-282000000.000
NetCashProvidedByUsedInOperatingActivities,-2000000.000,,,,-153000000.000,,,,-15000000.000,,,,0.000,,,,-20000000.000,,,,-27000000.000,,,,11000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2000000.000,,,,-153000000.000,,,,-15000000.000,,,,0.000,,,,-20000000.000,,,,-27000000.000,,,,11000000.000
NetIncomeLoss,-30000000.000,68000000.000,110000000.000,71000000.000,70000000.000,86000000.000,56000000.000,88000000.000,42000000.000,92000000.000,68000000.000,42000000.000,34000000.000,86000000.000,90000000.000,109000000.000,63000000.000,59000000.000,119000000.000,-82000000.000,45000000.000,53000000.000,57000000.000,485000000.000,75000000.000
NetIncomeLossAttributableToNoncontrollingInterest,5000000.000,2000000.000,2000000.000,4000000.000,3000000.000,3000000.000,4000000.000,5000000.000,8000000.000,4000000.000,3000000.000,1000000.000,3000000.000,4000000.000,3000000.000,-1000000.000,11000000.000,4000000.000,3000000.000,3000000.000,3000000.000,2000000.000,4000000.000,4000000.000,
NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-38000000.000,61000000.000,102000000.000,63000000.000,62000000.000,79000000.000,48000000.000,80000000.000,34000000.000,85000000.000,-170000000.000,38000000.000,31000000.000,84000000.000,88000000.000,109000000.000,63000000.000,59000000.000,119000000.000,-82000000.000,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,70000000.000,86000000.000,56000000.000,88000000.000,42000000.000,92000000.000,-170000000.000,23000000.000,34000000.000,86000000.000,90000000.000,109000000.000,63000000.000,59000000.000,119000000.000,-82000000.000,,,,,75000000.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,,,80000000.000
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,,,,,,,,,,,,,5000000.000,,,,0.000,,,,
NoncontrollingInterestIncreaseFromBusinessCombination,,,,,,,,,,,,,,,,,,,,,,,,,14000000.000
OperatingIncomeLoss,21000000.000,114000000.000,,,,,,,,,,,,,,,,,,,,,,,129000000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,1000000.000,-19000000.000,,,,,,1000000.000,-10000000.000,3000000.000,-3000000.000,,3000000.000,-2000000.000,,1000000.000,-1000000.000,-5000000.000,2000000.000,2000000.000,1000000.000,-5000000.000,0.000,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,-1000000.000,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,-9000000.000,-5000000.000,,,,,,,,,,-7000000.000,-3000000.000,-7000000.000,95000000.000,-16000000.000,-7000000.000,-17000000.000,38000000.000,-7000000.000,-6000000.000,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,-1000000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,1000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,,,,3000000.000,-6000000.000,-1000000.000,0.000,,1000000.000,-4000000.000,,-1000000.000,3000000.000,1000000.000,2000000.000,3000000.000,-13000000.000,-11000000.000,-9000000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,1000000.000,1000000.000,-2000000.000,1000000.000,-2000000.000,-3000000.000,1000000.000,-1000000.000,-1000000.000,1000000.000,-2000000.000,-2000000.000,,-2000000.000,-3000000.000,,1000000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,33000000.000,-160000000.000,,,-79000000.000,,,-17000000.000,-47000000.000,30000000.000,-6000000.000,-12000000.000,14000000.000,-113000000.000,-74000000.000,-99000000.000,14000000.000,-66000000.000,-30000000.000,29000000.000,-24000000.000,-8000000.000,-35000000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,1000000.000,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,-4000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,30000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,31000000.000
