,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,4000000.000,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,121000.000,644000.000,304000.000,236000.000,-788468.000,421967.000,308000.000,308000.000,-736639.000,119164.000,203019.000,142115.000,-267226.000,325550.000,437647.000,492172.000,-358313.000,1083358.000,792753.000,338854.000,-1580797.000,173927.000,272588.000
AssetImpairmentCharges,,,,,,,,,,,3000000.000,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,1000000.000,,,,,,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,,,,,29000000.000,,,,,,,,,,,,,
CashAcquiredFromAcquisition,,,,,,,,,,,7000000.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-98000000.000,,,,-29000000.000,,,,10000000.000,,,,21000000.000,,,,7000000.000,,,,-11000000.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,0.200,,,,0.220,,,,0.220,,,,0.300,
CommonStockDividendsPerShareDeclared,0.180,0.180,0.180,0.180,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.300,0.300,0.300,0.300
ComprehensiveIncomeNetOfTax,,78000000.000,,256000000.000,29000000.000,,35000000.000,-5000000.000,55000000.000,79000000.000,60000000.000,30000000.000,65000000.000,-123000000.000,-35000000.000,-103000000.000,-427000000.000,-4000000.000,-52000000.000,113000000.000,45000000.000,17000000.000,-66000000.000,130000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,8000000.000,,8000000.000,,,5000000.000,-5000000.000,5000000.000,5000000.000,5000000.000,2000000.000,5000000.000,3000000.000,2000000.000,,2000000.000,,1000000.000,5000000.000,1000000.000,3000000.000,,7000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,71000000.000,86000000.000,35000000.000,264000000.000,29000000.000,63000000.000,40000000.000,-10000000.000,60000000.000,84000000.000,65000000.000,32000000.000,70000000.000,-120000000.000,-33000000.000,-103000000.000,-425000000.000,-4000000.000,-51000000.000,118000000.000,46000000.000,20000000.000,-66000000.000,137000000.000
CostOfGoodsAndServicesSold,630000000.000,708000000.000,619000000.000,671000000.000,671000000.000,691000000.000,673000000.000,698000000.000,726000000.000,730000000.000,720000000.000,722000000.000,756000000.000,728000000.000,655000000.000,555000000.000,544000000.000,532000000.000,504000000.000,418000000.000,461000000.000,450000000.000,454000000.000,509000000.000
DeferredIncomeTaxExpenseBenefit,,,7000000.000,,,,,,,,3000000.000,,,,-7000000.000,,,,,,,,-2000000.000,
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,-1000000.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanSettlementsPlanAssets,,,,,,,,,,,,,,,-18000000.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,51000000.000,,,,45000000.000,,,,41000000.000,,,,38000000.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,294000000.000,6000000.000,,-2000000.000,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,186000000.000,4000000.000,,-1000000.000,,2000000.000,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,18000000.000,3000000.000,,,,,,,,-1000000.000,-1000000.000,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,7000000.000,108000000.000,2000000.000,-110000000.000,,,,,,-1000000.000,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,-1000000.000,,-2000000.000,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,38000000.000,8000000.000,,,,,,,,2000000.000,2000000.000,,,,,,,,,,,
DividendsCash,,,,,,,5000000.000,,,,,,,,,,,,,,,,,
DividendsCommonStock,,,12000000.000,,,,,,,,,,,,,,,,14000000.000,14000000.000,19000000.000,18000000.000,19000000.000,19000000.000
DividendsCommonStockCash,,,,,,,13000000.000,,,,13000000.000,,,,14000000.000,,,,14000000.000,,,,19000000.000,
