,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeTaxExpenseBenefit,131000000.000,-69000000.000,-46000000.000,-50000000.000,-1757000000.000,-78000000.000,,,,
IncomeTaxesPaid,,0.000,,,,,,,,
IncreaseDecreaseInOperatingCapital,,1000000.000,,,,-98000000.000,,,,-42000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,0.000,,,,,,,,
InterestAndDebtExpense,,79000000.000,83000000.000,82000000.000,82000000.000,74000000.000,74000000.000,95000000.000,85000000.000,84000000.000
InterestPaid,,54000000.000,,,,48000000.000,,,,44000000.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,38000000.000
NetCashProvidedByUsedInFinancingActivities,,212000000.000,,,,-88000000.000,,,,-95000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,212000000.000,,,,-88000000.000,,,,-95000000.000
NetCashProvidedByUsedInInvestingActivities,,-313000000.000,,,,-29000000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-313000000.000,,,,-29000000.000,,,,
NetCashProvidedByUsedInOperatingActivities,,115000000.000,,,,115000000.000,,,,133000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,115000000.000,,,,115000000.000,,,,133000000.000
NetIncomeLoss,188000000.000,-100000000.000,-68000000.000,-104000000.000,-3282000000.000,-50000000.000,-140000000.000,546000000.000,-77000000.000,53000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,-1000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-100000000.000,-68000000.000,-104000000.000,-3282000000.000,-50000000.000,-140000000.000,546000000.000,-83000000.000,52000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,,52000000.000
OilAndGasSalesRevenue,,,,,,304000000.000,404000000.000,424000000.000,489000000.000,487000000.000
OperatingExpenses,87000000.000,76000000.000,85000000.000,129000000.000,64000000.000,67000000.000,61000000.000,,,
OperatingIncomeLoss,,,,,,,,,,111000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,-3000000.000,-4000000.000,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,0.000,0.000,-2000000.000,-3000000.000,6000000.000,,0.000,0.000,,0.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,2000000.000,2000000.000,,3000000.000,3000000.000,2000000.000,-7000000.000,3000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,0.000,0.000,0.000,0.000,0.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,-5000000.000,-6000000.000,,3000000.000,-3000000.000,-2000000.000,,-3000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,-3000000.000,-4000000.000,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,,,,,,0.000,0.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,0.000,0.000,0.000,0.000,0.000,,,,,
OtherExpenses,39000000.000,24000000.000,27000000.000,23000000.000,102000000.000,,,,,
OtherNoncashExpense,,26000000.000,,,,,,,,9000000.000
OtherNoncashIncomeExpense,,,,,,-2000000.000,,,,
OtherOperatingIncome,41000000.000,28000000.000,25000000.000,30000000.000,26000000.000,18000000.000,31000000.000,46000000.000,37000000.000,30000000.000
OtherOperatingIncomeExpenseNet,,,,,,66000000.000,51000000.000,-29000000.000,,-22000000.000
PaymentsOfDebtRestructuringCosts,,,,,,,,,,2000000.000
PaymentsToAcquirePropertyPlantAndEquipment,,133000000.000,,,,21000000.000,,,,50000000.000
ProceedsFromIssuanceOfCommonStock,,2000000.000,,,,1000000.000,,,,1000000.000
ProceedsFromLinesOfCredit,,757000000.000,,,,361000000.000,,,,221000000.000
ProceedsFromMinorityShareholders,,,,,,,,,,49000000.000
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,33000000.000
ProductionCosts,,,,,,,188000000.000,211000000.000,,211000000.000
ProfitLoss,,,,,,,,,,52000000.000
RepaymentsOfLinesOfCredit,,547000000.000,,,,405000000.000,,,,299000000.000
RepaymentsOfLongTermDebt,,,,,,25000000.000,,,,
RepaymentsOfSeniorDebt,,,,,,,,,,41000000.000
RepaymentsOfSubordinatedDebt,,,,,,,,,,24000000.000
RevenueFromRelatedParties,421000000.000,,,,,,,,,
Revenues,1092000000.000,577000000.000,634000000.000,626000000.000,566000000.000,322000000.000,317000000.000,456000000.000,452000000.000,590000000.000
SalesRevenueNet,1051000000.000,549000000.000,609000000.000,596000000.000,540000000.000,304000000.000,286000000.000,410000000.000,415000000.000,560000000.000
SellingGeneralAndAdministrativeExpense,,,,,,,,58000000.000,,67000000.000
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,,,,,980000.000,86000.000,53000.000,,42000.000
TaxesExcludingIncomeAndExciseTaxes,56000000.000,55000000.000,53000000.000,42000000.000,30000000.000,39000000.000,42000000.000,37000000.000,26000000.000,33000000.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,,,,,,0.000,,,,1000000.000
UnrealizedGainLossOnDerivatives,,,,,,-81000000.000,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,1200000.000,,300000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,382.100,382.700,383.100,383198852.100,385300000.000,39900000.000,41800000.000,-426600000.000,42600000.000
WeightedAverageNumberOfSharesOutstandingBasic,,382.100,382.700,383.100,383198852.100,385300000.000,39900000.000,40600000.000,-425400000.000,42300000.000
