,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04
AccrualForTaxesOtherThanIncomeTaxesCurrent,14708000.000,16281000.000,11075000.000,12215000.000,14584000.000,16336000.000,11209000.000,11505000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,39000000.000,
Assets,1089919000.000,1126129000.000,1110463000.000,1156008000.000,1097897000.000,1134549000.000,1129196000.000,1172694000.000
AssetsCurrent,63961000.000,101856000.000,84195000.000,128209000.000,76624000.000,116962000.000,110229000.000,163538000.000
AssetsHeldForSaleCurrent,4000000.000,4000000.000,0.000,,3267000.000,,,
Cash,43664000.000,80308000.000,72111000.000,112982000.000,57402000.000,96725000.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,96899000.000,145131000.000
DeferredFinanceCostsNoncurrentNet,17473000.000,16740000.000,16007000.000,15275000.000,14542000.000,13809000.000,13020000.000,12287000.000
DeferredRentCredit,,,,,,,116000000.000,
DeferredRentCreditCurrent,818000.000,813000.000,1175000.000,1508000.000,1883000.000,1508000.000,3181000.000,2469000.000
DeferredRentCreditNoncurrent,108176000.000,106848000.000,110159000.000,114152000.000,114596000.000,114702000.000,112626000.000,112971000.000
DueFromRelatedPartiesCurrent,10259000.000,10528000.000,9882000.000,,,,,
InterestPayableCurrent,4440000.000,29694000.000,3928000.000,29459000.000,3885000.000,29139000.000,5360000.000,31032000.000
InvestmentBuildingAndBuildingImprovements,503299000.000,497822000.000,493883000.000,489117000.000,749395000.000,746120000.000,745698000.000,741154000.000
Land,277725000.000,277001000.000,277001000.000,277001000.000,274228000.000,274228000.000,274228000.000,271246000.000
LeaseIncentiveReceivableCurrent,,,,4680000.000,4240000.000,2727000.000,1393000.000,1055000.000
LiabilitiesAndStockholdersEquity,1089919000.000,1126129000.000,1110463000.000,1156008000.000,1097897000.000,1134549000.000,1129196000.000,1172694000.000
LiabilitiesCurrent,21212000.000,48646000.000,18965000.000,45258000.000,22843000.000,49993000.000,34144000.000,58421000.000
LongTermDebtFairValue,,,,,,,1029000000.000,
LongTermDebtNoncurrent,930298000.000,931467000.000,933516000.000,934166000.000,934821000.000,935501000.000,939092000.000,939822000.000
MembersEquity,,,,,24150000.000,32891000.000,39327000.000,57508000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,230191000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,45433000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,21762000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,29266000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,35708000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,41542000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,56480000.000,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,2673430000.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,217811000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,170039000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,189022000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,208558000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,216195000.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,1671805000.000,
OtherAssetsNoncurrent,254000.000,287000.000,283000.000,279000.000,275000.000,296000.000,310000.000,530000.000
OtherLiabilitiesCurrent,787000.000,944000.000,1422000.000,1136000.000,1126000.000,1198000.000,1404000.000,1317000.000
OtherLiabilitiesNoncurrent,28000.000,28000.000,1537000.000,1512000.000,1487000.000,1462000.000,4007000.000,3972000.000
PrepaidExpenseCurrent,6038000.000,7020000.000,2202000.000,6730000.000,1475000.000,2742000.000,6611000.000,6824000.000
RealEstateAccumulatedDepreciation,,,,,,,580547000.000,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,580547000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,,1152792000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,,274228000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,1427020000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,1146960000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,275787000.000,
RealEstateGrossAtCarryingValue,,,,,,,1427020000.000,
RealEstateInvestmentPropertyAccumulatedDepreciation,,,,,567476000.000,572792000.000,580547000.000,584777000.000
RealEstateInvestmentPropertyAtCost,,,,,1426861000.000,1423226000.000,1427020000.000,1416735000.000
RealEstateInvestmentPropertyNet,896726000.000,886949000.000,880567000.000,871870000.000,859385000.000,850434000.000,846473000.000,831958000.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,3817000.000,10240000.000,14768000.000,5326000.000,10528000.000
StockholdersEquity,30205000.000,39140000.000,46286000.000,60920000.000,,,,
