,2012-09-30
AllocatedShareBasedCompensationExpense,36331.000
AmortizationOfDebtDiscountPremium,132546.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1378175.000
CostOfServices,1331812.000
CurrentIncomeTaxExpenseBenefit,1168014.000
DeferredIncomeTaxExpenseBenefit,-1409323.000
DepreciationDepletionAndAmortization,483157.000
EarningsPerShareBasicAndDiluted,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,661778.000
GrossProfit,5284019.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-635557.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4581539.000
IncreaseDecreaseInAccountsReceivable,7385209.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,1168014.000
IncreaseDecreaseInDeferredIncomeTaxes,1409323.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,82154.000
InterestExpense,518419.000
InterestPaid,261553.000
NetCashProvidedByUsedInFinancingActivities,4683437.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4683437.000
NetCashProvidedByUsedInInvestingActivities,-3955100.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3955100.000
NetCashProvidedByUsedInOperatingActivities,649838.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,649838.000
NetIncomeLoss,-394248.000
OperatingExpenses,5919576.000
OtherCostAndExpenseOperating,-895.000
PaymentsOfFinancingCosts,35100.000
PaymentsToAcquirePropertyPlantAndEquipment,3955100.000
ProceedsFromIssuanceOfSeniorLongTermDebt,2975000.000
ProceedsFromNotesPayable,1825000.000
ProceedsFromRepaymentsOfDebt,-260815.000
ProceedsFromRepaymentsOfOtherDebt,179352.000
ProvisionForDoubtfulAccounts,3449685.000
SalesCommissionsAndFees,813015.000
SalesRevenueServicesGross,7428846.000
SalesRevenueServicesNet,6615831.000
SellingGeneralAndAdministrativeExpense,5402052.000
ShareBasedCompensation,36331.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,133979900.000
