,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1613290.000,1509924.000,1482776.000,1309037.000,1401289.000,1055071.000,1336084.000,1273142.000,1454641.000,845668.000,1305201.000,727281.000,1469710.000,877533.000,1686929.000,976112.000,1073455.000,604418.000,672517.000,552787.000,876438.000,436135.000,635502.000
AccountsReceivableNetCurrent,5298866.000,4615864.000,3469608.000,3217875.000,4189427.000,4824571.000,3585346.000,7204226.000,5120197.000,4328613.000,4802478.000,3194678.000,4033356.000,3386994.000,4179456.000,6694401.000,4119344.000,4038389.000,4852417.000,4957464.000,3891177.000,3752842.000,3374256.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,101261.000,108664.000,223821.000,,86816.000,159928.000,260264.000,,93302.000,164800.000,254865.000,,93292.000,186043.000,274585.000
AccruedIncomeTaxesCurrent,,66047.000,176272.000,73596.000,,,,430463.000,,,,,,,,2716.000,288402.000,,,,,,
AccruedPayrollTaxesCurrent,46724.000,44851.000,45528.000,44886.000,50628.000,45522.000,51066.000,50891.000,57024.000,,59978.000,53553.000,47009.000,47724.000,52543.000,47082.000,48349.000,85677.000,50855.000,49353.000,48119.000,52865.000,46822.000
AccruedSalariesCurrent,464384.000,266276.000,305387.000,417677.000,482423.000,289584.000,304079.000,370554.000,505359.000,296609.000,353139.000,413989.000,398503.000,173765.000,309282.000,332387.000,287199.000,242880.000,306277.000,357910.000,352642.000,179971.000,98963.000
AccruedVacationCurrent,586554.000,603800.000,676165.000,707760.000,607309.000,613479.000,673612.000,748040.000,696209.000,684345.000,746745.000,693286.000,540174.000,532743.000,644653.000,690833.000,651903.000,647525.000,733106.000,704761.000,667392.000,683551.000,721635.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-9330654.000,,,,9689383.000,,,,10124753.000,,,,10466020.000,,,,10851124.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1692.000,162.000,1813.000,1477.000,1760.000,3182.000,3177.000,412.000,283.000,62.000,-507.000,-1437.000,-1757.000,-2850.000,-3109.000,-4386.000,-2607.000,-3511.000,845.000,-1408.000,-2094.000,-2664.000,-2911.000
AdditionalPaidInCapitalCommonStock,14783420.000,14823787.000,14856933.000,15093512.000,15222798.000,15441952.000,15469358.000,15780009.000,15923855.000,15982307.000,16030186.000,16429220.000,16467723.000,16484513.000,16556737.000,16785604.000,16838379.000,16889082.000,17003266.000,17253072.000,17276405.000,17388596.000,17437877.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,3000.000,,3000.000,3000.000,3000.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,3000.000,,,,,,,,,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000
Assets,32371349.000,30545708.000,31540393.000,32785603.000,33582487.000,31914046.000,32710690.000,35540947.000,35845188.000,32381763.000,33263622.000,32398446.000,32752232.000,32604170.000,33744190.000,34344244.000,34937959.000,33456622.000,34156170.000,34452917.000,34634191.000,33895324.000,33945802.000
AssetsCurrent,29638107.000,27827932.000,28871842.000,30195036.000,31039986.000,29395232.000,30266544.000,33094421.000,33187413.000,29550088.000,30515895.000,29719545.000,30170783.000,30099205.000,31239103.000,31845381.000,32543552.000,31093586.000,31841859.000,32104392.000,32238067.000,31540215.000,31589300.000
AvailableForSaleSecurities,,,,3184711.000,,,,3892968.000,,,,4910893.000,,4393158.000,4245496.000,4159057.000,4995156.000,,,5580059.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,1198.000,1300.000,1466.000,662.000,,53.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,6600.000,,,251.000,467.000,900.000
AvailableForSaleSecuritiesAmortizedCost,,,,3182439.000,,,,3892335.000,,,,4913103.000,,4397542.000,4250279.000,4165804.000,4999167.000,5229772.000,5391816.000,5578593.000,8713298.000,8966508.000,9211268.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,,,,,,,5224370.000,5393116.000,,8713709.000,8966041.000,9210421.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,716211.000,,,,1815199.000,,,,476318.000,,483387.000,490320.000,636329.000,1188711.000,245000.000,350000.000,768548.000,277934.000,322041.000,364109.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,2468500.000,,,,2077769.000,,,,4434575.000,,3909771.000,3755176.000,3522728.000,3806445.000,4979370.000,5043116.000,4811511.000,8435775.000,8644000.000,8846312.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,-1952.000,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,4224.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10336395.000,8736132.000,9870589.000,11523424.000,10978191.000,8165231.000,9215070.000,9888628.000,11607437.000,8217319.000,8260526.000,9556891.000,9872162.000,10237837.000,9437876.000,8859405.000,10427547.000,9547218.000,9547801.000,10031644.000,8570213.000,8857278.000,9386048.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,25.000,,,,25.000,,,,25.000,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,0.500,,,,0.500,,,,0.500,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,439200.000,,,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,187050.000,,,,159250.000,,,,,,,,,,,,,,,
ClassOfWarrantOrRightUnissued,,,,252150.000,,,,252650.000,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,411900.000,,,,388480.000,,,,380350.000,,,,364050.000,,,
CommonStockParOrStatedValuePerShare,0.330,0.330,0.330,0.330,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.330,0.333
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesHeldInEmployeeTrustShares,,,,,,,,,,,,,,88333.000,83750.000,79167.000,74792.000,70417.000,66042.000,61667.000,57500.000,53334.000,49167.000
CommonStockSharesIssued,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000,3029874.000
CommonStockSharesOutstanding,2324891.000,2321667.000,2320822.000,2320822.000,2324743.000,2344543.000,2340790.000,2344690.000,2353260.000,2355810.000,2358175.000,2368110.000,2359001.000,2355357.000,2361457.000,2362687.000,2363487.000,2352184.000,2361084.000,2364684.000,2364684.000,2370521.000,2371321.000
CommonStockValue,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000,1009958.000
ContractualObligation,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear,,,,2925245.000,,,,4155629.000,,,,4391834.000,,,,3515008.000,,,,3944035.000,,,
DeferredCompensationShareBasedArrangementsLiabilityCurrent,92323.000,22980.000,112439.000,,108951.000,70870.000,165804.000,,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,344612.000,,,,316922.000,,,,399646.000,,,,327106.000,,,,293309.000,,,
DeferredTaxAssetsGross,,,,545106.000,,,,540630.000,,,,441030.000,,,,437036.000,,,,342630.000,,,
DeferredTaxAssetsInventory,,,,70788.000,,,,49032.000,,,,32749.000,,,,12407.000,,,,27266.000,,,
DeferredTaxAssetsInvestments,,,,,,,,,,,,,,,,,,,,-513.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,200494.000,,,,223708.000,,,,41384.000,,,,109930.000,,,,49321.000,,,
DeferredTaxAssetsNetCurrent,368907.000,379942.000,390882.000,422998.000,441069.000,459796.000,478523.000,419093.000,421135.000,422946.000,424757.000,324823.000,276955.000,229088.000,178565.000,334681.000,296433.000,257274.000,214534.000,252558.000,239898.000,217764.000,201944.000
DeferredTaxAssetsOther,,,,3715.000,,,,2252.000,,,,1191.000,,,,638.000,,,,308.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,121314.000,,,,121315.000,,,,116981.000,,,,102355.000,,,,90072.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,15697.000,,,,19946.000,,,,23854.000,,,,23602.000,,,,74287.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,333592.000,,,,348085.000,,,,266255.000,,,,295673.000,,,,151210.000,,,
DeferredTaxLiabilitiesInvestments,,,,,,,,,,,,-773.000,,,,2361.000,,,,,,,
DeferredTaxLiabilitiesNoncurrent,252763.000,234797.000,216831.000,222504.000,208509.000,195126.000,180975.000,195385.000,213577.000,231719.000,249674.000,283439.000,255752.000,227650.000,199996.000,224751.000,202334.000,178473.000,157444.000,203237.000,202711.000,202248.000,201959.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,343817.000,,,,316700.000,,,,400419.000,,,,327106.000,,,,293309.000,,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,795.000,,,,222.000,,,,,,,,,,,,,,,
DividendsPayableCurrent,,,,,,,,,,,,,,,,590672.000,590872.000,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,170803.000,137838.000,110433.000,83028.000,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,55623.000,133088.000,107069.000,82130.000,60800.000,47771.000,34742.000,54320.000,172654.000,142187.000,122238.000,103223.000,85085.000,61752.000,193945.000,153700.000
EmployeeStockOwnershipPlanESOPDeferredShares,,,,,,,126666.000,116666.000,111874.000,107083.000,102291.000,,92917.000,,,,,,,,,,
EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,,,,3609349.000,3465449.000,3191983.000,3152366.000,,,,,,,,,,,,,,1453025.000,1389884.000,1130841.000
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,,,,454588.000,456909.000,453091.000,449338.000,,,,,,,,,,,,,,441095.000,439432.000,439432.000
EmployeeStockOwnershipPlanESOPNumberOfCommittedToBeReleasedShares,,,,136666.000,5000.000,10000.000,15000.000,,,,,,,,,,,,,,4167.000,8333.000,12500.000
