,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AssetImpairmentCharges,,0.000,0.000,,
AssetRetirementObligationAccretionExpense,83800.000,80800.000,88900.000,90400.000,132000.000
AssetRetirementObligationRevisionOfEstimate,106100.000,-32200.000,-200700.000,693200.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-23500.000,-2200.000,4600.000,-32200.000,
ComprehensiveIncomeNetOfTax,-2969500.000,-350600.000,-222900.000,-1975700.000,-1124400.000
CostsAndExpenses,,1135300.000,1211300.000,2861700.000,1467900.000
DepletionOfOilAndGasProperties,594400.000,365500.000,427200.000,228700.000,40400.000
DerivativeGainLossOnDerivativeNet,,,,,11600.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,2800.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,122400.000,631900.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,3141200.000,6854200.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,591700.000,2005600.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,2549500.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,-4848600.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,,469300.000,1373700.000,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,838200.000,282000.000,,,
GainLossOnFairValueHedgeIneffectivenessNet,,0.000,0.000,0.000,
GainLossOnSaleOfDerivatives,,,,-14600.000,8800.000
GeneralAndAdministrativeExpense,139700.000,135300.000,136100.000,124000.000,120300.000
GeneralPartnerDistributions,29800.000,0.000,,,
GrossProfit,,251200.000,425600.000,336100.000,-71100.000
ImpairmentOfLongLivedAssetsHeldForUse,2480900.000,0.000,0.000,,
ImpairmentOfOilAndGasProperties,2669700.000,0.000,,,
IncreaseDecreaseDueFromAffiliates,-97500.000,,-15600.000,-65800.000,-89600.000
IncreaseDecreaseInAccountsReceivable,,-36500.000,,,
IncreaseDecreaseInAccruedLiabilities,-3300.000,-8100.000,9100.000,1100.000,-200.000
IncreaseDecreaseInDueToAffiliates,,,,,303000.000
InterestIncomeOperating,200.000,0.000,,,
NaturalGasProductionRevenue,808400.000,,,,
NetCashProvidedByUsedInFinancingActivities,-838200.000,-282000.000,-388900.000,-305900.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-838200.000,-282000.000,-388900.000,-305900.000,
NetCashProvidedByUsedInInvestingActivities,2500.000,0.000,6000.000,,200.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,2500.000,0.000,6000.000,,200.000
NetCashProvidedByUsedInOperatingActivities,812200.000,279800.000,387500.000,273700.000,-200.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,812200.000,279800.000,387500.000,273700.000,-200.000
NetIncomeLoss,-2490200.000,-330400.000,-226600.000,-1988400.000,-1120800.000
NetIncomeLossAllocatedToGeneralPartners,-210000.000,-14900.000,34600.000,-533000.000,-313700.000
NetIncomeLossAllocatedToLimitedPartners,-2280200.000,-315500.000,-261200.000,-1455400.000,-807100.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-1068.000,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-122.000,-682.000,-378.000
OilAndGasProductionExpense,631900.000,553700.000,559100.000,537200.000,406600.000
OilAndGasRevenue,1440300.000,804900.000,984700.000,873300.000,347100.000
OilAndGasSalesRevenue,,,,,335500.000
OperatingCostsAndExpenses,3930700.000,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,-479300.000,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,-20200.000,3700.000,,
OtherComprehensiveIncomeLossNetOfTax,,,,12700.000,-3600.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,8000.000,6900.000,2800.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,4700.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,26600.000,-8400.000,-10900.000,,
OtherNoncashExpense,139700.000,-135500.000,73300.000,,
PartnersCapitalAccountDistributions,868000.000,282000.000,388900.000,305900.000,
PaymentsOfCapitalDistribution,,,388900.000,305900.000,
PriceRiskCashFlowHedgeGainOrLossReclassifiedToEarningsNet,-300400.000,-18700.000,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,2500.000,0.000,6000.000,,200.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,695200.000,,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,76600.000,,,
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,,365500.000,427200.000,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,,,1881400.000,768600.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,-114300.000,-1600.000,-1774000.000,-880100.000
ResultsOfOperationsProductionOrLiftingCosts,,553700.000,559100.000,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities,1440500.000,804900.000,984700.000,873300.000,
