,2012-01-31,2012-04-30,2013-01-31,2013-04-30,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2015-01-31,2016-01-31
AmortizationOfIntangibleAssets,,,,,,,,,187149.000,200579.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-59666.000,,,,,
CostOfGoodsAndServicesSold,189763.000,161586.000,337825.000,312208.000,395273.000,182985.000,196886.000,30487.000,26586.000,32.000
Depreciation,,,,,,,,,11395.000,7810.000
DepreciationDepletionAndAmortization,1602.000,1496.000,1576.000,1578.000,4134.000,7053.000,6488.000,164276.000,,
EarningsPerShareBasic,-0.006,0.002,0.015,0.008,0.011,-0.010,0.001,-0.020,-0.019,
EarningsPerShareBasicAndDiluted,,,,,,,,,,-0.289
EarningsPerShareDiluted,-0.002,0.001,0.009,0.005,0.007,-0.006,0.001,-0.015,-0.019,
GrossProfit,269050.000,296454.000,447892.000,386362.000,404209.000,259969.000,279798.000,191535.000,9450.000,6318.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,4243747.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-39377.000,18870.000,154322.000,86596.000,124981.000,-116819.000,14669.000,-488982.000,-821407.000,
IncomeTaxExpenseBenefit,0.000,0.000,,0.000,1600.000,0.000,0.000,0.000,1600.000,
IncomeTaxesPaid,,,,,0.000,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,-1273.000,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,-191861.000,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,-380000.000,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,92462.000
IncreaseDecreaseInInventories,,,,,-640.000,,,,,
IncreaseDecreaseInOtherAccountsPayable,,,,,-11905.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,-25884.000,,,,,
InterestExpense,-9.000,-1.000,-1.000,-1.000,,,,,,227557.000
InterestIncomeExpenseNet,,,,,-286.000,-894.000,-785.000,-825.000,-7827.000,
InterestPaid,,,,,286.000,,,,,
LeaseAndRentalExpense,,,13419.000,13419.000,13419.000,13419.000,13419.000,13418.000,13419.000,34114.000
LineOfCreditFacilityPeriodicPaymentInterest,,,,,286.000,894.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,84230.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,84230.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,-105279.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-105279.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,,,,-38617.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,-38617.000,,,,,
NetIncomeLoss,-39377.000,18870.000,154322.000,86596.000,123381.000,-116819.000,14669.000,-488982.000,-823007.000,-5085277.000
NonoperatingIncomeExpense,9.000,1.000,1.000,1.000,-286.000,-894.000,1215.000,-825.000,36560.000,
OperatingExpenses,308436.000,277585.000,293571.000,299767.000,278942.000,375894.000,266344.000,679692.000,867417.000,4871576.000
OperatingIncomeLoss,-39386.000,18869.000,154321.000,86595.000,125267.000,-115925.000,13454.000,-488157.000,-857967.000,-4865258.000
OtherNonoperatingIncomeExpense,0.000,0.000,0.000,0.000,0.000,0.000,2000.000,0.000,44387.000,100000.000
PaymentsToAcquireProductiveAssets,,,,,105279.000,,,,,
ProceedsFromNotesPayable,,,,,85278.000,,,,,
ProfessionalFees,59410.000,78170.000,76005.000,36385.000,27294.000,148624.000,38470.000,93115.000,97717.000,
ProvisionForDoubtfulAccounts,,,,,0.000,,,,,
RepaymentsOfNotesPayable,,,,,1048.000,,,,,
ResearchAndDevelopmentExpense,,,,,,,,,121995.000,23682.000
Revenues,458813.000,458040.000,785717.000,698570.000,799482.000,442954.000,476684.000,222022.000,36036.000,6350.000
SalesRevenueNet,458813.000,458040.000,785717.000,698570.000,799482.000,442954.000,476684.000,222022.000,36036.000,6350.000
SellingAndMarketingExpense,,,,,,,,,,0.000
SellingGeneralAndAdministrativeExpense,247424.000,197919.000,215990.000,261804.000,247514.000,220217.000,221386.000,422301.000,449161.000,604147.000
ShareBasedCompensation,,,,,1560.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,16672488.000,18088170.000,17903235.000,18118995.000,18127328.000,20403622.000,22068948.000,-24175330.000,43959237.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,17858294.000
WeightedAverageNumberOfSharesOutstandingBasic,7010000.000,8425682.000,10590760.000,10806520.000,10814853.000,11434147.000,11382377.000,-7469284.000,43959237.000,
