,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,111334.000,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,0.000,1522.000,1668.000,438.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111334.000,,,
AcquisitionCostsCumulative,,,,,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,-111334.000,,,,
Assets,73760.000,69761.000,60044.000,59259.000,17014.000,15492.000,15347.000,16578.000,19082.000,19082.000,59047.000,64128.000,89226.000,59029.000,32347.000,22348.000,24555.000,24555.000,40506.000
CapitalUnits,,,,,,,,,20456595.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14044.000,14044.000,5112.000,5112.000,7112.000,7112.000,7113.000,7113.000,19082.000,19082.000,30934.000,32285.000,57343.000,32344.000,32347.000,22348.000,23152.000,23152.000,38153.000
CashEquivalentsAtCarryingValue,,,,,7112.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
DueFromRelatedParties,,,,,,,,,,,,,,,,,0.000,0.000,
DueToAffiliateCurrentAndNoncurrent,,,,,204773.000,,,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,20000.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,290751.000,318546.000,428373.000,452395.000,502852.000,530188.000,549353.000,574003.000,637040.000,694541.000,718062.000,753919.000,758873.000,396826.000,419204.000,425881.000,391632.000,402903.000,414910.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,584.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,584.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,584.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,584.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,584.000,,,,,,,,,,,
GeneralPartnersCapitalAccount,-171999.000,-172317.000,-173513.000,-173761.000,-174688.000,-174977.000,-175170.000,-175404.000,-176009.000,-176584.000,-176420.000,-176728.000,-176527.000,-173468.000,-173698.000,-173865.000,-173500.000,-173613.000,-173724.000
Investments,,,,,0.000,,,,,,,,,,,,,,
InvestmentsAndCash,,,,,9902.000,,,,,,,,,,,,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,
Liabilities,290751.000,318546.000,428373.000,452395.000,502852.000,530188.000,549353.000,574003.000,637040.000,694541.000,718062.000,753919.000,758873.000,422827.000,419204.000,425881.000,391632.000,402903.000,429910.000
LiabilitiesAndStockholdersEquity,73760.000,69761.000,60044.000,59259.000,17014.000,15492.000,15347.000,16578.000,19082.000,19082.000,59047.000,64128.000,89226.000,59029.000,32347.000,22348.000,24555.000,24555.000,40506.000
LimitedPartnersCapitalAccount,-44992.000,-76468.000,-194816.000,-219375.000,-311150.000,-339719.000,-358836.000,-382021.000,-441949.000,-498875.000,-482595.000,-513063.000,-493120.000,-190330.000,-213159.000,-229668.000,-193577.000,-204735.000,-215680.000
LimitedPartnersCapitalAccountUnitsAuthorized,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
LimitedPartnersCapitalAccountUnitsIssued,20500.000,20500.000,20500.000,20500.000,20500.000,20500.000,20500.000,20495.000,20495.000,20495.000,20480.000,20480.000,20480.000,20480.000,20460.000,20460.000,20371.000,20361.000,20361.000
LimitedPartnersCapitalAccountUnitsOutstanding,20500.000,20500.000,20500.000,20500.000,20500.000,20500.000,20500.000,20495.000,20495.000,20495.000,20480.000,20480.000,20480.000,20480.000,20460.000,20460.000,20371.000,20361.000,20361.000
ManagementFeePayable,,,,,298079.000,,,,,,,,,,,,,,
MinorityInterestInLimitedPartnerships,,,,,9902.000,,,,,,,,,,,,,,
OtherAssetsCurrent,,,,,,,,,,,28113.000,31843.000,31883.000,26685.000,0.000,0.000,1403.000,1403.000,2353.000
PartnersCapital,-216991.000,-248785.000,-368329.000,-393136.000,-485838.000,-514696.000,-534006.000,-557425.000,-617958.000,-675459.000,-659015.000,-689791.000,-669647.000,-363798.000,-386857.000,-403533.000,-367077.000,-378348.000,-389404.000
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,,,,,0.001,,,,,,,,,,,,,,
PartnersCapitalAccountUnits,,,,,,,,,20500.000,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-216991.000,-248785.000,-368329.000,-393136.000,-485838.000,-514696.000,-534006.000,-557425.000,-617958.000,-675459.000,-659015.000,-689791.000,-669647.000,-363798.000,-386857.000,-403533.000,-367077.000,-378348.000,-389404.000
