,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AllocatedShareBasedCompensationExpense,,,,,,,15000.000,,
AmortizationOfDebtDiscountPremium,,,19000.000,,,,1475000.000,,
AssetImpairmentCharges,,,,,,,,,547000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-2379000.000,-3642000.000,-2384000.000,-3802000.000,-10063000.000,-13911000.000,-17985000.000,-8830000.000,-7182000.000
CostOfGoodsSold,6688000.000,4475000.000,638000.000,545000.000,910000.000,-1118000.000,844000.000,654000.000,382000.000
DebtInstrumentConvertibleNumberOfEquityInstruments,,,,,,,8924104.000,,
DepreciationDepletionAndAmortization,,,176000.000,,,,214000.000,,
DerivativeGainLossOnDerivativeNet,,,,-99000.000,47000.000,,-13316000.000,-5921000.000,-2392000.000
EarningsPerShareBasicAndDiluted,-0.150,-0.230,-0.130,-0.200,-0.400,-0.430,-0.080,-0.020,-0.010
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,2000.000,,,,64000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,-1583000.000,-173000.000,-1065000.000
GrossProfit,923000.000,894000.000,-535000.000,-355000.000,-433000.000,1242000.000,105000.000,93000.000,54000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2387000.000,-3588000.000,-2386000.000,-3921000.000,-9968000.000,-13887000.000,-18049000.000,-8716000.000,-7271000.000
IncomeTaxExpenseBenefit,,0.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-315000.000,,,,21000.000,,
IncreaseDecreaseInAccountsReceivable,,,43000.000,,,,434000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-289000.000,,,,-22000.000,,
IncreaseDecreaseInDeferredCharges,,,-138000.000,,,,-131000.000,,
IncreaseDecreaseInInventories,,,-121000.000,,,,-854000.000,,
IncreaseDecreaseInPrepaidExpense,,,-147000.000,,,,-50000.000,,
InducedConversionOfConvertibleDebtExpense,,,,427000.000,,,,,
InterestAndOtherIncome,,,18000.000,,,,,,
InterestExpense,,,524000.000,1253000.000,3057000.000,,,,2112000.000
InterestIncomeExpenseNonoperatingNet,-327000.000,-513000.000,,,,,-1649000.000,-1442000.000,
InterestPaid,,,151000.000,,,,12000.000,,
NetCashProvidedByUsedInContinuingOperations,,,-2881000.000,,,,10000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-472000.000,,,,795000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-472000.000,,,,795000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-100000.000,,,,-3000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-100000.000,,,,-3000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-2311000.000,,,,-846000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2311000.000,,,,-846000.000,,
NonoperatingIncomeExpense,-327000.000,-513000.000,,,,,-16548000.000,-7536000.000,
OperatingExpenses,,,1345000.000,1787000.000,6525000.000,,,,1756000.000
OperatingIncomeLoss,-2060000.000,-3075000.000,-1880000.000,-2142000.000,-6958000.000,-8449000.000,-1501000.000,-1180000.000,-1702000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,2000.000,119000.000,-95000.000,-24000.000,64000.000,-114000.000,89000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,8000.000,-54000.000,,,,,,,
PaymentsOfDebtExtinguishmentCosts,,,,,,,-1583000.000,,
PaymentsToAcquireProductiveAssets,,,115000.000,,,,3000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,-3000.000,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,750000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,15000.000,,,,,,
ProfitLoss,-2387000.000,-3588000.000,-2386000.000,-3921000.000,-9968000.000,-13887000.000,-18049000.000,-8716000.000,-7271000.000
RepaymentsOfLongTermCapitalLeaseObligations,,,18000.000,,,,15000.000,,
RepaymentsOfLongTermDebt,,,454000.000,,,,,,
ResearchAndDevelopmentExpense,259000.000,280000.000,129000.000,126000.000,115000.000,101000.000,106000.000,114000.000,75000.000
SalesDiscountsReturnsAndAllowancesGoods,538000.000,45000.000,11000.000,1000.000,4000.000,1000.000,1000.000,,2000.000
SalesRevenueGoodsGross,8149000.000,5414000.000,114000.000,191000.000,481000.000,125000.000,950000.000,747000.000,438000.000
SalesRevenueGoodsNet,7611000.000,5369000.000,103000.000,190000.000,477000.000,124000.000,949000.000,747000.000,436000.000
SellingGeneralAndAdministrativeExpense,2724000.000,3689000.000,1216000.000,1661000.000,6410000.000,9590000.000,1500000.000,1159000.000,1134000.000
StockOptionPlanExpense,,,23000.000,,,,15000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,15750000.000,15778000.000,18948644.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,19947205.000,24739449.000,,234005038.000,474847995.000,731817081.000
WeightedAverageNumberOfSharesOutstandingBasic,15750000.000,15778000.000,18948644.000,,,,,,
