,2012-03-31,2013-03-31,2014-03-31
CashPeriodIncreaseDecrease,,-147.000,-267.000
EarningsPerShareBasicAndDiluted,,0.000,-0.000
GeneralAndAdministrativeExpense,,107545.000,267.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,200.000
IncreaseDecreaseInDueToOfficersAndStockholders,,104798.000,
NetCashProvidedByUsedInFinancingActivities,,2600.000,214.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2600.000,214.000
NetCashProvidedByUsedInOperatingActivities,,-2747.000,-267.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-2747.000,-267.000
NetIncomeLoss,,-107545.000,-267.000
OperatingExpenses,,107545.000,267.000
ProceedsFromIssuanceOrSaleOfEquity,,2750.000,
ProceedsFromRepaymentsOfBankOverdrafts,,,14.000
RedemptionPremium,,-150.000,
StockIssuedDuringPeriodValueIssuedForServices,,,875.000
StockIssuedDuringPeriodValueOther,,2650.000,
StockRepurchasedAndRetiredDuringPeriodValue,,-150.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,31000000.000,41000000.000
