,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
JointlyOwnedUtilityPlantOwnershipAmountOfPlantAccumulatedDepreciation,574656000.000,578921000.000,579219000.000,582875000.000,587787000.000,592833000.000,598016000.000,603686000.000
Liabilities,3715063000.000,3770234000.000,3761619000.000,3756629000.000,3812565000.000,3794458000.000,3841066000.000,3767991000.000
LiabilitiesAndStockholdersEquity,4758323000.000,4861556000.000,4823047000.000,4835539000.000,4881673000.000,4881450000.000,4911291000.000,4862042000.000
LiabilitiesCurrent,285710000.000,298118000.000,288692000.000,286555000.000,399128000.000,384576000.000,439147000.000,410196000.000
LongTermDebt,3342476000.000,3388233000.000,3364957000.000,3368515000.000,3263195000.000,3255059000.000,3247608000.000,3199103000.000
LongTermDebtCurrent,97157000.000,97409000.000,91419000.000,92891000.000,110113000.000,110289000.000,107903000.000,77101000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,2633569000.000,,,,2788230000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,91419000.000,,,,107903000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,84834000.000,,,,90956000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,368776000.000,,,,84695000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,78322000.000,,,,97638000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,108037000.000,,,,78186000.000,
LongTermDebtNoncurrent,3245319000.000,3290824000.000,3273538000.000,3275624000.000,3153082000.000,3144770000.000,3139705000.000,3122002000.000
MaterialsSuppliesAndOther,82907000.000,84201000.000,85501000.000,86107000.000,86725000.000,88903000.000,87768000.000,86329000.000
MinorityInterest,109015000.000,108855000.000,108757000.000,108750000.000,108879000.000,109011000.000,109147000.000,109443000.000
NetRegulatoryAssets,379635000.000,371109000.000,370081000.000,364961000.000,323762000.000,321128000.000,300103000.000,302721000.000
OtherDeferredCostsNet,4520000.000,2264000.000,3852000.000,3681000.000,3870000.000,,3775000.000,6241000.000
OtherDeferredCreditsNoncurrent,,,,,,,22743000.000,21835000.000
OtherLiabilities,36768000.000,37876000.000,57423000.000,53521000.000,66944000.000,70852000.000,66164000.000,50499000.000
OtherReceivablesNetCurrent,22992000.000,16349000.000,14270000.000,19913000.000,15076000.000,19480000.000,24837000.000,23135000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrentAndNoncurrent,8373000.000,8494000.000,6901000.000,7027000.000,7152000.000,7278000.000,8175000.000,8258000.000
PropertyPlantAndEquipmentGross,,,227957000.000,229528000.000,231362000.000,232928000.000,234457000.000,234594000.000
PropertyPlantAndEquipmentNet,,,154486000.000,152526000.000,150713000.000,148560000.000,144648000.000,135894000.000
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,,,2240732000.000,2268672000.000,2305465000.000,2334682000.000,2361555000.000,2394157000.000
PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,265824000.000,176020000.000,216279000.000,212328000.000,177482000.000,192249000.000,212081000.000,223908000.000
PublicUtilitiesPropertyPlantAndEquipmentGenerationOrProcessing,5261818000.000,5414256000.000,,,,,,
PublicUtilitiesPropertyPlantAndEquipmentNet,,,3462065000.000,3470246000.000,3489311000.000,3509428000.000,3533139000.000,3531158000.000
PublicUtilitiesPropertyPlantAndEquipmentOtherPropertyPlantAndEquipment,228446000.000,230064000.000,,,,,,
PublicUtilitiesPropertyPlantAndEquipmentPlantInService,3505755000.000,3536362000.000,5702797000.000,5738918000.000,5794776000.000,5844110000.000,5894694000.000,5925315000.000
RegulatedEntityOtherAssetsNoncurrent,12932000.000,13034000.000,12139000.000,12171000.000,12419000.000,12660000.000,11542000.000,11585000.000
RegulatoryAssets,424635000.000,416109000.000,415081000.000,409961000.000,416447000.000,413700000.000,395615000.000,390296000.000
RegulatoryLiabilities,45000000.000,45000000.000,45000000.000,45000000.000,92685000.000,92572000.000,95512000.000,87575000.000
RestrictedCashAndInvestments,15260000.000,15254000.000,10530000.000,10512000.000,5712000.000,5730000.000,,
RestrictedCashAndInvestmentsCurrent,10304000.000,10323000.000,9530000.000,9512000.000,4712000.000,4730000.000,997000.000,1013000.000
RestrictedCashAndInvestmentsNoncurrent,4956000.000,4931000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
RetainedEarningsAccumulatedDeficit,935079000.000,983381000.000,952082000.000,969615000.000,959686000.000,977425000.000,961364000.000,984890000.000
ShortTermBorrowings,,,,,94948000.000,74951000.000,119901000.000,125480000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1043260000.000,1091322000.000,1061428000.000,1078910000.000,1069108000.000,1086992000.000,1070225000.000,1094051000.000
UnamortizedDebtIssuanceExpense,21966000.000,21669000.000,21201000.000,20731000.000,23110000.000,22751000.000,22255000.000,21818000.000
UnsecuredDebt,,,55900000.000,54200000.000,52600000.000,50900000.000,49600000.000,47700000.000
