,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,96693000.000,92184000.000,96098000.000,82255000.000,99528000.000,82586000.000,105511000.000,93670000.000
AccountsReceivableNetCurrent,99450000.000,94044000.000,106216000.000,89848000.000,109836000.000,89739000.000,97925000.000,91542000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,17430000.000,25898000.000,27395000.000,25903000.000,17964000.000,26652000.000,27584000.000,26531000.000
AccruedLiabilitiesCurrent,27657000.000,24103000.000,30045000.000,26619000.000,31218000.000,28583000.000,32719000.000,29554000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,73471000.000,77002000.000,80649000.000,84368000.000,89809000.000,98700000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-834000.000,-914000.000,589000.000,545000.000,543000.000,556000.000,-286000.000,-282000.000
AssetRetirementObligation,58364000.000,58655000.000,55215000.000,54613000.000,60479000.000,64009000.000,58583000.000,56424000.000
Assets,4758323000.000,4861556000.000,4823047000.000,4835539000.000,4881673000.000,4881450000.000,4911291000.000,4862042000.000
AssetsCurrent,412708000.000,497024000.000,441054000.000,447651000.000,469571000.000,460095000.000,466506000.000,430658000.000
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,,,3125000.000,,,,,
BelowMarketLeaseAmortizationIncomeYearTwo,,,3096000.000,,,,,
BelowMarketLeaseNet,7904000.000,6850000.000,6221000.000,5660000.000,5028000.000,4159000.000,3263000.000,2520000.000
CashAndCashEquivalentsAtCarryingValue,103804000.000,195209000.000,144587000.000,160743000.000,158813000.000,167232000.000,165893000.000,132602000.000
CostMethodInvestments,,,123686000.000,124578000.000,124571000.000,125080000.000,139350000.000,140408000.000
CustomerAdvancesAndDeposits,3759000.000,6166000.000,,,,,,
CustomerAdvancesCurrent,12594000.000,9442000.000,9403000.000,10143000.000,11336000.000,9601000.000,11363000.000,6919000.000
CustomerAdvancesOrDepositsNoncurrent,,,,,,,3338000.000,3143000.000
DebtInstrumentCarryingAmount,,,3371679000.000,3375431000.000,3275094000.000,3267146000.000,3259721000.000,3211220000.000
DebtInstrumentUnamortizedDiscount,,,8739000.000,8698000.000,10669000.000,10619000.000,10569000.000,10518000.000
DebtInstrumentUnamortizedPremium,,,23218000.000,22513000.000,21880000.000,21283000.000,20711000.000,20219000.000
DeferredCostsCurrentAndNoncurrent,179871000.000,179672000.000,122535000.000,129119000.000,132071000.000,128721000.000,139378000.000,144060000.000
DeferredIncomeTaxLiabilities,,,275950000.000,,,,281452000.000,
DeferredIncomeTaxLiabilitiesNet,27625000.000,24417000.000,28629000.000,28629000.000,28067000.000,26242000.000,30517000.000,30517000.000
DeferredRevenue,4820000.000,4726000.000,,,,,,
DeferredRevenueNoncurrent,,,,,,,4000000.000,3856000.000
DeferredTaxAssetsDeferredIncome,,,16933000.000,,,,30583000.000,
DeferredTaxAssetsGross,,,247321000.000,,,,250935000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,152936000.000,,,,142286000.000,
DeferredTaxAssetsOther,,,35332000.000,,,,41066000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,3834000.000,,,,2417000.000,
DeferredTaxLiabilities,,,28629000.000,,,,30517000.000,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,66020000.000,,,,62773000.000,
DeferredTaxLiabilitiesOther,,,10773000.000,,,,11483000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,160494000.000,,,,162928000.000,
EnergyRelatedInventoryCoal,62600000.000,69843000.000,59277000.000,53072000.000,62243000.000,58544000.000,63945000.000,60551000.000
FiniteLivedIntangibleAssetsNet,29296000.000,27465000.000,25634000.000,23803000.000,21972000.000,20141000.000,18310000.000,16479000.000
InterestPayableCurrent,34179000.000,49082000.000,34332000.000,48744000.000,34021000.000,51914000.000,34166000.000,50941000.000
InterestRateDerivativeAssetsAtFairValue,,,,,,,12140000.000,14202000.000
JointlyOwnedUtilityPlantGrossOwnershipAmountOfPlantInService,807188000.000,821302000.000,817974000.000,822163000.000,822727000.000,827166000.000,833006000.000,839522000.000
JointlyOwnedUtilityPlantOwnershipAmountOfConstructionWorkInProgress,35579000.000,28043000.000,37871000.000,36551000.000,44508000.000,49790000.000,55397000.000,56751000.000
