,2011-08-31,2012-08-31,2013-08-31,2014-08-31,2015-08-31,2016-08-31
AllowanceForLoanAndLeaseLossesWriteOffs,94960.000,,,,,
AmortizationOfDebtDiscountPremium,,,,,,20000.000
BusinessCombinationAcquisitionRelatedCosts,18750.000,-18750.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,26013.000,-73539.000,-6103.000
CashPeriodIncreaseDecrease,,,72755.000,,,
CostsAndExpenses,144410.000,1652.000,58111.000,,,
Depreciation,,,,86.000,1304.000,1577.000
EarningsPerShareBasicAndDiluted,-0.160,0.000,-0.080,-0.010,-0.010,-0.003
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-0.340,-0.340,-0.340
FairValueAssumptionsExpectedDividendRate,,,,,0.000,
FairValueAssumptionsExpectedVolatilityRate,,,,,1.000,
FairValueAssumptionsRiskFreeInterestRate,,,,,0.007,
ForeignCurrencyTransactionGainBeforeTax,-5313.000,,-1710.000,-3009.000,-1861.000,1386.000
GainsLossesOnExtinguishmentOfDebt,-31787.000,,,,,
GeneralAndAdministrativeExpense,,45.000,100.000,40435.000,99938.000,214610.000
GrossProfit,,,,,,112500.000
ImpairmentOfOilAndGasProperties,,,,30000.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-219141.000,-541387.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-219141.000,-541387.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,0.000,-0.010,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-50864.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,0.000,
IncomeTaxExpenseBenefit,,,,0.000,0.000,
IncomeTaxesPaidNet,,,,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,13925.000,-12513.000,19442.000,-22010.000,88507.000,149055.000
IncreaseDecreaseInAccountsPayableRelatedParties,-20325.000,8713.000,9714.000,18002.000,175683.000,0.000
IncreaseDecreaseInDerivativeLiabilities,,,,,,-712.000
IncreaseDecreaseInPrepaidExpense,,,,13989.000,-13715.000,2692.000
InterestAndDebtExpense,,13.000,179.000,,,
InterestExpense,,,,971.000,3026.000,7178.000
InterestPaidNet,,,,0.000,0.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,62500.000,83123.000,19850.000
LeaseAndRentalExpense,,,,,14938.000,
LegalFees,,,,15500.000,61296.000,
NetCashProvidedByUsedInFinancingActivities,,,100000.000,252980.000,108556.000,114000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,100000.000,252980.000,108556.000,114000.000
NetCashProvidedByUsedInInvestingActivities,,,,-31551.000,-3040.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-31551.000,-3040.000,0.000
NetCashProvidedByUsedInOperatingActivities,,,-27245.000,-195416.000,-179055.000,-120103.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-27245.000,-195416.000,-179055.000,-120103.000
NetIncomeLoss,-107310.000,-1652.000,-56401.000,-270005.000,-541387.000,-307181.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,,-4409899.000,,
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,,4409899.000,,
NoninterestExpenseTransferAgentAndCustodianFees,2114.000,495.000,,4425.000,5795.000,
NonoperatingIncomeExpense,,,,,,-27890.000
OperatingExpenses,,,,216132.000,539526.000,393177.000
OperatingIncomeLoss,,,,-216132.000,-539526.000,-280677.000
OtherNonoperatingIncomeExpense,,,,-3009.000,-1861.000,-26504.000
PaymentsToAcquireMachineryAndEquipment,,,,1551.000,3040.000,0.000
PaymentsToAcquireRoyaltyInterestsInMiningProperties,,,,30000.000,0.000,
ProceedsFromCollaborators,,,,150000.000,0.000,
ProceedsFromContributedCapital,,,,0.000,0.000,
ProceedsFromContributionsFromAffiliates,,,100000.000,,,
ProceedsFromConvertibleDebt,,,,,,20000.000
ProceedsFromIssuanceOfCommonStock,,,0.000,102980.000,108556.000,94000.000
ProfessionalAndContractServicesExpense,,,,107500.000,,
ProfessionalFees,21318.000,19849.000,57832.000,47215.000,166014.000,
ProvisionForDoubtfulAccounts,102228.000,,,,,
ResearchAndDevelopmentExpense,,,,,139438.000,177607.000
Revenues,,,,,,112500.000
SalesRevenueNet,,,,,,112500.000
SellingAndMarketingExpense,,,,,62715.000,960.000
StockIssuedDuringPeriodSharesAcquisitions,,,,18239594.000,,
StockIssuedDuringPeriodValueAcquisitions,,,,4559899.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,100000.000,,21933.000
StockIssuedDuringPeriodValueIssuedForServices,,,,62500.000,83123.000,19934.000
StockIssuedDuringPeriodValueNewIssues,,,0.000,102980.000,78333.000,
UnrealizedGainLossOnDerivatives,,,,,,-712.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,578.000,19700.000,87140.000,183840.000,81908.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,680203.000,51632445.000,100706876.000,103258456.000
