,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,17073.000,24646.000,19279.000,28874.000
AdditionalPaidInCapital,7167260.000,7167260.000,7167260.000,7167260.000
Assets,94425303.000,94209533.000,92826999.000,86306704.000
AvailableForSaleSecurities,,,,2895186.000
AvailableForSaleSecuritiesAmortizedCost,,,,2848392.000
AvailableForSaleSecuritiesDebtSecurities,2985605.000,2978033.000,2943378.000,2895186.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,2895186.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,0.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,2848000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,46794.000
BankOwnedLifeInsurance,2591834.000,2617088.000,2642172.000,2692074.000
CashAndCashEquivalentsAtCarryingValue,12853306.000,13329353.000,14762791.000,11821082.000
CashAndCashEquivalentsFairValueDisclosure,,,,11821082.000
CashAndDueFromBanks,1429026.000,1502817.000,1255445.000,1246354.000
CashCashEquivalentsAndFederalFundsSold,12853306.000,13329353.000,14762791.000,11821082.000
CashSurrenderValueFairValueDisclosure,,,,2692074.000
CashSurrenderValueOfLifeInsurance,,,,2692074.000
CommonStockParOrStatedValuePerShare,0.333,0.333,0.333,0.333
CommonStockSharesAuthorized,6000000.000,6000000.000,6000000.000,6000000.000
CommonStockSharesIssued,2389391.000,2389391.000,2389391.000,2389391.000
CommonStockSharesOutstanding,2389391.000,2389391.000,2389391.000,2389391.000
CommonStockValue,796337.000,796337.000,796337.000,796337.000
DeferredIncomeTaxLiabilities,,15295.000,11965.000,
DeferredTaxAssetsNet,0.000,0.000,,-17919.000
Deposits,91354847.000,91335921.000,90049725.000,83824478.000
DepositsFairValueDisclosure,,,,83997120.000
FederalFundsSold,2511095.000,2051674.000,2717251.000,2693366.000
FederalHomeLoanBankStock,296500.000,296500.000,296500.000,296500.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,45838553.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,8152769.000
FinancingReceivableRecordedInvestmentCurrent,,,,51712509.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,0.000
FinancingReceivableRecordedInvestmentPastDue,,,,2278813.000
ForeclosedAssets,9793180.000,10500411.000,11711316.000,12494222.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,8172769.000
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,,,,5696382.000
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,,,,2456387.000
InterestBearingDepositsInBanks,8913185.000,9774862.000,10790095.000,7881362.000
InterestPayableCurrentAndNoncurrent,261827.000,248957.000,265410.000,283613.000
InterestReceivable,188164.000,194863.000,214643.000,168844.000
InvestmentInFederalHomeLoanBankStockFairValueDisclosure,,,,296500.000
Liabilities,93213786.000,93181352.000,91757548.000,85513038.000
LiabilitiesAndStockholdersEquity,94425303.000,94209533.000,92826999.000,86306704.000
LoansAndLeasesReceivableAllowance,2101258.000,1636074.000,1640481.000,1260472.000
LoansAndLeasesReceivableCommercial,,,,7615604.000
LoansAndLeasesReceivableConsumer,,,,1098536.000
LoansAndLeasesReceivableGrossCarryingAmount,,,,53991322.000
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,,,,974331.000
LoansAndLeasesReceivableNetReportedAmount,60842336.000,59502274.000,57049085.000,52730850.000
LoansReceivableFairValueDisclosure,,,,52996022.000
MortgageLoansOnRealEstate,,,,45277182.000
NoninterestBearingDepositLiabilities,5119883.000,5452556.000,7508204.000,5646611.000
NotesPayable,,,921000.000,921000.000
NotesPayableFairValueDisclosure,,,,921000.000
OtherAssets,179184.000,124380.000,94223.000,169681.000
OtherLiabilities,676112.000,660179.000,509448.000,466028.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,207.000,207.000,232.000,247.000
PreferredStockSharesOutstanding,207.000,207.000,232.000,247.000
PreferredStockValue,185147.000,188789.000,217432.000,239716.000
PropertyPlantAndEquipmentNet,4695194.000,4666631.000,3112891.000,3038265.000
RetainedEarningsAccumulatedDeficit,-6954300.000,-7148851.000,-7130857.000,-7438521.000
ShortTermBorrowings,921000.000,921000.000,,
StockholdersEquity,1211517.000,1028181.000,1069451.000,793666.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1211517.000,1028181.000,1069451.000,793666.000
