,2011-09-30,2012-09-30,2013-09-30,2014-09-30,2015-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-53653.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-87132.000,-54953.000,-34631.000,
ComprehensiveIncomeNetOfTax,,,-53653.000,,
EarningsPerShareBasic,,-0.006,-0.005,-0.004,0.000
EarningsPerShareBasicAndDiluted,-0.004,,-0.005,-0.004,-0.000
EarningsPerShareDiluted,,-0.006,-0.005,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.000,0.000
GeneralAndAdministrativeExpense,6559.000,5147.000,53653.000,47324.000,2653.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-53653.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-53653.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,-0.006,,,
IncreaseDecreaseInAccountsPayable,24885.000,-24885.000,700.000,-2600.000,2653.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,606.000,783.000
IncreaseDecreaseInOperatingCapital,,,700.000,,
InterestExpense,,,,313.000,783.000
NetCashProvidedByUsedInFinancingActivities,200065.000,2000.000,-2000.000,15000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,200065.000,2000.000,-2000.000,15000.000,
NetCashProvidedByUsedInOperatingActivities,-23174.000,-89132.000,-52953.000,-49631.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23174.000,-89132.000,-52953.000,-49631.000,
NetIncomeLoss,-48059.000,-64247.000,-53653.000,-47637.000,-3436.000
OperatingExpenses,48059.000,,53653.000,47324.000,2653.000
OperatingIncomeLoss,,-64247.000,-53653.000,,
ProceedsFromRelatedPartyDebt,,2000.000,,15000.000,
ProceedsFromRepaymentsOfDebt,,,-2000.000,,
ProfessionalAndContractServicesExpense,41500.000,59100.000,,,
ProfitLoss,,-64247.000,-53653.000,,
RelatedPartyTransactionRate,,,,0.050,
SalesRevenueGoodsNet,,0.000,,,
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,,,,66345.000
StockIssuedDuringPeriodSharesEmployeeStockOwnershipPlan,,,,,5000.000
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,,,,80000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,11150000.000,11150000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,11150000.000,11150000.000
WeightedAverageNumberOfSharesIssuedBasic,11150000.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,11150000.000,11150000.000,,
