,2011-03-31,2011-06-30,2011-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,993000000.000,,
CostsAndExpenses,4224000000.000,4261000000.000,4621000000.000
DeferredIncomeTaxesAndTaxCredits,64000000.000,,
DepreciationAndAmortization,442000000.000,430000000.000,353000000.000
Dividends,3250000000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,20000000.000,,
GeneralAndAdministrativeExpense,216000000.000,270000000.000,282000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,860000000.000,629000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,759000000.000,,
IncomeTaxExpenseBenefit,288000000.000,323000000.000,237000000.000
IncomeTaxesPaid,1000000.000,,
IncreaseDecreaseInAccountsAndNotesReceivable,-131000000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-108000000.000,,
IncreaseDecreaseInDeferredLiabilities,-18000000.000,,
IncreaseDecreaseInInventories,66000000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-3000000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-22000000.000,,
InterestAndDebtExpense,156000000.000,186000000.000,177000000.000
InterestPaidNet,148000000.000,,
InvestmentIncomeInterest,,1000000.000,
NetCashProvidedByUsedInFinancingActivities,425000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,425000000.000,,
NetCashProvidedByUsedInInvestingActivities,-376000000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-376000000.000,,
NetCashProvidedByUsedInOperatingActivities,944000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,944000000.000,,
NetIncomeLoss,471000000.000,537000000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,,392000000.000
OperatingIncomeLoss,921000000.000,1016000000.000,800000000.000
OtherNonoperatingIncomeExpense,-6000000.000,29000000.000,6000000.000
PaymentsOfDebtIssuanceCosts,28000000.000,,
PaymentsOfDividends,3250000000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,102000000.000,,
ProceedsFromContributionsFromParent,60000000.000,,
ProceedsFromIssuanceOfLongTermDebt,3990000000.000,,
ProceedsFromPaymentsForOtherFinancingActivities,-26000000.000,,
RecognitionOfDeferredRevenue,8000000.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,39000000.000,35000000.000,35000000.000
RelatedPartyTransactionRevenuesFromTransactionsWithRelatedParty,2000000.000,3000000.000,2000000.000
RepaymentsOfLongTermDebt,341000000.000,,
Revenues,5145000000.000,5277000000.000,5421000000.000
SalesRevenueNet,5145000000.000,5277000000.000,5421000000.000
ShareBasedCompensation,18000000.000,,
