,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30
CapitalExpendituresIncurredButNotYetPaid,-30000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-102.000,,-3419.000,,,,-2049.000,,,,7519.000,,,1275.000,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,,,,,,,8333.000,
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,-0.000,-0.010,-0.000
ExplorationExpenseMining,3601.000,10107.000,34872.000,21097.000,40711.000,1060.000,13737.000,84222.000,36167.000,571.000,1969.000,2190.000,13337.000,1273.000,17891.000,15056.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,-4320.000,-4300.000,-8270.000,17190.000,-163724.000,70680.000
GeneralAndAdministrativeExpense,41832.000,123363.000,27465.000,22511.000,18625.000,15215.000,24522.000,20015.000,21650.000,26047.000,38392.000,34377.000,60967.000,66995.000,73681.000,91309.000
IncomeTaxesPaid,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,15097.000,,27364.000,,,,7470.000,,,,16355.000,,,21509.000,,
IncreaseDecreaseInAccruedLiabilities,10685.000,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,,,12500.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,,4320.000,,,-17190.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,-2510.000,,-4016.000,,,,7337.000,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,12910.000,,,15420.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-3000.000,,,,,,1260.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,-5625.000,,,-6466.000,,
InterestExpenseRelatedParty,1041.000,1286.000,2584.000,3670.000,4900.000,5870.000,7337.000,8658.000,9610.000,42513.000,12910.000,13587.000,14498.000,15420.000,15283.000,15684.000
InterestPaid,0.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,50100.000,,78504.000,,,,110000.000,,,,37150.000,,,42000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,50100.000,,78504.000,,,,110000.000,,,,37150.000,,,42000.000,,
NetCashProvidedByUsedInInvestingActivities,-30000.000,,-40350.000,,,,-80000.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30000.000,,-40350.000,,,,-80000.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-20202.000,,-41573.000,,,,-32049.000,,,,-29631.000,,,-40725.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-20202.000,,-41573.000,,,,-32049.000,,,,-29631.000,,,-40725.000,,
NetIncomeLoss,-46474.000,-199017.000,-64921.000,-47278.000,-64236.000,-36966.000,-45596.000,-112895.000,-67427.000,-69711.000,-57591.000,-54454.000,-97072.000,-66498.000,-270579.000,-51369.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,-1338.000,-14561.000,-3398.000,-3949.000,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,-53116.000,-82511.000,-63100.000,-266630.000,-51369.000
NoncashProjectAbandonmentCosts,,64261.000,,,,,,,,,,,,,,
NoninterestExpenseDirectorsFees,,7500.000,,,,,,,,,,,,,,
OperatingExpenses,45433.000,197731.000,62337.000,43608.000,59336.000,31096.000,38259.000,104237.000,57817.000,26618.000,40361.000,36567.000,74304.000,68268.000,91572.000,106365.000
OperatingIncomeLoss,-45433.000,-197731.000,-62337.000,-43608.000,-59336.000,-31096.000,-38259.000,-104237.000,-57817.000,-26618.000,-40361.000,-36567.000,-74304.000,-68268.000,-91572.000,-106365.000
PaymentsToAcquireMineralRights,30000.000,,40350.000,,,,80000.000,,,,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,25000.000,,,,,,,,,,,,,,,
ProceedsFromLinesOfCredit,,,74604.000,,,,60000.000,,,,40000.000,,,35000.000,,
ProceedsFromRelatedPartyDebt,25000.000,,,,,,50000.000,,,,,,,35000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,74604.000,,,,60000.000,,,,40000.000,,,,,
ProceedsFromRepaymentsOfOtherDebt,100.000,,,,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,,2650.000,,
StockIssued1,25000.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodSharesNewIssues,,,0.000,,,,0.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,36736264.000,,48869091.000,48869091.000,48869091.000,-97738182.000,48869091.000,48869091.000,48869091.000,-97738182.000,48869091.000,48869091.000,48869091.000,48869091.000,51071014.000,63031918.000
