,2011-03-31,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccretionOfDiscount,,,,,,,,,,,,,26375.000,,,,72625.000,
AmortizationOfDebtDiscountPremium,4543000.000,1514.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,101747000.000,-8761.000,,,-42380.000,,,,-38726.000,,,,-255878.000,,,,-16257.000,
CostOfRevenue,266224.000,230976.000,240072.000,272695.000,231102.000,264682.000,366067.000,331894.000,317209.000,431821.000,474931.000,556412.000,301363.000,500173.000,281486.000,267170.000,176831.000,95176.000
DepreciationDepletionAndAmortization,13579000.000,5087.000,,,12908.000,,,,-15800.000,,,,-16487.000,,,,-18835.000,-37875.000
DerivativeLossOnDerivative,,,,,,,,,,,,,20878.000,-12776.000,22959.000,-103682.000,-61126.000,72430.000
EarningsPerShareBasic,0.004,,0.002,-0.001,,-0.002,-0.001,,,-0.001,-0.001,,,,-0.002,,,-0.010
EarningsPerShareBasicAndDiluted,,-0.002,,,-0.000,,,,0.000,,,,-0.006,,,,-0.004,
EarningsPerShareDiluted,0.004,,0.002,-0.001,,-0.002,-0.001,,,-0.001,-0.001,,,,-0.002,,,-0.010
GainLossOnDispositionOfAssets,,,88795.000,,,,,,,,,,,,,,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,-20877.000,,,,61126.000,
GainsLossesOnExtinguishmentOfDebt,233000.000,,,,,,,,,,,,,,,,,
GrossProfit,164305.000,121854.000,176145.000,156001.000,201740.000,166471.000,207268.000,262833.000,220144.000,295911.000,306322.000,322831.000,184682.000,331504.000,311005.000,-19791.000,50678.000,71254.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,198490.000,,108528.000,-80235.000,-26994.000,-96580.000,-36113.000,55205.000,798.000,-61574.000,-83631.000,-189652.000,-456792.000,-218335.000,-136590.000,-521076.000,-406261.000,-270058.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-88840.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1825000.000,4992.000,,,-56231.000,,,,-19836.000,,,,-85208.000,,,,-7403.000,
IncreaseDecreaseInAccountsReceivable,149238000.000,-68307.000,,,-30018.000,,,,82795.000,,,,4208.000,,,,74278.000,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,247560.000,,,,,
IncreaseDecreaseInInventories,55521000.000,8032.000,,,-32061.000,,,,-32870.000,,,,-159522.000,,,,41668.000,
IncreaseDecreaseInOtherOperatingAssets,9032000.000,-6284.000,,,-10174.000,,,,-9773.000,,,,-223217.000,,,,-27391.000,
InterestExpense,24366.000,6208.000,7101.000,3501.000,5174.000,9878.000,8579.000,12013.000,10963.000,10158.000,20973.000,32570.000,69431.000,90167.000,83767.000,48166.000,-115957.000,-184833.000
InterestIncomeExpenseNet,,,,,,,,,-10554.000,,,,-48011.000,,,,,
InterestPaidNet,26419000.000,1898.000,,,5174.000,,,,9608.000,,,,25092.000,,,,33040.000,
NetCashProvidedByUsedInFinancingActivities,355559000.000,-7395.000,,,24535.000,,,,-101858.000,,,,71215.000,,,,106577.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,355559000.000,-7395.000,,,24535.000,,,,-101858.000,,,,71215.000,,,,106577.000,
NetCashProvidedByUsedInInvestingActivities,-8268000.000,,,,-68051.000,,,,-9054.000,,,,-5454.000,,,,-2917.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8268000.000,,,,-68051.000,,,,-9054.000,,,,-5454.000,,,,-2917.000,
NetCashProvidedByUsedInOperatingActivities,-245544000.000,-1366.000,,,1136.000,,,,72186.000,,,,-321639.000,,,,-119917.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-245544000.000,-1366.000,,,1136.000,,,,72186.000,,,,-321639.000,,,,-119917.000,
