,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AssetImpairmentCharges,7513000.000,2490000.000,,,
AssetManagementCosts,,,,266000.000,162000.000
CapitalExpendituresIncurredButNotYetPaid,,,452000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-466000.000,,
CostOfRealEstateSales,326000.000,1984000.000,,,
CostsAndExpenses,16447000.000,34416000.000,7623000.000,5650000.000,4182000.000
DepreciationAndAmortization,1274000.000,1172000.000,767000.000,471000.000,253000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,4122000.000,4058000.000,3506000.000,3240000.000,2669000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,15629000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,-185000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,1852000.000,729000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,573000.000,544000.000
EarningsPerShareBasicAndDiluted,-1.320,-2.230,-0.190,0.540,1.290
GainLossOnDispositionOfAssets,,,44000.000,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,119000.000,
GainLossOnSaleOfBusiness,,,,,15629000.000
GainsLossesOnRestructuringOfDebt,,,,7228000.000,
GainsLossesOnSalesOfAssets,,-13000.000,,,
GeneralAndAdministrativeExpense,257000.000,226000.000,176000.000,413000.000,274000.000
IncomeLossFromContinuingOperations,-10554000.000,-27236000.000,-2016000.000,6039000.000,-405000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-494000.000,-546000.000,-573000.000,176000.000,-219000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-11027000.000,-27732000.000,-2557000.000,5900000.000,-567000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-11048000.000,-27782000.000,-2589000.000,5863000.000,-624000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-3757000.000,3214000.000,44000.000,-243000.000,15444000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,13000.000,50000.000,1060000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-3757000.000,3214000.000,31000.000,-193000.000,14384000.000
IncomeTaxExpenseBenefit,21000.000,50000.000,32000.000,37000.000,57000.000
IncreaseDecreaseInAccountsPayable,,,64000.000,,
IncreaseDecreaseInAccountsReceivable,,,398000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-30000.000,,
IncreaseDecreaseInInventories,,,12000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-5000.000,,
IncreaseDecreaseInRestrictedCash,,,-1854000.000,,
InterestExpense,2026000.000,2104000.000,2275000.000,939000.000,679000.000
InterestPaidNet,,,716000.000,,
InventoryWriteDown,,21475000.000,,,
InvestmentIncomeInterest,45000.000,29000.000,51000.000,,111000.000
MinorityInterestPeriodIncreaseDecrease,,,-21000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-899000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-899000.000,,
NetCashProvidedByUsedInInvestingActivities,,,2199000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,2199000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-1766000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1766000.000,,
NetIncomeLoss,-14311000.000,-24022000.000,-1985000.000,5846000.000,13979000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,-560000.000,226000.000,841000.000
OwnedPropertyManagementCosts,407000.000,387000.000,359000.000,,
PartnersCapitalAccountContributions,,,21000.000,,
PaymentsForProceedsFromInvestments,,,561000.000,,
ProceedsFromNotesPayable,,,612000.000,,
ProceedsFromSaleOfProductiveAssets,,,906000.000,,
ProfitLoss,-14805000.000,-24568000.000,-2545000.000,5620000.000,14820000.000
RealEstateTaxExpense,522000.000,520000.000,540000.000,321000.000,145000.000
RepaymentsOfNotesPayable,,,1511000.000,,
RevenueFromLeasedAndOwnedHotels,3381000.000,3356000.000,3473000.000,3718000.000,3359000.000
Revenues,5375000.000,6668000.000,5015000.000,4322000.000,3504000.000
SalesOfRealEstate,325000.000,2010000.000,,,
SalesRevenueNet,5375000.000,6668000.000,5015000.000,4322000.000,3504000.000
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringNetOfTax,,,,917000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,10804000.000,10804.000
