,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1402000.000,25041000.000,6354000.000,5974000.000,4067000.000,5054000.000,4978000.000,13420000.000,15320000.000,33387000.000,17130000.000,22750000.000,32000000.000
AccountsReceivableGrossCurrent,,,,,,,,,,67266000.000,38432000.000,87555000.000,92000000.000
AccountsReceivableNetCurrent,,,,,,,,,5292000.000,,,,
AccountsReceivableRelatedPartiesCurrent,1165000.000,1623000.000,1036000.000,2750000.000,2074000.000,1255000.000,1678000.000,2457000.000,15006000.000,309000.000,56986000.000,99765000.000,93000000.000
AccruedLiabilitiesCurrent,56578000.000,253247000.000,259021000.000,113538000.000,136573000.000,286501000.000,290823000.000,201559000.000,271365000.000,313656000.000,326815000.000,407469000.000,406000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,,,,,,,,,,,,
AssetRetirementObligation,,,,0.000,,,,,,,,,
Assets,5790397000.000,8204640000.000,8161276000.000,7945745000.000,9815953000.000,9846785000.000,10072619000.000,10587931000.000,10961871000.000,11631813000.000,12277555000.000,12883316000.000,14475000000.000
AssetsCurrent,105542000.000,319167000.000,327746000.000,186223000.000,212477000.000,369945000.000,376252000.000,234760000.000,243157000.000,427964000.000,532848000.000,697687000.000,888000000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,,,,,,,,,,,,0.000,
CollateralAlreadyPostedAggregateFairValue,0.000,,,,,,,,,,,,
DebtAndCapitalLeaseObligations,,,,,,,,9360000000.000,,,,12037500000.000,
DebtCurrent,,,,,,,,15000000.000,125000000.000,0.000,98500000.000,223500000.000,0.000
DebtInstrumentCarryingAmount,4100000000.000,6500000000.000,6500000000.000,6500000000.000,8500000000.000,8500000000.000,8750000000.000,9345000000.000,,,,,
DebtIssuanceCostsLineOfCreditArrangementsGross,,,,,,,,,125504000.000,,,,
DebtIssuanceCostsLineOfCreditArrangementsNet,,,,,,,,,,93172000.000,62349000.000,58655000.000,22000000.000
DebtLongtermAndShorttermCombinedAmount,,,,,,,,9375110000.000,9994379000.000,10678545000.000,11428973000.000,11872729000.000,13460000000.000
DeferredFinanceCostsNoncurrentNet,,244273000.000,236906000.000,228913000.000,202533000.000,281623000.000,297374000.000,286642000.000,150174000.000,168138000.000,182944000.000,177609000.000,201000000.000
DeferredRevenueCurrent,,,,,,,,,,,,45921000.000,36000000.000
DerivativeAssetsNoncurrent,71170000.000,20236000.000,32161000.000,11744000.000,472000.000,426000.000,30657000.000,30304000.000,28210000.000,20472000.000,11247000.000,66788000.000,28000000.000
DerivativeLiabilitiesCurrent,19544000.000,13106000.000,17102000.000,23247000.000,7252000.000,7839000.000,7388000.000,6430000.000,7288000.000,10373000.000,7459000.000,11481000.000,4000000.000
DerivativeLiabilitiesNoncurrent,,,,268000.000,4762000.000,653000.000,8832000.000,2884000.000,11250000.000,13326000.000,9583000.000,2001000.000,1000000.000
DueToAffiliateCurrent,19350000.000,21026000.000,29958000.000,13051000.000,38403000.000,41091000.000,24591000.000,53848000.000,28117000.000,34461000.000,42556000.000,33016000.000,35000000.000
EntityNotSubjectToIncomeTaxesDifferenceInBasesAmount,,,,303900000.000,,,,311200000.000,,,,268000000.000,
InterestPayableCurrent,,96854000.000,102281000.000,97785000.000,112628000.000,209692000.000,113267000.000,135336000.000,113355000.000,139356000.000,140716000.000,204110000.000,147000000.000
InterestReceivableCurrent,,,,,,,,,,59000.000,53000.000,,
InventoryNet,,,,,,,,5742000.000,20266000.000,42002000.000,51715000.000,88521000.000,78000000.000
LiabilitiesAndStockholdersEquity,5790397000.000,8204640000.000,8161276000.000,7945745000.000,9815953000.000,9846785000.000,10072619000.000,10587931000.000,10961871000.000,11631813000.000,12277555000.000,12883316000.000,14475000000.000
LiabilitiesCurrent,96874000.000,312420000.000,312435000.000,155810000.000,186295000.000,340545000.000,327780000.000,290257000.000,447090000.000,391877000.000,492460000.000,744137000.000,532000000.000
LongTermDebt,4111222000.000,6518302000.000,6517787000.000,6517266000.000,8516737000.000,8516202000.000,8765660000.000,9360110000.000,9869379000.000,10678545000.000,11330473000.000,11649229000.000,13460000000.000
LongTermDebtMaturingInYearsFourAndFive,,,,0.000,,,,,,,,,
LongTermDebtMaturingInYearsTwoAndThree,,,,0.000,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,6500000000.000,,,,8500000000.000,,,,9500000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,0.000,,,,15000000.000,,,,223500000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,845000000.000,,,,2000000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,0.000,,,,314000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,0.000,,,,0.000,
LongTermDebtNoncurrent,4111222000.000,6518302000.000,6517787000.000,6517266000.000,8516737000.000,8516202000.000,8765660000.000,9360110000.000,9869379000.000,10678545000.000,11330473000.000,11649229000.000,13460000000.000
MembersEquity,1582301000.000,1373918000.000,1331054000.000,1272401000.000,1108159000.000,989385000.000,966419000.000,931287000.000,632494000.000,545804000.000,441461000.000,486270000.000,482000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,57698000.000,,,,25117000.000,,,,7094000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,908000.000,,,,1338000.000,,,,396000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,770000.000,,,,1200000.000,,,,373000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,770000.000,,,,1315000.000,,,,396000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,770000.000,,,,1338000.000,,,,396000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,874000.000,,,,1338000.000,,,,396000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,53606000.000,,,,18588000.000,,,,5137000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,3000.000,138000.000,43000.000,
OtherAssetsCurrent,,,,,,,,,8390000.000,15018000.000,11256000.000,25242000.000,23000000.000
OtherAssetsMiscellaneousNoncurrent,,,,,,,,41468000.000,50034000.000,46081000.000,44232000.000,10939000.000,2000000.000
OtherAssetsNoncurrent,92561000.000,56647000.000,66006000.000,99417000.000,109746000.000,118054000.000,162772000.000,169005000.000,182732000.000,180649000.000,179832000.000,185343000.000,168000000.000
OtherLiabilitiesCurrent,,,,,,60000.000,,,,,,,
