,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableCurrent,40563000.000,51298000.000,57564000.000,59011000.000,79512000.000,90604000.000,69617000.000,69713000.000,74099000.000,63717000.000,88576000.000,114780000.000,151057000.000,196694000.000,229191000.000
AccountsReceivableNetCurrent,92569000.000,88678000.000,122169000.000,125136000.000,195177000.000,189284000.000,167481000.000,166320000.000,175173000.000,124821000.000,152696000.000,174812000.000,228166000.000,283283000.000,290767000.000
AccruedIncomeTaxesCurrent,649000.000,4234000.000,1827000.000,24334000.000,13812000.000,10727000.000,4029000.000,20729000.000,13247000.000,2666000.000,266000.000,3341000.000,,,
AccruedLiabilitiesCurrent,11325000.000,13802000.000,9622000.000,4179000.000,7922000.000,9342000.000,17286000.000,13838000.000,15696000.000,14861000.000,18619000.000,18697000.000,21522000.000,26718000.000,30794000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,1300000.000,,,,2500000.000,,,,3700000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,117000.000,265000.000,411000.000,558000.000,753000.000,1044000.000,,1624000.000,1914000.000,2204000.000,,2784000.000,3074000.000,3364000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,35217000.000,40487000.000,,52304000.000,60487000.000,72001000.000,84848000.000,98438000.000,113781000.000,130462000.000,148954000.000,168233000.000,190778000.000,216150000.000,245683000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,105600000.000,105600000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,82558000.000,198513000.000,201874000.000,205965000.000,209780000.000,215948000.000,224348000.000,232772000.000,241065000.000,248410000.000,254188000.000,259001000.000,263074000.000,267417000.000,271104000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,1100000.000,,,,1700000.000,,,,2200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,673000.000,740000.000,,965000.000,1124000.000,1154000.000,,1256000.000,1368000.000,1518000.000,,1801000.000,1935000.000,2081000.000,
Assets,380182000.000,462475000.000,537849000.000,616779000.000,975561000.000,1020798000.000,1012757000.000,1035766000.000,1071998000.000,1051847000.000,1132300000.000,1221001000.000,1383982000.000,1520086000.000,1612746000.000
AssetsCurrent,127944000.000,175749000.000,224316000.000,273002000.000,290279000.000,291682000.000,250179000.000,254018000.000,255244000.000,226193000.000,256844000.000,281970000.000,344261000.000,417341000.000,460587000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,-173000.000,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,6700000.000,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,105600000.000,105600000.000,105600000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,359787000.000,361337000.000,361337000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,279209000.000,280759000.000,280759000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,49619000.000,49619000.000,49619000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,23081000.000,23081000.000,23081000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,,52602000.000,52602000.000,52602000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,129905000.000,131455000.000,131455000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,80578000.000,80578000.000,80578000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,,,,4895000.000,4895000.000,4895000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,1459000.000,1459000.000,1459000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,73204000.000,73204000.000,73204000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,361337000.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,49619000.000,,,,
