,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,59015.000,,,,47604.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-370304.000,,,,-351853.000,,,,155317.000
CostOfGoodsSold,77153.000,230463.000,382004.000,700637.000,614963.000,1016082.000,1039889.000,230672.000,-2270281.000,0.000
Depreciation,,1200.000,,,,0.000,,,,
DepreciationAndAmortization,,,,,,,,6500.000,,
EarningsPerShareBasic,-0.010,-0.010,0.000,0.000,-0.030,-0.010,-0.040,-0.030,,
EarningsPerShareDiluted,-0.010,-0.010,0.000,0.000,-0.030,-0.010,-0.040,-0.030,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,37579.000,0.000,,
GainsLossesOnExtinguishmentOfDebt,,,,0.000,,,,,,
GeneralAndAdministrativeExpense,645363.000,908321.000,811639.000,1013801.000,1317422.000,1140816.000,1662495.000,1364506.000,-718284.000,604493.000
GrossProfit,295537.000,465670.000,785191.000,937238.000,876037.000,831069.000,649101.000,572606.000,412728.000,745943.000
IncomeLossFromContinuingOperations,,,,,,,,,,79726.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.010,,,0.000,,,,-0.030,,0.000
IncomeLossFromContinuingOperationsPerDilutedShare,-0.010,,,0.000,,,,-0.030,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,0.000
IncomeTaxesPaidNet,,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,,84725.000,,,,-17618.000,,,,-63521.000
IncreaseDecreaseInAccountsReceivable,,-1054.000,,,,45248.000,,,,25632.000
IncreaseDecreaseInAccruedLiabilities,,6331.000,,,,99674.000,,,,
IncreaseDecreaseInDeferredLiabilities,,-22568.000,,,,0.000,,,,
IncreaseDecreaseInInventories,,-104535.000,,,,-191144.000,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,,,-184707.000
IncreaseDecreaseInOtherCurrentAssets,,56934.000,,,,15850.000,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,0.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,-10560.000,,,,0.000,,,,
IncreaseDecreaseInPrepaidExpense,,-53194.000,,,,-18734.000,,,,
InterestExpense,2057.000,969.000,27908.000,47199.000,54060.000,62633.000,50842.000,50980.000,-12955.000,61724.000
InterestPaid,,969.000,,,,3618.000,,,,13886.000
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,203600.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,203600.000
NetCashProvidedByUsedInOperatingActivities,,-370304.000,,,,-351853.000,,,,-48283.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-370304.000,,,,-351853.000,,,,-48283.000
NetIncomeLoss,-351883.000,-443620.000,,-123762.000,,-372380.000,-1101815.000,-842880.000,-443050.000,79726.000
NetIncomeLossAvailableToCommonStockholdersBasic,-351883.000,,,-123762.000,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,-123762.000,,,,,,
OperatingIncomeLoss,-349826.000,-442651.000,-26448.000,-76563.000,-441385.000,-309747.000,-1013394.000,-791900.000,1131012.000,141450.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,250000.000
ProceedsFromWarrantExercises,,,,,,,,,,250.000
ProfitLoss,-351883.000,-443620.000,-54356.000,-123762.000,-495445.000,-372380.000,,-842880.000,,79726.000
ProvisionForDoubtfulAccounts,,,,,,711.000,,,,0.000
RepaymentsOfRelatedPartyDebt,,,,,,,,,,-46650.000
Revenues,372690.000,696133.000,1167195.000,1637875.000,1491000.000,1847151.000,1688990.000,803278.000,-1857553.000,745943.000
SalesRevenueNet,372690.000,696133.000,1167195.000,1637875.000,1491000.000,1847151.000,1688990.000,803278.000,-1857553.000,745943.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,12500.000
StockOptionPlanExpense,,116037.000,,,,27525.000,,,,79637.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,31269160.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,29595609.000,31269160.000,31269160.000,31269160.000,-62491745.000,31435827.000,31468245.000,31611914.000,,34258188.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,31269160.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,29595609.000,31269160.000,31269160.000,31269160.000,-62491745.000,31435827.000,31468245.000,31611914.000,,31862494.000
